ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur
XX 0 FRIBG 10002394,,,,,,Fabaceae,,,,Trifolium medium L.,Système 2
XX 0 FRIBG 10002395,,,,,,Fabaceae,,,,Trifolium pannonicum Jacq.,Rocaille 1
XX 0 FRIBG 10002720,,,,,,Fabaceae,,,,Trifolium pannonicum Jacq.,Système 2
DE 0 BHU 2016-0675,,,,,,Fabaceae,,,,Trifolium pratense L. subsp. pratense,Système 2
XX 0 FRIBG 10003635,,,,,,Fabaceae,,,,Trifolium repens L. subsp. repens,Médicinal
CH 0 FRIBG 20020009,"Castella Henri, Sciboz Jacques, 1999",,,,,Fabaceae,,,,Trifolium rubens L.,Système 2
CH 0 Z 20051585,,,,,,Fabaceae,,,,Trifolium rubens L.,Alp. calcaire 2
,,,,,,Fabaceae,,,17 m,Trifolium spadiceum L.,Zone humide
ES 0 FRIBG 19910123,,,,Châssis,,Fabaceae,,,,Trifolium squamosum L.,Pl. médit.
NO 0 FRIBG 20060261,,,,Feuilles,,Juncaginaceae,,,,Triglochin maritima L.,Pl. aquatiques
XX 0 FRIBG 19950731,"Bollinger Susanne, 1995",,,,,Fabaceae,,,16,Trigonella caerulea (L.) Ser.,Système 2
XX 0 FRIBG 10000203,,,,,,Fabaceae,,,16,Trigonella foenum-graecum L.,Système 2
XX 0 FRIBG 10000203,,,,,,Fabaceae,,,16,Trigonella foenum-graecum L.,Médicinal
XX 0 FRIBG 20060176,,,,,,Melanthiaceae,,,,Trillium sessile L.,Géophytes
FR 0 FRIBG 20200110,,,,,,Apiaceae,,,,Trinia glauca (L.) Dumort.,Système 1
XX 0 FRIBG 10002399,,,,,,Asteraceae,,,,Tripleurospermum inodorum (L.) Sch. Bip.,Système 1
FR 0 FRIBG 20000348,,,,,,Poaceae,,,,Trisetum distichophyllum (Vill.) Roem. et Schult.,Alp. calcaire 2
XX 0 FRIBG 20160225,"Sciboz J., 2017",,,,,Poaceae,,,,Trisetum flavescens (L.) P. Beauv.,Système 4
CL 0 WURZB 89-130-K-10,,,,,,Amaryllidaceae,,,,Tristagma bivalve (Lindl.) Traub,Géophytes
XX 0' FRIBG 20090275,,,,,,Asparagaceae,,,,Triteleia hyacinthina (Lindley) Greene,Géophytes
XX 0 FRIBG 20060155,,,,,,Asparagaceae,,,,Triteleia laxa Benth.,Géophytes
XX 0 FRIBG 20180483,,,,,,Poaceae,,,16,Triticum aestivum L. subsp. aestivum 'Barbu de Viège',Système 4
XX 0 FRIBG 10003215,,,,,,Poaceae,,,40,Triticum aestivum L. subsp. aestivum 'Probus',Système 4
XX 0 FRIBG 19930071,,,,,,Poaceae,,,40,"Triticum aestivum L. subsp. aestivum 'Rouge de Gruyère', 'Poppeliweizen'",Système 4
XX 0 FRIBG 20050550,,,,,,Poaceae,,,40,Triticum aestivum subsp. compactum (Host) Domin,Système 4
XX 0 FRIBG 20180484,,,,,,Poaceae,,,40,Triticum aestivum subsp. compactum (Host) Domin 'Nain de Sugiez',Système 4
XX 0 FRIBG 20130304,,,,,,Poaceae,,,40,Triticum aestivum subsp. macha (Dekapr. et Menabde) MacKey,Système 4
XX 0 FRIBG 10003214,,,,,,Poaceae,,,40,Triticum aestivum subsp. spelta (L.) Thell. 'Barbu blanc',Système 4
XX 0 FRIBG 20080501,,,,,,Poaceae,,,40,Triticum aestivum subsp. spelta (L.) Thell. 'Ostro',Système 4
XX 0 FRIBG 20130303,,,,,,Poaceae,,,16,Triticum aestivum subsp. sphaerococcum (Percival) Mackey,Système 4
XX 0 FRIBG 20150411,,,,,,Poaceae,,,40,Triticum monococcum L. subsp. monococcum,Système 4
XX 0 FRIBG 20050527,"Sciboz Jacques, 2005",,,,,Poaceae,,,40,Triticum monococcum subsp. aegilopoides (Link) Thell.,Système 4
GE 0 BONN 28955,,,,,,Poaceae,,,16,Triticum timopheevii (Zhuk.) Zhuk. subsp. timopheevii 'Tschelta Sanduri',Système 4
XX 0 FRIBG 20050525,,,,,,Poaceae,,,40,Triticum turgidum L. subsp. turgidum 'Blé miracle',Système 4
XX 0 FRIBG 20100361,,,,,,Poaceae,,,40,Triticum turgidum L. subsp. turgidum 'Nonnette de Lausanne',Système 4
XX 0 ULM 1998-F-167,,,,,,Poaceae,,,16,Triticum turgidum subsp. carthlicum (Nevski) A. Löve et D. Löve,Système 4
XX 0 ULM 1998-F-235,,,,,,Poaceae,,,40,Triticum turgidum subsp. dicoccoides (Asch. et Graebn.) Thell.,Système 4
XX 0 FRIBG 10000204,,,,,,Poaceae,,,16,Triticum turgidum subsp. dicoccon (Schübler) Thell. (épis blancs),Système 4
XX 0 FRIBG 10000205,,,,,,Poaceae,,,40,Triticum turgidum subsp. dicoccon (Schübler) Thell. (épis noirs),Système 4
XX 0 BONN 19544,,,,,,Poaceae,,,16,Triticum turgidum subsp. durum (Desf.) Husn. 'Hercules',Système 4
XX 0 BONN 19546,,,,,,Poaceae,,,16,Triticum turgidum subsp. polonicum (L.) Thell. 'Mansholt White',Système 4
XX 0 FRIBG 20130302,,,,,,Poaceae,,,16,Triticum turgidum subsp. turanicum (Jakubz.) A. Löve et D. Löve,Système 4
XX 0 FRIBG 20090461,,,,,,Poaceae,,,40,Triticum urartu Gandilyan,Système 4
FR 0 BERN 20180028,,,,,,Malvaceae,,,,Trochetiopsis ebenus Cronk,Pl. d'orangerie
CH 0 G 20046707,,,,,,Apiaceae,,,,Trochiscanthes nodiflora (All.) W.D.J. Koch,Alp. calcaire 4
CH 0 FRIBG 20020659,"Clément Benoit, 2004",,,,,Ranunculaceae,,,,Trollius europaeus L.,Zone humide
XX 0 FRIBG 10003109,,,,,,Ranunculaceae,,,,Trollius europaeus L.,Système 3
CH 0 FRIBG 20020659,"Clément Benoit, 2004",,,,,Ranunculaceae,,,,Trollius europaeus L.,Alp. calcaire 2
XX 0 FRIBG 10002407,,,,,,Tropaeolaceae,,,14,Tropaeolum majus L.,Système 3
XX 0 FRIBG 10002407,,,,,,Tropaeolaceae,,,14,Tropaeolum majus L.,Médicinal
XX 0 FRIBG 10002409,,,,,,Tropaeolaceae,,,14,Tropaeolum peregrinum L.,Système 3
XX 0 Z 20100037,,,Cave,,,Tropaeolaceae,,,,Tropaeolum tuberosum Ruiz et Pav.,Système 3
XX 0 FRIBG 10002411,,,,,,Pinaceae,,,,Tsuga canadensis (L.) Carr.,Arboretum
XX 0 FRIBG 20110348,,,,,,Cistaceae,,,11 m,Tuberaria guttata Fourr.,Pl. médit.
XX 0 UNKAR 2011-5108,,,,Feuilles,Châssis,Amaryllidaceae,,,,Tulbaghia violacea Harv.,Système 4
XX 0 FRIBG 20031095,,,,,,Liliaceae,,,,Tulipa - Hybriden 'Blue Heron',Géophytes
XX 0 FRIBG 20031096,,,,,,Liliaceae,,,,Tulipa - Hybriden 'Couleur Cardinal',Géophytes
XX 0 FRIBG 20031097,,,,,,Liliaceae,,,,Tulipa - Hybriden 'Spring Green',Géophytes
XX 0 WUPPT 90-2428-7-0,,,,,,Liliaceae,,,,Tulipa acuminata Hornem.,Géophytes
TR 0 FRIBG 20080216,,,,,,Liliaceae,,,,Tulipa armena Boiss.,Géophytes
XX 0 FRIBG 19950693,,,,,,Liliaceae,,,,Tulipa aucheriana Baker,Géophytes
XX 0 FRIBG 20140400,,,,,,Liliaceae,,,,Tulipa biflora Pall.,Géophytes
XX 0 FRIBG 19950642,,,,,,Liliaceae,,,,Tulipa clusiana DC.,Géophytes
XX 0 FRIBG 10003261,,,,,,Liliaceae,,,,Tulipa clusiana DC.,Roseraie
XX 0 FRIBG 10003261,,,,,,Liliaceae,,,,Tulipa clusiana DC.,Système 4
XX 0 FRIBG 20031021,,,,,,Liliaceae,,,,Tulipa didieri Jord.,Géophytes
XX 0 FRIBG 20140398,,,,,,Liliaceae,,,,Tulipa eichleri Regel,Géophytes
XX 0 FRIBG 19950696,,,,,,Liliaceae,,,,Tulipa greigii Regel,Géophytes
XX 0 FRIBG 19960494,,,,,,Liliaceae,,,,Tulipa grengiolensis Thommen,Géophytes
CH 0 G 19870879,,,,,,Liliaceae,,,,Tulipa grengiolensis Thommen,Pl. protégées
XX 0 FRIBG 19950697,,,,,,Liliaceae,,,,Tulipa humilis Herb.,Géophytes
TR 0 FRIBG 20040369,,,,,,Liliaceae,,,,Tulipa humilis Herb.,Rocaille 1
KZ 0 FRIBG 19950544,,,,,,Liliaceae,,,,Tulipa kaufmanniana Regel,Géophytes
XX 0 FRIBG 19950647,,,,,,Liliaceae,,,,Tulipa kolpakowskiana Regel,Géophytes
XX 0 FRIBG 19950698,,,,,,Liliaceae,,,,Tulipa kurdica Wendelbo,Géophytes
XX 0 FRIBG 20090090,,,,,,Liliaceae,,,,Tulipa linifolia Regel,Géophytes
XX 0 WUPPT 94-0103-7-0,,,,,,Liliaceae,,,,Tulipa orphanidea Boiss.,Géophytes
XX 0 FRIBG 20080332,,,,,,Liliaceae,,,,Tulipa orphanidea subsp. whittalii (A.D. Hall) Zonn.,Géophytes
XX 0 FRIBG 20140399,,,,,,Liliaceae,,,,Tulipa orphanidea subsp. whittalii (A.D. Hall) Zonn.,Géophytes
XX 0 FRIBG 19950735,,,,,,Liliaceae,,,,Tulipa praecox Ten.,Géophytes
XX 0 FRIBG 19950702,,,,,,Liliaceae,,,,Tulipa praestans H.B.May,Géophytes
GR 0 M 2004/1774,,,,,,Liliaceae,,,,Tulipa saxatilis Spreng.,Géophytes
XX 0 FRIBG 20100305,,,,,,Liliaceae,,,,Tulipa saxatilis Spreng.,Géophytes
GR 0 M 2004/1774,,,,,,Liliaceae,,,,Tulipa saxatilis Spreng.,Géophytes
XX 0 FRIBG 20150415,,,,,,Liliaceae,,,,Tulipa saxatilis Spreng.,Système 4
XX 0 M B/0304,,,,,,Liliaceae,,,,Tulipa sprengeri Baker,Géophytes
XX 0 LZ STO-113-2016,,,,,,Liliaceae,,,,Tulipa sprengeri Baker,Système 4
XX 0 FRIBG 10002941,,,,,,Liliaceae,,,,Tulipa sylvestris L. subsp. sylvestris,Pl. protégées
FR 0 FRIBG 19830001,,,,,,Liliaceae,,,,Tulipa sylvestris subsp. australis (Link) Pamp.,Pl. protégées
,,,,,,,,,,,
FR 0 FRIBG 19830001,,,,,,Liliaceae,,,,Tulipa sylvestris subsp. australis (Link) Pamp.,Steppe val.
,,,,,,,,,,,
,,,,,,Liliaceae,,,,Tulipa tarda Stapf,Géophytes
XX 0 FRIBG 10003058,,,,,,Liliaceae,,,,Tulipa tarda Stapf,Rocaille 2
XX 0 FRIBG 20140401,,,,,,Liliaceae,,,,Tulipa turkestanica (Regel) Regel,Géophytes
XX 0 M 2006/2593,,,,,,Liliaceae,,,,Tulipa turkestanica (Regel) Regel,Système 4
RU 0 OSN 2009-554,,,,,,Liliaceae,,,,Tulipa uniflora Baker,Géophytes
XX 0 FRIBG 2009120,,,,,,Liliaceae,,,,Tulipa urumiensis Stapf,Géophytes
XX 0 FRIBG 10000077,,,,,,Apiaceae,,,14,Turgenia latifolia (L.) Hoffm.,Système 1
CH 0 BERN 1984/252,,,,,,Brassicaceae,,,,Turritis glabra L.,Pl. protégées
XX 0 FRIBG 10002415,,,,,,Asteraceae,,,,Tussilago farfara L.,Système 1
XX 0 FRIBG 10002722,,,,,,Asteraceae,,,,Tussilago farfara L.,Médicinal
XX 0 FRIBG 19890606,,,,,,Typhaceae,,,,Typha angustifolia L.,Pl. protégées
XX 0 FRIBG 10002416,,,,,,Typhaceae,,,,Typha latifolia L.,Pl. aquatiques
CH 0 G 19987220J,,,,,,Typhaceae,,,,Typha minima Hoppe,Pl. aquatiques
CH 0 G 19987220J,,,,,,Typhaceae,,,,Typha minima Hoppe,Pl. protégées
CH 0 FRIBG 20070470,"G. Kozslowski, 2007",,,,,Typhaceae,,,,Typha shuttleworthii W.D.J. Koch et Sond.,Pl. aquatiques
CH 0 FRIBG 20070470,"G. Kozslowski, 2007",,,,,Typhaceae,,,,Typha shuttleworthii W.D.J. Koch et Sond.,Pl. protégées
XX 0 FRIBG 10002418,,,,Feuilles,,Fabaceae,,,,Ulex europaeus L.,Pl. médit.
XX 0 FRIBG 10002418,,,,Feuilles,,Fabaceae,,,,Ulex europaeus L.,Mur
XX 0 FRIBG 10002419,,,,,,Ulmaceae,,,,Ulmus carpinifolia var. suberosa (Moench) Rehd.,Arboretum
,,,,,,Ulmaceae,,,,Ulmus glabra Huds.,Forêt
XX 0 FRIBG 19920758,"Castella Henri, 1999",,,,,Ulmaceae,,,,Ulmus minor Mill.,Arboretum
CN 0 FRIBG 20060309,,,,,,Ulmaceae,,,,Ulmus parviflora Jacq.,Arboretum
CN 0 FRIBG 20060310,,,,,,Ulmaceae,,,,Ulmus pumila L.,Système 2
IT 0 FRIBG 20070261,,,,,,Crassulaceae,,,,Umbilicus horizontalis (Guss.) DC.,Rocaille 3
GR 0 FRIBG 20000105,,,,,,Crassulaceae,,,,Umbilicus rupestris (Salisb.) Dandy,Serre 1 N-Afr.
FR 0 STR 2016324,,,,,,Crassulaceae,,,,Umbilicus rupestris (Salisb.) Dandy,Bacs tuf
FR 0 P 2019g008,,,,,,Crassulaceae,,,,Umbilicus rupestris (Salisb.) Dandy,Alp. calcaire 6
XX 0 FRIBG 20100300,,,,,,Pedaliaceae,,,,Uncarina decaryi Ihlenf.,Serre 1 Madag.
LK 0 NCY 19783340W,,Semis,,,,Malvaceae,,,13 g,Urena lobata L. s.l.,Serre 5
XX 0 FRIBG 20210063,,,,,,Urticaceae,,,13 s,Urtica cannabina L.,Système 2
CH 0 FRIBG 20150341,,,,,,Urticaceae,,,,Urtica dioica L.,Système 2
XX 0 FRIBG 10002422,,,,,,Urticaceae,,,,Urtica dioica L.,Médicinal
XX 0 FRIBG 10000206,,,,,,Urticaceae,,,13 s,Urtica pilulifera L.,Système 2
XX 0 FRIBG 10002724,,,,,,Urticaceae,,,13 s,Urtica urens L.,Mur
XX 0 FRIBG 20120367,,,,,,Lentibulariaceae,,,,Utricularia livida E.Mey,Carnivore
XX 0 FRIBG 20040498,,,,,,Lentibulariaceae,,,,Utricularia sandersonii Oliv.,Carnivore
XX 0 FRIBG 20170367,,,,,,Colchicaceae,,,,Uvularia grandiflora Sm.,Géophytes
XX 0 G 19780110,,,,,,Colchicaceae,,,,Uvularia grandiflora Sm.,Système 4
XX 0 FRIBG 10000207,,,,,,Caryophyllaceae,,,16,Vaccaria hispanica (Mill.) Rauschert,Système 3
XX 0 FRIBG 20150320,,,,,,Ericaceae,,,,Vaccinium corymbosum L. 'Patriot',Système 2
CH 0 FRIBG 19820022,,,,,,Ericaceae,,,,Vaccinium macrocarpon Aiton,Zone humide
CH 0 FRIBG 20180422,,,,,,Ericaceae,,,,Vaccinium myrtillus L.,Système 2
XX 0 FRIBG 10003056,,,,,,Ericaceae,,,,Vaccinium myrtillus L.,Médicinal
XX 0 FRIBG 10003056,,,,,,Ericaceae,,,,Vaccinium myrtillus L.,Pl. protégées
XX 0 FRIBG 10002725,,,,,,Ericaceae,,,,Vaccinium uliginosum L.,Pl. protégées
XX 0 FRIBG 10003257,,,,,,Caprifoliaceae,,,,Valeriana alliariifolia Vahl,Système 1
CH 0 FRIBG 20100416,,,,,,Caprifoliaceae,,,,Valeriana montana L.,Alp. calcaire 3
CH 0 FRIBG 20140479,,,,,,Caprifoliaceae,,,,Valeriana montana L.,Alp. calcaire 5
XX 0 FRIBG 10002429,,,,,,Caprifoliaceae,,,,Valeriana officinalis L.,Système 1
XX 0 FRIBG 10002726,,,,,,Caprifoliaceae,,,,Valeriana officinalis L.,Médicinal
CH 0 FRIBG 20080422,,,,,,Caprifoliaceae,,,,Valeriana saliunca All.,Pl. protégées
CH 0 FRIBG 20080422,,,,,,Caprifoliaceae,,,,Valeriana saliunca All.,Alp. calcaire 4
AT 0 FRIBG 20070027,,,,,,Caprifoliaceae,,,,Valeriana supina Ard.,Alp. calcaire 5
CH 0 FRIBG 20020686,,,,,,Caprifoliaceae,,,,Valeriana tripteris L.,Alp. calcaire 6
XX 0 FRIBG 10002431,,,,,,Caprifoliaceae,,,34,Valerianella locusta (L.) Laterr.,Système 1
XX 0 FRIBG 20160515,,,,,,Orchidaceae,,,,Vanda christensoniana (Haager) L.M.Gardiner,Serre 2
XX 0 FRIBG 20160515,,,,,,Orchidaceae,,,,Vanda christensoniana (Haager) L.M.Gardiner,Serre 4
XX 0 FRIBG 10000265,,,,,,Orchidaceae,,,,Vanda tricolor Lindl.,Serre 4
XX 0 FRIBG 10000264,,,,,,Orchidaceae,,,,Vanda tricolor Lindl.,Serre 2
XX 0 FRIBG 10000264,,,,,,Orchidaceae,,,,Vanda tricolor Lindl.,Serre 4
XX 0 FRIBG 10003632,,,,,,Orchidaceae,,,,Vanda tricolor Lindl.,Serre 4
XX 0 FRIBG 19910134,,,,,,Rubiaceae,,,,Vangueria esculenta S. Moore,Serre 5
XX 0 FRIBG 10000310,,,,,,Orchidaceae,,,,Vanilla planifolia Andrews,Serre 5
XX 0 FRIBG 20140418,,,,,,Orchidaceae,,,,Vanilla planifolia Andrews,Multiplication
XX 0 FRIBG 10002433,,,,,,Asparagaceae,,,,Veltheimia capensis (L.) DC.,Serre 1 S-Afr.
IT 0 FRIBG 20030860,,,,,,Melanthiaceae,,,,Veratrum album L. subsp. album,Alp. calcaire 4
CH 0 FRIBG 19990298,,,,,,Melanthiaceae,,,,Veratrum album subsp. lobelianum (Bernh.) Arcang.,Alp. calcaire 3
CH 0 FRIBG 20100408,,,,,,Melanthiaceae,,,,Veratrum album subsp. lobelianum (Bernh.) Arcang.,Système 4
XX 0 FRIBG 10002434,,,,,,Melanthiaceae,,,,Veratrum nigrum L.,Système 4
FR 0 FRIBG 20140373,Schöpfer Josef 2014,,,,,Scrophulariaceae,,,23 s,Verbascum blattaria L.,Système 1
XX 0 FRIBG 10002435,,,,Châssis,,Scrophulariaceae,,,23 s,Verbascum bombyciferum Boiss.,Système 1
,,,,,,Scrophulariaceae,,,23 s,Verbascum densiflorum Bertol.,Médicinal
XX 0 FRIBG 10002437,"Pater Schmid Alois, 1993",,,,,Scrophulariaceae,,,,Verbascum lychnitis L.,Système 1
XX 0 FRIBG 10002439,Sciboz J.,,,,,Scrophulariaceae,,,,Verbascum nigrum L.,Système 1
RO 0 BERN 1980/93,,,,,,Scrophulariaceae,,,23 s,Verbascum phoeniceum L.,Système 1
DE 0 HAL 1315161,,,,,,Scrophulariaceae,,,23 s,Verbascum thapsus L. s.l.,Système 1
XX 0 FRIBG 10002444,,,,,,Verbenaceae,,,02 s,Verbena bonariensis L.,Système 1
XX 0 FRIBG 10002445,,,,,,Verbenaceae,,,13 s,Verbena canadensis (L.) Britten,Système 1
XX 0 FRIBG 10002447,,,,,,Verbenaceae,,,18,Verbena officinalis L.,Système 1
XX 0 FRIBG 10002448,,,,,,Verbenaceae,,,13 s,Verbena rigida Spreng.,Système 1
XX 0 FRIBG 10002449,"Bollinger Susanne, 2005",,,,,Asteraceae,,,,Vernonia noveboracencis (L.) Michx.,Système 1
CH 0 FRIBG 20140286,,,,,,Plantaginaceae,,,,Veronica aphylla L.,Alp. calcaire 3
CH 0 FRIBG 20160635,,,,,,Plantaginaceae,,,,Veronica aphylla L.,Alp. calcaire 4
XX 0 FRIBG 19870199,"Mölders Wolfgang, 1990",,,,,Plantaginaceae,,,,Veronica beccabunga L.,Pl. aquatiques
XX 0 FRIBG 10002451,,,,,,Plantaginaceae,,,,Veronica chamaedrys L.,Système 1
XX 0 FRIBG 10002452,,,,,,Plantaginaceae,,,,Veronica filiformis Smith.,Système 1
XX 0 FRIBG 10002453,,,,,,Plantaginaceae,,,,Veronica fruticans Jacq.,Alp. calcaire 3
CH 0 STGAL 20449,,,,,,Plantaginaceae,,,,Veronica fruticans Jacq.,Alp. calcaire 5
CH 0 FRIBG 20170507,Sciboz J.,,,,,Plantaginaceae,,,,Veronica fruticulosa L.,Système 1
CH 0 FRIBG 20040628,,,,,,Plantaginaceae,,,,Veronica fruticulosa L.,Alp. calcaire 5
CH 0 FRIBG 20050490,,,,,,Plantaginaceae,,,,Veronica fruticulosa L.,Bacs tuf
XX 0 FRIBG 10002946,,,,,,Plantaginaceae,,,,Veronica gentianoides Vahl,Système 1
RU 0 FRIBG 20040364,,,,,,Plantaginaceae,,,,Veronica gentianoides Vahl,Rocaille 2
XX 0 FRIBG 10002454,,,,,,Plantaginaceae,,,,Veronica kellerei Degen et Urum.,Pl. médit.
CH 0 FRIBG 20050003,,,,,,Plantaginaceae,,,,Veronica officinalis L.,Alp. siliceux
XX 0 FRIBG 19870177,,,,,,Plantaginaceae,,,,Veronica officinalis L.,Alp. siliceux
XX 0 FRIBG 19870367,"Mölders Wolfgang, 1990",,,,,Plantaginaceae,,,,Veronica officinalis L.,Système 1
,,,,,,Plantaginaceae,,,,Veronica peregrina L.,Système 1
XX 0 FRIBG 10002947,,,,,,Plantaginaceae,,,,Veronica prostrata L. subsp. prostrata,Système 1
IT 0 FRIBG 20000349,,,,,,Plantaginaceae,,,,Veronica prostrata L. subsp. prostrata,Steppe val.
XX 0 FRIBG 10002456,,,,,,Plantaginaceae,,,,Veronica serpyllifolia L. subsp. serpyllifolia,Système 1
XX 0 FRIBG 20010042,"Clément Benoit, 2002",,,,,Plantaginaceae,,,,Veronica spicata subsp. incana (L.) Walters,Rocaille 1
XX 0 FRIBG 10002949,,,,,,Plantaginaceae,,,,Veronica teucrium L.,Système 1
XX 0 FRIBG 19980510,,,,,,Plantaginaceae,,,,Veronica teucrium L.,Place du tilleul
XX 0 FRIBG 20050476,,,,,,Plantaginaceae,,,,Veronica teucrium L.,Alp. calcaire 2
XX 0 BERN 2005/281 GP,,,,,,Plantaginaceae,,,,Veronica topiaria (L.B.Moore) Garn.-Jones,Système 1
CH 0 FRIBG 20040222,,,,,,Plantaginaceae,,,,Veronica urticifolia Jacq.,Alp. calcaire 2
XX 0 FRIBG 19970534,,,,,,Poaceae,,,,Vetiveria zizanioides (L.) Nash,Serre 5
XX 0 BHU 1978-42,,,,,,Adoxaceae,,,,Viburnum dilatatum Thunb.,Système 1
XX 0 FRIBG 20150408,,,,,,Adoxaceae,,,,Viburnum farreri Stearn,Système 1
XX 0 FRIBG 20150327,,,,,,Adoxaceae,,,,Viburnum lantana L.,Système 1
CH 0 FRIBG 20040409,,,,,,Adoxaceae,,,,Viburnum opulus L.,Zone humide
XX 0 FRIBG 10002460,,,,,,Adoxaceae,,,,Viburnum plicatum Thunb. fo. tomentosum Miq.,Microscopie
XX 0 FRIBG 10002729,,,,,,Adoxaceae,,,,Viburnum plicatum Thunb. fo. tomentosum Miq.,Entrée AMI
FR 0 FRIBG 19910796,,,,,,Adoxaceae,,,,Viburnum tinus L.,Pl. médit.
XX 0 FRIBG 10002462,,,,,,Fabaceae,,,,Vicia cracca L. s.l.,Système 2
XX 0 FRIBG 10000210,,,,,,Fabaceae,,,14,Vicia ervilia (L.) Willd.,Système 2
XX 0 FRIBG 10002463,,,,,,Fabaceae,,,14,Vicia faba L. var. faba,Système 2
XX 0 FRIBG 10002464,,,,,,Fabaceae,,,14,Vicia hirsuta (L.) Gray,Système 2
XX 0 FRIBG 10002466,,,,,,Fabaceae,,,,Vicia orobus DC.,Système 2
XX 0 FRIBG 10002467,,,,,,Fabaceae,,,14,Vicia pannonica Crantz,Système 2
XX 0 MJG 19-63970,par un taxonomiste selon JB Mainz,,,,,Fabaceae,,,14,Vicia sativa L. s.l.,Système 2
XX 0 FRIBG 10002469,,,,,,Fabaceae,,,,Vicia sepium L.,Système 2
CH 0 FRIBG 20090424,,,,,,Fabaceae,,,,Vicia sylvatica L.,Alp. calcaire 4
XX 0 FRIBG 10000212,,,,,,Fabaceae,,,14,Vicia villosa Roth subsp. villosa,Système 2
XX 0 FRIBG 20060634,,,,,,Fabaceae,,,18 s,Vigna angularis (Willd.) Ohwi et Ohashi var. angularis,Système 2
XX 0 FRIBG 10002472,,,,,,Fabaceae,,,18 s,Vigna radiata (L.) R. Wilczek var. radiata,Système 2
XX 0 STGAL 43/1984,,Semis,,,,Fabaceae,,,18 g,Vigna unguiculata subsp. sesquipedalis (L.) Verdc.,Couches
XX 0 FRIBG 19910691,,Semis,,,,Phytolaccaceae,,,05 g,Villamilla peruviana Hook. f.,Serre 5
XX 0 FRIBG 10002473,,,,,,Apocynaceae,,,,Vinca major L.,Système 1
XX 0 FRIBG 10002474,,,,,,Apocynaceae,,,,Vinca minor L.,Système 1
XX 0 FRIBG 10002474,,,,,,Apocynaceae,,,,Vinca minor L.,Médicinal
XX 0 FRIBG 10002475,,,,,,Apocynaceae,,,,Vincetoxicum hirundinaria Medik.,Système 1
CH 0 FRIBG 20050501,,,,,,Apocynaceae,,,,Vincetoxicum hirundinaria Medik.,Alp. calcaire 3
XX 0 FRIBG 10002476,,,,,,Violaceae,,,,Viola arborescens L.,Pl. médit.
CH 0 FRIBG 20030979,,,,,,Violaceae,,,,Viola biflora L.,Alp. calcaire 2
,,,,,,Violaceae,,,29 s,Viola cornuta L.,Système 2
CH 0 FRIBG 19970480,05/06/1997,,,,,Violaceae,,,,Viola elatior Fr.,Alp. calcaire 2
FI 0 FRIBG 20070073,,,,,,Violaceae,,,,Viola mirabilis L.,Alp. calcaire 3
CH 0 FRIBG 20150342,,,,,,Violaceae,,,,Viola odorata L.,Système 2
CH 0 FRIBG 20160371,,,,,,Violaceae,,,,Viola persicifolia auct.,Pl. protégées
PAYS INCONNU 0 G 19785365,,,,,,Violaceae,,,,Viola pinnata L.,Alp. calcaire 1
CH 0 FRIBG 20030890,,,,,,Violaceae,,,,Viola pumila Chaix,Alp. calcaire 2
XX 0 GZU YY 220047,,,,,,Violaceae,,,,Viola reichenbachiana Boreau,Système 2
CH 0 FRIBG 20040488,,,,,,Violaceae,,,,Viola riviniana Rchb.,Alp. calcaire 2
XX 0 TAL 201440507,,,,,,Violaceae,,,29 s,Viola tricolor L.,Médicinal
XX 0 FRIBG 10002484,,,,,,Santalaceae,,,,Viscum album L. subsp. album,Médicinal
,,,,,,Santalaceae,,,,Viscum album L. subsp. album,Arboretum
GR 0 FRIBG 20000297,,,,Feuilles,,Lamiaceae,,,,Vitex agnus-castus L.,Mur
XX 0 FRIBG 10000213,,,,,,Lamiaceae,,,,Vitex negundo L. s.l.,Cour
XX 0 FRIBG 10000213,,,,,,Lamiaceae,,,,Vitex negundo L. s.l.,Système 1
XX 0 FRIBG 20031223,,,,,,Vitaceae,,,,Vitis 'Gros Framboisé' ou 'Isabelle' ou 'Uva americana',Mur
XX 0 FRIBG 10002490,,,,,,Vitaceae,,,,Vitis 'Muscat de la Birse',Mur
XX 0 FRIBG 10002486,,,,,,Vitaceae,,,,Vitis labrusca L.,Système 2
XX 0 FRIBG 10002489,,,,,,Vitaceae,,,,Vitis Raisin blanc ?,Mur
IT 0 P 2013g090,,,,,,Vitaceae,,,,Vitis vinifera L. subsp. vinifera,Système 2
XX 0 FRIBG 20190245,,,,,,Vitaceae,,,,Vitis vinifera L. subsp. vinifera,Système 2
XX 0 FRIBG 10002488,,,,,,Vitaceae,,,,Vitis vinifera L. subsp. vinifera 'Pinot noir',Mur
XX 0 FRIBG 10002487,,,,,,Vitaceae,,,,Vitis vulpina L.,Système 2
XX 0 FRIBG 10000446,,,,,,Bromeliaceae,,,,Vriesea carinata Wawra,Serre 4
XX 0 FRIBG 10000446,,,,,,Bromeliaceae,,,,Vriesea carinata Wawra,Serre 2
XX 0 FRIBG 10000447,,,,,,Bromeliaceae,,,,Vriesea incurvata Gaudich.,Serre 2
XX 0 FRIBG 10002491,,,,,,Poaceae,,,20,Vulpia myuros (L.) C.C. Gmel.,Système 4
