;ipen;determination;multiplication;hivernage;protectionHiv1;protectionHiv2;taxonFamille1;taxonControle;taxonBiblio;periodeDeSemis;idTaxon;secteur;matched_name;fuzzy_match_score;Inventaire FRIBG;is_approximate_match;is_synonym;nomenclature_code;score;search_string;taxon.flags;taxon.is_suppressed;taxon.is_suppressed_from_synth;taxon.name;taxon.ott_id;taxon.rank;taxon.source;taxon.synonyms;taxon.tax_sources;taxon.unique_name;_merge;ott_id;organism_otol_kingdom;organism_otol_phylum;organism_otol_class;organism_otol_order;organism_otol_family;organism_otol_genus;organism_otol_species;organism_otol_unique_name;organism_otol_kingdom_ott_id_ott_id;organism_otol_phylum_ott_id;organism_otol_class_ott_id;organism_otol_order_ott_id;organism_otol_family_ott_id;organism_otol_genus_ott_id;organism_otol_species_ott_id;flags;rank;names_pipe_separated;wikidataId;wd_taxa_qid
;XX 0 FRIBG 20180477;;;;;;Lauraceae;;;;Persea americana Mill.;Serre 5;Persea americana;95;persea americana;False;False;ICN;1;persea americana;[];False;False;Persea americana;913249;species;ott3.3draft1;['Laurus persea', 'Persea americana angustifolia', 'Persea americana drymifolia', 'Persea americana floccosa', 'Persea americana guatemalensis', 'Persea americana leiogyna', 'Persea americana nubigena', 'Persea americana steyermarkii', 'Persea americana tolimanensis', 'Persea americana zentmyeri', 'Persea americanum', 'Persea drymifolia', 'Persea edulis', 'Persea floccosa', 'Persea gigantea', 'Persea gratissima', 'Persea gratissima drymifolia', 'Persea gratissima macrophylla', 'Persea gratissima oblonga', 'Persea gratissima praecox', 'Persea leiogyna', 'Persea macrocarpa', 'Persea nubigena', 'Persea nubigena guatemalensis', 'Persea paucitriplinervia', 'Persea persea', 'Persea praecox', 'Persea steyermarkii', 'Persea tolimanensis', 'Persea zentmyeri'];['ncbi:3435', 'gbif:3034046', 'irmng:11326304'];Persea americana;both;913249;Archaeplastida;Streptophyta;Magnoliopsida;Laurales;Lauraceae;Persea;;Persea americana;5268475;916750;99252;913244;913246;1081446;;[];species;Persea americana;http://www.wikidata.org/entity/Q37153;Q37153
;XX 0 FRIBG 20200361;;;;;;Polygonaceae;;;;Persicaria odorata (Lour.) SojÃÂ¡k;Serre 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;XX 0 FRIBG 20150397;;;;;;Solanaceae;;;05 g;Physalis peruviana L.;Serre 5;Physalis peruviana;95;physalis peruviana;False;False;ICN;1;physalis peruviana;[];False;False;Physalis peruviana;950227;species;ott3.3draft1;['Alkekengi pubescens', 'Boberella peruviana', 'Herschelia edulis', 'Physalis barbadensis', 'Physalis bulbosa', 'Physalis chenopodifolia', 'Physalis edulis', 'Physalis esculenta', 'Physalis incana', 'Physalis latifolia', 'Physalis peruviana esculenta', 'Physalis peruviana latifolia', 'Physalis puberula', 'Physalis pubescens', 'Physalis tomentosa', 'Physalis tuberosa'];['ncbi:126903', 'gbif:5341784', 'irmng:10207096'];Physalis peruviana;both;950227;Archaeplastida;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Physalis;;Physalis peruviana;5268475;916750;99252;1050255;473827;392144;;[];species;Physalis peruviana;http://www.wikidata.org/entity/Q165227;Q165227
;XX 0 FRIBG 10000304;;;;;;Myrtaceae;;;;Pimenta dioica Merr.;Serre 5;Pimenta dioica;95;pimenta dioica;False;False;ICN;1;pimenta dioica;[];False;False;Pimenta dioica;1011084;species;ott3.3draft1;['Caryophyllus pimenta', 'Eugenia micrantha', 'Eugenia pimenta', 'Eugenia pimenta longifolia', 'Eugenia pimenta ovalifolia', 'Eugenia tabasco', 'Evanesca crassifolia', 'Myrtus aromatica', 'Myrtus dioica', 'Myrtus pimenta', 'Myrtus pimenta brevifolia', 'Myrtus pimenta longifolia', 'Myrtus piperita', 'Myrtus tabasco', 'Pimenta aromatica', 'Pimenta communis', 'Pimenta dioica tabasco', 'Pimenta officinalis', 'Pimenta officinalis cumanensis', 'Pimenta officinalis longifolia', 'Pimenta officinalis ovalifolia', 'Pimenta officinalis tabasco', 'Pimenta pimenta', 'Pimenta tabasco', 'Pimenta vulgaris', 'Pimentus aromatica', 'Pimentus geminata', 'Pimentus vera'];['ncbi:375272', 'gbif:3186061'];Pimenta dioica;both;1011084;Archaeplastida;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Pimenta;;Pimenta dioica;5268475;916750;99252;648898;1015492;9540;;[];species;Pimenta dioica;http://www.wikidata.org/entity/Q158468;Q158468
;XX 0 FRIBG 19520001;;;;;;Piperaceae;;;;Piper betle L.;Serre 5;Piper betle;95;piper betle;False;False;ICN;1;piper betle;[];False;False;Piper betle;588609;species;ott3.3draft1;['Artanthe hexagyna', 'Betela mastica', 'Chavica auriculata', 'Chavica betle', 'Chavica blumei', 'Chavica chawya', 'Chavica chuvya', 'Chavica densa', 'Chavica siriboa', 'Cubeba melamiri', 'Cubeba seriboa', 'Macropiper potamogetonifolium', 'Piper anisodorum', 'Piper bathicarpum', 'Piper betel', 'Piper betle densum', 'Piper betle fenixii', 'Piper betle macgregorii', 'Piper betle mariannum', 'Piper betle marianum', 'Piper betle siriboa', 'Piper bidentatum', 'Piper blumei', 'Piper carnistilum', 'Piper chawya', 'Piper chuvya', 'Piper densum', 'Piper fenixii', 'Piper macgregorii', 'Piper malamiris', 'Piper malarayatense', 'Piper marianum', 'Piper philippinense', 'Piper pinguispicum', 'Piper potamogetonifolium', 'Piper puberulinodum', 'Piper rubroglandulosum', 'Piper saururus', 'Piper siriboa', 'Piperi betlum'];['ncbi:13217', 'gbif:4185172', 'gbif:4187904', 'irmng:10212694'];Piper betle;both;588609;Archaeplastida;Streptophyta;Magnoliopsida;Piperales;Piperaceae;Piper;;Piper betle;5268475;916750;99252;1022514;1022519;283089;;[];species;Piper betle;http://www.wikidata.org/entity/Q159532;Q159532
;XX 0 FRIBG 20090249;;;;;;Piperaceae;;;;Piper longum L.;Serre 5;Piper longum;95;piper longum;False;False;ICN;1;piper longum;[];False;False;Piper longum;97780;species;ott3.3draft1;['Chavica longa', 'Chavica roxburghii', 'Chavica sarmentosa', 'Piper latifolium', 'Piper roxburghii', 'Piper sarmentosum', 'Piper turbinatum'];['ncbi:49511', 'gbif:3086338', 'irmng:11179999'];Piper longum;both;97780;Archaeplastida;Streptophyta;Magnoliopsida;Piperales;Piperaceae;Piper;;Piper longum;5268475;916750;99252;1022514;1022519;283089;;[];species;Piper longum;http://www.wikidata.org/entity/Q685336;Q685336
;XX 0 FRIBG 20140217;;;;;;Piperaceae;;;;Piper retrofractum Vahl;Serre 5;Piper retrofractum;95;piper retrofractum;False;False;ICN;1;piper retrofractum;[];False;False;Piper retrofractum;505281;species;ott3.3draft1;['Chavica celtidiformis', 'Chavica chaba', 'Chavica hainana', 'Chavica labillardieri', 'Chavica maritima', 'Chavica officinarum', 'Chavica parvifolia', 'Chavica peepuloides', 'Chavica retrofracta', 'Cubeba chaba', 'Piper arnottianum', 'Piper callosum', 'Piper chaba', 'Piper longum', 'Piper maritimum', 'Piper officinarum', 'Piper palawanum', 'Piper parvifolium', 'Steffensia carpunya'];['ncbi:130414', 'gbif:3086342', 'gbif:8220527', 'irmng:10212696'];Piper retrofractum;both;505281;Archaeplastida;Streptophyta;Magnoliopsida;Piperales;Piperaceae;Piper;;Piper retrofractum;5268475;916750;99252;1022514;1022519;283089;;[];species;Piper retrofractum;http://www.wikidata.org/entity/Q7504329;Q7504329
;XX 0 FRIBG 20200366;;;;;;Piperaceae;;;;Piper sarmentosum Roxb.;Serre 5;Piper betle;86;piper betle;False;False;ICN;1;piper betle;[];False;False;Piper betle;588609;species;ott3.3draft1;['Artanthe hexagyna', 'Betela mastica', 'Chavica auriculata', 'Chavica betle', 'Chavica blumei', 'Chavica chawya', 'Chavica chuvya', 'Chavica densa', 'Chavica siriboa', 'Cubeba melamiri', 'Cubeba seriboa', 'Macropiper potamogetonifolium', 'Piper anisodorum', 'Piper bathicarpum', 'Piper betel', 'Piper betle densum', 'Piper betle fenixii', 'Piper betle macgregorii', 'Piper betle mariannum', 'Piper betle marianum', 'Piper betle siriboa', 'Piper bidentatum', 'Piper blumei', 'Piper carnistilum', 'Piper chawya', 'Piper chuvya', 'Piper densum', 'Piper fenixii', 'Piper macgregorii', 'Piper malamiris', 'Piper malarayatense', 'Piper marianum', 'Piper philippinense', 'Piper pinguispicum', 'Piper potamogetonifolium', 'Piper puberulinodum', 'Piper rubroglandulosum', 'Piper saururus', 'Piper siriboa', 'Piperi betlum'];['ncbi:13217', 'gbif:4185172', 'gbif:4187904', 'irmng:10212694'];Piper betle;both;588609;Archaeplastida;Streptophyta;Magnoliopsida;Piperales;Piperaceae;Piper;;Piper betle;5268475;916750;99252;1022514;1022519;283089;;[];species;Piper betle;http://www.wikidata.org/entity/Q159532;Q159532
;XX 0 FRIBG 20100507;;Bouture;;;;Lamiaceae;;;;Plectranthus amboinicus (Lour.) Spreng.;Serre 5;Plectranthus amboinicus;90;plectranthus amboinicus;False;False;ICN;1;plectranthus amboinicus;[];False;False;Plectranthus amboinicus;802926;species;ott3.3draft1;['Coleus amboinicus', 'Coleus amboinicus violaceus', 'Coleus aromaticus', 'Coleus carnosus', 'Coleus crassifolius', 'Coleus subfrutectosus', 'Coleus suborbicularis', 'Coleus suganda', 'Coleus vaalae', 'Majana amboinica', 'Majana carnosa', 'Majana suganda', 'Ocimum vaalae'];['ncbi:204180', 'gbif:5341313', 'irmng:10207989'];Plectranthus amboinicus;both;802926;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Plectranthus;;Plectranthus amboinicus;5268475;916750;99252;23736;544714;82482;;[];species;Plectranthus amboinicus;http://www.wikidata.org/entity/Q2359202;Q2359202
;XX 0 FRIBG 20170342;;;;;;Lamiaceae;;;;Plectranthus amboinicus (Lour.) Spreng. 'Variegatus';Serre 5;Plectranthus amboinicus;90;plectranthus amboinicus;False;False;ICN;1;plectranthus amboinicus;[];False;False;Plectranthus amboinicus;802926;species;ott3.3draft1;['Coleus amboinicus', 'Coleus amboinicus violaceus', 'Coleus aromaticus', 'Coleus carnosus', 'Coleus crassifolius', 'Coleus subfrutectosus', 'Coleus suborbicularis', 'Coleus suganda', 'Coleus vaalae', 'Majana amboinica', 'Majana carnosa', 'Majana suganda', 'Ocimum vaalae'];['ncbi:204180', 'gbif:5341313', 'irmng:10207989'];Plectranthus amboinicus;both;802926;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Plectranthus;;Plectranthus amboinicus;5268475;916750;99252;23736;544714;82482;;[];species;Plectranthus amboinicus;http://www.wikidata.org/entity/Q2359202;Q2359202
;XX 0 FRIBG 2017344;;;;;;Lamiaceae;;;;Plectranthus sp.;Serre 5;Plectranthus;95;plectranthus.;True;False;ICN;0.916666687;plectranthus.;['sibling_higher'];False;False;Plectranthus;82482;genus;ott3.3draft1;['Ascocarydion', 'Briquetastrum', 'Burnatastrum', 'Calchas', 'Capitanya', 'Coleus', 'Dielsia', 'Englerastrum', 'Germanea', 'Holostylon', 'Isodictyophorus', 'Leocus', 'Majana', 'Neohyptis', 'Neomuellera', 'Perrierastrum', 'Rabdosiella', 'Skapanthus', 'Solenostemon', 'Symphostemon'];['ncbi:41227', 'gbif:2926635', 'irmng:1323078', 'irmng:1077544'];Plectranthus;both;82482;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;;;Plectranthus;5268475;916750;99252;23736;544714;;;['sibling_higher'];genus;Plectranthus;http://www.wikidata.org/entity/Q1862564;Q1862564
;XX 0 FRIBG 20140360;;;;;;Apocynaceae;;;;Plumeria rubra L. s.l.;Serre 5;Plumeria rubra;90;plumeria rubra;False;False;ICN;1;plumeria rubra;[];False;False;Plumeria rubra;590760;species;ott3.3draft1;['Plumeria acuminata', 'Plumeria acutifolia', 'Plumeria acutifolia gasparrinii', 'Plumeria angustifolia', 'Plumeria arborea', 'Plumeria arborescens', 'Plumeria aurantia', 'Plumeria aurantiaca', 'Plumeria bicolor', 'Plumeria blandfordiana', 'Plumeria carinata', 'Plumeria conspicua', 'Plumeria gouanii', 'Plumeria incarnata', 'Plumeria incarnata milleri', 'Plumeria jamesonii', 'Plumeria kerrii', 'Plumeria kunthiana', 'Plumeria lambertiana', 'Plumeria loranthifolia', 'Plumeria lutea', 'Plumeria macrophylla', 'Plumeria megaphylla', 'Plumeria mexicana', 'Plumeria milleri', 'Plumeria mollis', 'Plumeria northiana', 'Plumeria purpurea', 'Plumeria rubra acuminata', 'Plumeria rubra acutifolia', 'Plumeria rubra lutea', 'Plumeria rubra tricolor', 'Plumeria tenorii', 'Plumeria tenuifolia', 'Plumeria tricolor'];['ncbi:62097', 'gbif:3169674', 'irmng:10808063'];Plumeria rubra;both;590760;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Plumeria;;Plumeria rubra;5268475;916750;99252;524062;524059;901015;;[];species;Plumeria rubra;http://www.wikidata.org/entity/Q1097328;Q1097328
;XX 0 FRIBG 19920652;;;;;;Lamiaceae;;;05 g;Pogostemon cablin (Blanco) Benth.;Serre 5;Pogostemon cablin;90;pogostemon cablin;False;False;ICN;1;pogostemon cablin;[];False;False;Pogostemon cablin;595162;species;ott3.3draft1;['Mentha cablin', 'Pogostemon battakianus', 'Pogostemon comosus', 'Pogostemon heyneanus patchouly', 'Pogostemon javanicus', 'Pogostemon mollis', 'Pogostemon patchouly', 'Pogostemon suavis', 'Pogostemon tomentosus'];['ncbi:28511', 'gbif:2926672', 'irmng:10201954'];Pogostemon cablin;both;595162;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Pogostemon;;Pogostemon cablin;5268475;916750;99252;23736;544714;732636;;[];species;Pogostemon cablin;http://www.wikidata.org/entity/Q257757;Q257757
;XX 0 FRIBG 19930431;;;;;;Myrtaceae;;;;Psidium cattleianum Sabine;Serre 5;Psidium cattleianum;95;psidium cattleianum;False;True;ICN;1;psidium cattleianum;[];False;False;Psidium cattleyanum;807037;species;ott3.3draft1;['Psidium cattleianum'];['ncbi:375274'];Psidium cattleyanum;both;807037;Archaeplastida;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Psidium;;Psidium cattleyanum;5268475;916750;99252;648898;1015492;863704;;[];species;Psidium cattleyanum;http://www.wikidata.org/entity/Q17813563;Q17813563
;XX 0 FRIBG 19900978;;Semis;;;;Rubiaceae;;;05 g;Psychotria bacteriophila Valet.;Serre 5;Psychotria bacteriophila;95;psychotria bacteriophila;False;False;ICN;1;psychotria bacteriophila;[];False;False;Psychotria bacteriophila;296267;species;ott3.3draft1;[];['ncbi:29800'];Psychotria bacteriophila;both;296267;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Psychotria;;Psychotria bacteriophila;5268475;916750;99252;524062;1014022;147214;;[];species;;;
;XX 0 LZ 23-2009;;;;;;Simaroubaceae;;;;Quassia amara L.;Serre 5;Quassia amara;95;quassia amara;False;False;ICN;1;quassia amara;[];False;False;Quassia amara;708243;species;ott3.3draft1;['Quassia alatifolia', 'Quassia amara amara', 'Quassia amara grandiflora', 'Quassia amara paniculata', 'Quassia crocea', 'Quassia officinalis'];['ncbi:43725', 'gbif:3190647', 'irmng:11122393'];Quassia amara;both;708243;Archaeplastida;Streptophyta;Magnoliopsida;Sapindales;Simaroubaceae;Quassia;;Quassia amara;5268475;916750;99252;229288;552019;708246;;[];species;Quassia amara;http://www.wikidata.org/entity/Q135389;Q135389
;ES 0 MALAG 46-11;;;;;;Combretaceae;;;;Quisqualis indica L.;Serre 5;Canna indica;86;canna indica;False;False;ICN;1;canna indica;[];False;False;Canna indica;156276;species;ott3.3draft1;['Canna achiras', 'Canna altensteinii', 'Canna amabilis', 'Canna ascendens', 'Canna atronigricans', 'Canna aurantiaca', 'Canna aurantiaca splendida', 'Canna aureovittata', 'Canna barbadica', 'Canna bidentata', 'Canna bifida', 'Canna brasiliensis', 'Canna caledonis-peltata', 'Canna carnea', 'Canna cearensis', 'Canna cinnabarina', 'Canna coccinea', 'Canna coccinea bicolor', 'Canna coccinea concolor', 'Canna coccinea flaviflora', 'Canna coccinea floribunda', 'Canna coccinea limbata', 'Canna commutata', 'Canna compacta', 'Canna concinna', 'Canna crocea', 'Canna densifolia', 'Canna denudata grandis', 'Canna discolor', 'Canna discolor rubripunctata', 'Canna discolor viridifolia', 'Canna edulis', 'Canna ehrenbergii', 'Canna ellipticifolia coccinea', 'Canna ellipticifolia lutea', 'Canna ellipticifolia patens', 'Canna ellipticifolia rubra', 'Canna esculenta publ', 'Canna exigua', 'Canna eximia', 'Canna expansa', 'Canna flavescens', 'Canna floribunda', 'Canna formosa', 'Canna fuchsina', 'Canna fulgida', 'Canna gaboniensis', 'Canna heliconiifolia', 'Canna heliconiifolia xalapensis', 'Canna houlletii', 'Canna humilis', 'Canna indica coccinea', 'Canna indica edwardsii', 'Canna indica flava', 'Canna indica karsteniana', 'Canna indica limbata', 'Canna indica lutea', 'Canna indica maculata', 'Canna indica nepalensis', 'Canna indica orientalis', 'Canna indica patens', 'Canna indica rubra', 'Canna indica rubroaurantiaca', 'Canna indica sanctae-rosae', 'Canna indica saturaterubra', 'Canna indica speciosa', 'Canna indica variegata', 'Canna indica warszewiczii', 'Canna juncea', 'Canna laeta', 'Canna lagunensis', 'Canna lambertii', 'Canna lanuginosa', 'Canna lavallei', 'Canna leptochila', 'Canna liervalii', 'Canna limbata', 'Canna limbata hybrida', 'Canna lutea', 'Canna lutea aurantiaca', 'Canna lutea genuina', 'Canna lutea maculata', 'Canna lutea pallida', 'Canna macrophylla', 'Canna maculata', 'Canna maxima', 'Canna maxima publ', 'Canna montana', 'Canna moritziana', 'Canna musifolia', 'Canna musifolia sanguinea', 'Canna musifolia-edulis', 'Canna musifolia-hybrida', 'Canna nepalensis', 'Canna occidentalis', 'Canna orientalis', 'Canna orientalis flava', 'Canna orientalis flavescens', 'Canna pallida', 'Canna pallida maculata', 'Canna patens', 'Canna patens limbata', 'Canna pentaphylla', 'Canna peruviana', 'Canna peruviana-purpurea', 'Canna peruviana-robusta', 'Canna peruviana-spectabilis', 'Canna platyphylla', 'Canna plurituberosa', 'Canna poeppigii', 'Canna polyclada', 'Canna polymorpha', 'Canna porteana', 'Canna portoricensis', 'Canna pruinosa', 'Canna pulchra', 'Canna purpurea-spectabilis', 'Canna recurvata', 'Canna robusta', 'Canna rotundifolia', 'Canna rubricaulis', 'Canna sanctae-rosae', 'Canna sanguinea', 'Canna saturate-rubra', 'Canna schubertii', 'Canna seleriana', 'Canna sellowii', 'Canna speciosa', 'Canna spectabilis', 'Canna surinamensis', 'Canna tenuiflora', 'Canna texensis', 'Canna textoria', 'Canna van-houttei', 'Canna variegata', 'Canna variegatifolia', 'Canna ventricosa', 'Canna warszewiczii flameus', 'Canna xalapensis', 'Canna zebrina', 'Canna zebrina nana', 'Cannacorus indicus', 'Distemon brasiliensis', 'Xyphostylis lutea'];['ncbi:4628', 'gbif:8034409', 'irmng:10208100', 'irmng:10589873'];Canna indica;both;156276;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Cannaceae;Canna;;Canna indica;5268475;916750;99252;627015;156272;156274;;[];species;Canna indica;http://www.wikidata.org/entity/Q163559;Q163559
;XX 0 FRIBG 20110204;;;;;;Apocynaceae;;;05 g;Rauvolfia vomitoria Afzel.;Serre 5;Rauvolfia vomitoria;95;rauvolfia vomitoria;False;False;ICN;1;rauvolfia vomitoria;[];False;False;Rauvolfia vomitoria;669214;species;ott3.3draft1;['Rauvolfia congolana', 'Rauvolfia dichotoma', 'Rauvolfia pleiosiadica', 'Rauvolfia senegambiae', 'Rauvolfia stuhlmannii'];['ncbi:403115', 'gbif:3169770', 'irmng:10222732'];Rauvolfia vomitoria;both;669214;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Rauvolfia;;Rauvolfia vomitoria;5268475;916750;99252;524062;524059;524091;;[];species;Rauvolfia vomitoria;http://www.wikidata.org/entity/Q5225969;Q5225969
;XX 0 FRIBG 19920215;;Semis;;;;Phytolaccaceae;;;05 g;Rivina humilis var. glabra L.;Serre 5;Rivina humilis;90;rivina humilis;False;False;ICN;1;rivina humilis;[];False;False;Rivina humilis;740446;species;ott3.3draft1;['Phytolacca latbenia', 'Piercea acuminata', 'Piercea glabra', 'Piercea obliquata', 'Piercea tomentosa', 'Rivina aurantiaca', 'Rivina brasiliensis', 'Rivina canescens', 'Rivina glabrata', 'Rivina gracilis', 'Rivina herbacea', 'Rivina humilis bracteata', 'Rivina humilis canescens', 'Rivina humilis glabra', 'Rivina humilis laevis', 'Rivina humilis orientalis', 'Rivina humilis plumbaginifolia', 'Rivina humilis puberula', 'Rivina laevis', 'Rivina laevis acuminata', 'Rivina laevis pubescens', 'Rivina lanceolata', 'Rivina latbenia', 'Rivina mexicana', 'Rivina obliquata', 'Rivina orientalis', 'Rivina pallida', 'Rivina paraguayensis', 'Rivina plumbaginifolia', 'Rivina portulaccoides', 'Rivina procumbens', 'Rivina puberula', 'Rivina purpurascens', 'Rivina tetrandra', 'Rivina tinctaria', 'Rivina tinctoria', 'Rivina vernalis', 'Rivina viridiflora', 'Rivina viridis', 'Rivinia humilis', 'Solanoides laevis', 'Solanoides pubescens', 'Solanoides undulata', 'Tithonia humilis', 'Tithonia humilis albiflora', 'Tithonia humilis glabra', 'Tithonia humilis humilis', 'Tithonia humilis purpurascens'];['ncbi:3533', 'worms:418676', 'gbif:3084027', 'irmng:10194853'];Rivina humilis;both;740446;Archaeplastida;Streptophyta;Magnoliopsida;Caryophyllales;Petiveriaceae;Rivina;;Rivina humilis;5268475;916750;99252;216628;353468;740450;;[];species;Rivina humilis;http://www.wikidata.org/entity/Q886492;Q886492
;XX 0 FRIBG 20170481;;;;;;Acanthaceae;;;;Rungia klossii S.Moore;Serre 5;Rungia klossii;90;rungia klossii;False;False;ICN;1;rungia klossii;[];False;False;Rungia klossii;983569;species;ott3.3draft1;[];['ncbi:141331', 'gbif:3780376'];Rungia klossii;both;983569;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Acanthaceae;Rungia;;Rungia klossii;5268475;916750;99252;23736;504642;1066223;;[];species;;;
;XX 0 FRIBG 19980536;;;;;;Poaceae;;;;Saccharum officinarum L.;Serre 5;Saccharum officinarum;95;saccharum officinarum;False;False;ICN;1;saccharum officinarum;[];False;False;Saccharum officinarum;1079465;species;ott3.3draft1;['Arundo saccharifera oppr', 'Saccharum atrorubens', 'Saccharum bataviense', 'Saccharum fragile', 'Saccharum glabrum', 'Saccharum hybridum', 'Saccharum infirmum', 'Saccharum luzonicum', 'Saccharum maddenii', 'Saccharum monandrum', 'Saccharum obscurum', 'Saccharum occidentale', 'Saccharum officinale', 'Saccharum officinarum atrorubens', 'Saccharum officinarum brevipedicellatum', 'Saccharum officinarum fragile', 'Saccharum officinarum fragile-variegatum', 'Saccharum officinarum genuinum', 'Saccharum officinarum giganteum', 'Saccharum officinarum glabrum', 'Saccharum officinarum jamaicense', 'Saccharum officinarum litteratum', 'Saccharum officinarum litteratum-breve', 'Saccharum officinarum luridum', 'Saccharum officinarum luteum-durum', 'Saccharum officinarum luzonicum', 'Saccharum officinarum obscurum', 'Saccharum officinarum oceanica', 'Saccharum officinarum oceanicum', 'Saccharum officinarum otaheitensa', 'Saccharum officinarum otaheitense', 'Saccharum officinarum purpureum', 'Saccharum officinarum rubicundum', 'Saccharum officinarum rubrum-altum', 'Saccharum officinarum rubrum-humile', 'Saccharum officinarum tahitense', 'Saccharum officinarum variegatum', 'Saccharum officinarum violaceum', 'Saccharum rubicundum', 'Saccharum spontaneum luzonicum', 'Saccharum violaceum'];['ncbi:4547', 'gbif:2703912', 'irmng:11009492'];Saccharum officinarum;both;1079465;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Poaceae;Saccharum;;Saccharum officinarum;5268475;916750;99252;921871;508090;1079469;;[];species;Saccharum officinarum;http://www.wikidata.org/entity/Q3391243;Q3391243
;XX 0 FRIBG 20060532;;;;;;Lamiaceae;;;38 pv;Salvia divinorum Epling et Jativa;Serre 5;Salvia divinorum;90;salvia divinorum;False;False;ICN;1;salvia divinorum;['sibling_higher'];False;False;Salvia divinorum;595171;species;ott3.3draft1;[];['ncbi:28513', 'gbif:2927020', 'irmng:10587955'];Salvia divinorum;both;595171;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;;Salvia divinorum;5268475;916750;99252;23736;544714;374096;;['sibling_higher'];species;Salvia divinorum;http://www.wikidata.org/entity/Q320584;Q320584
;XX 0 FRIBG 10000305;;;;;;Asparagaceae;;;;Sansevieria trifasciata Prain;Serre 5;Sansevieria trifasciata;95;sansevieria trifasciata;False;False;ICN;1;sansevieria trifasciata;[];False;False;Sansevieria trifasciata;497827;species;ott3.3draft1;['Sansevieria jacquinii', 'Sansevieria laurentii', 'Sansevieria trifasciata laurentii', 'Sansevieria zeylanica laurentii'];['ncbi:39534', 'gbif:2770610', 'irmng:11355963'];Sansevieria trifasciata;both;497827;Archaeplastida;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Sansevieria;;Sansevieria trifasciata;5268475;916750;99252;557124;17704;643955;;[];species;Sansevieria trifasciata;http://www.wikidata.org/entity/Q5859273;Q5859273
;XX 0 FRIBG 20020227;;Semis;;;;Fabaceae;;;05 g;Senna alexandrina Mill.;Serre 5;Senna alexandrina;95;senna alexandrina;False;False;ICN;1;senna alexandrina;[];False;False;Senna alexandrina;822192;species;ott3.3draft1;['Cassia acutifolia', 'Cassia alexandrina', 'Cassia angustifolia', 'Cassia lanceolata', 'Cassia senna', 'Senna acutifolia', 'Senna angustifolia'];['ncbi:72402', 'gbif:2958032', 'irmng:10177787'];Senna alexandrina;both;822192;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Senna;;Senna alexandrina;5268475;916750;99252;956360;560323;404633;;[];species;Senna alexandrina;http://www.wikidata.org/entity/Q132675;Q132675
;IN 0 FRIBG 20090438;;;;;;Fabaceae;;;;Senna siamea (Lam.) H.S. Irwin et Barneby;Serre 5;Senna siamea;90;senna siamea;False;False;ICN;1;senna siamea;[];False;False;Senna siamea;859861;species;ott3.3draft1;['Cassia arayatensis', 'Cassia arborea', 'Cassia florida', 'Cassia gigantea', 'Cassia siamea', 'Cassia siamea puberula', 'Cassia sumatrana', 'Chamaefistula gigantea', 'Sciacassia siamea', 'Senna sumatrana'];['ncbi:346999', 'gbif:2956905', 'gbif:8863339', 'irmng:10175898'];Senna siamea;both;859861;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Senna;;Senna siamea;5268475;916750;99252;956360;560323;404633;;[];species;Senna siamea;http://www.wikidata.org/entity/Q36154;Q36154
;XX 0 FRIBG 19920528;;;;;;Arecaceae;;;;Serenoa repens (W. Bartram) Small;Serre 5;Serenoa repens;90;serenoa repens;False;False;ICN;1;serenoa repens;['incertae_sedis_inherited'];False;False;Serenoa repens;71637;species;ott3.3draft1;['Brahea serrulata', 'Chamaerops serrulata', 'Corypha obliqua', 'Corypha repens', 'Diglossophyllum serrulatum', 'Sabal dealbata', 'Sabal dealbata hort.ex Standl., 1917', 'Sabal serrulata', 'Serenoa repens glauca', 'Serenoa serrulata'];['ncbi:4722', 'worms:418802', 'gbif:2735055', 'irmng:11440689'];Serenoa repens;both;71637;Archaeplastida;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Serenoa;;Serenoa repens;5268475;916750;99252;17706;526437;928481;;['incertae_sedis_inherited'];species;Serenoa repens;http://www.wikidata.org/entity/Q927607;Q927607
