Inventaire FRIBG,is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge,ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
chlorophytum comosum,False,False,Chlorophytum comosum,ICN,1.0,chlorophytum comosum,[],False,False,Chlorophytum comosum,777911.0,species,ott3.3draft1,"['Anthericum comosum', 'Anthericum longituberosum', 'Anthericum picturatum', 'Anthericum sternbergianum', 'Anthericum vallis-trappii', 'Anthericum vittatum', 'Anthericum vittatum variegatum', 'Caesia comosa', 'Chlorophytum brevipes', 'Chlorophytum bukobense', 'Chlorophytum bukobense kilimandscharicum', 'Chlorophytum burchellii', 'Chlorophytum delagoense', 'Chlorophytum elatulum', 'Chlorophytum elgonense', 'Chlorophytum gazense', 'Chlorophytum glaucidulum', 'Chlorophytum glaucidulum pauper', 'Chlorophytum inopinum', 'Chlorophytum kirkii', 'Chlorophytum limurense', 'Chlorophytum longum', 'Chlorophytum magnum', 'Chlorophytum miserum', 'Chlorophytum nemorosum', 'Chlorophytum paludicola', 'Chlorophytum ramiferum', 'Chlorophytum rugosum', 'Chlorophytum sternbergianum', 'Chlorophytum turritum', 'Chlorophytum usambarense', 'Cordyline vivipara', 'Hartwegia comosa', 'Hollia comosa', 'Phalangium comosum', 'Phalangium viviparum']","['ncbi:34182', 'gbif:2774846']",Chlorophytum comosum,both,777911,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Chlorophytum,,Chlorophytum comosum,5268475,916750,99252,557124,17704,512518,,[],species
christella dentata,False,False,Christella dentata,ICN,1.0,christella dentata,[],False,False,Christella dentata,903976.0,species,ott3.3draft1,"['? malabariensis', '? mollis', '? nymphalis', 'Aspidium aquapimense', 'Aspidium hilsenbergii', 'Aspidium molle', 'Aspidium molle violascens', 'Aspidium natalense', 'Aspidium nymphale', 'Aspidium violascens', 'Christella dentata caespitosa', 'Christella dentata himalayensis', 'Christella hilsenbergii', 'Christella malabariensis', 'Christella nymphalis', 'Christella taprobanica', 'Cyclosorus caespitosus', 'Cyclosorus dentatus', 'Cyclosorus dentatus bipinnata', 'Cyclosorus dentatus himalayensis', 'Cyclosorus dentatus violascens', 'Cyclosorus dicarpus', 'Cyclosorus fengii', 'Cyclosorus hispidulus', 'Cyclosorus jiulungshanensis', 'Cyclosorus lanpingensis', 'Cyclosorus lungmenensis', 'Cyclosorus lushiensis', 'Cyclosorus mekongensis', 'Cyclosorus mianningensis', 'Cyclosorus mindanaensis', 'Cyclosorus mollis', 'Cyclosorus nymphalis', 'Cyclosorus pandus', 'Cyclosorus paradentatus', 'Cyclosorus pingshanensis', 'Cyclosorus proximus', 'Cyclosorus sapingbaensis', 'Cyclosorus stenopes', 'Cyclosorus taprobanicus', 'Cyclosorus tingwooensis', 'Cyclosorus wangii', 'Dryopteris dentata', 'Dryopteris dicarpa', 'Dryopteris mindanaensis', 'Dryopteris mollis', 'Dryopteris nymphalis', 'Dryopteris parasitica coriacea', 'Dryopteris reducta', 'Dryopteris submollis', 'Hemestheum molle', 'Nephrodium dentatum', 'Nephrodium dicarpum', 'Nephrodium hilsenbergii', 'Nephrodium hispidulum', 'Nephrodium malabariense', 'Nephrodium molle', 'Nephrodium molle hilsenbergii', 'Nephrodium nymphale', 'Nephrodium violascens', 'Polypodium dentatum', 'Polypodium molle', 'Polypodium nymphale', 'Polystichum molle', 'Polystichum nymphale', 'Thelypteris dentata', 'Thelypteris dentata violascens', 'Thelypteris dicarpa', 'Thelypteris hilsenbergii', 'Thelypteris malabariensis', 'Thelypteris mindanaensis', 'Thelypteris nymphalis', 'Thelypteris reducta', 'Thelypteris taprobanica']","['ncbi:449893', 'gbif:7160028']",Christella dentata,both,903976,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Christella,,Christella dentata,5268475,916750,166292,93178,1092198,47050,,[],species
chrysocoma coma-aurea,False,False,Chrysocoma coma-aurea,ICN,1.0,chrysocoma coma-aurea,[],False,False,Chrysocoma coma-aurea,4727401.0,species,ott3.3draft1,"['Chrysocoma aurea', 'Chrysocoma cernua', 'Chrysocoma coma-aurea cernua', 'Chrysocoma coma-aurea coma-aurea', 'Crinita linearifolia', 'Erigeron coma-aurea']","['ncbi:1641063', 'gbif:7945325']",Chrysocoma coma-aurea,both,4727401,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Chrysocoma,,Chrysocoma coma-aurea,5268475,916750,99252,1042120,46248,74613,,[],species
cicer arietinum,False,False,Cicer arietinum,ICN,1.0,cicer arietinum,[],False,False,Cicer arietinum,612429.0,species,ott3.3draft1,"['Cicer album', 'Cicer arientinium', 'Cicer arientinum', 'Cicer arietinum eurasiaticum', 'Cicer edessanum', 'Cicer grossum', 'Cicer nigrum', 'Cicer physodes', 'Cicer rotundum', 'Cicer sativum', 'Cicer sintenisii', 'Ononis crotalarioides']","['ncbi:3827', 'gbif:2947311', 'irmng:11195145']",Cicer arietinum,both,612429,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,,Cicer arietinum,5268475,916750,99252,956360,560323,612433,,[],species
cicerbita plumieri,False,False,Cicerbita plumieri,ICN,1.0,cicerbita plumieri,[],False,False,Cicerbita plumieri,678384.0,species,ott3.3draft1,"['Agathyrsus plumieri', 'Cicerbita orbelica', 'Crepis orbelica', 'Lactuca brevirostra', 'Lactuca plumieri', 'Lactucopsis plumieri', 'Mulgedium orbelicum', 'Mulgedium plumieri', 'Sonchus acanthifolius', 'Sonchus acanthoides', 'Sonchus cichoraceus', 'Sonchus plumieri']","['ncbi:75955', 'gbif:3140264']",Cicerbita plumieri,both,678384,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cicerbita,,Cicerbita plumieri,5268475,916750,99252,1042120,46248,678385,,[],species
cichorium endivia,False,False,Cichorium endivia,ICN,1.0,cichorium endivia,[],False,False,Cichorium endivia,485946.0,species,ott3.3draft1,"['Cichorium casnia', 'Cichorium crispum', 'Cichorium endivia angustifolium', 'Cichorium endivia crispum', 'Cichorium endivia endivia', 'Cichorium endivia latifolium', 'Cichorium endivia sativa', 'Cichorium endivia sativum', 'Cichorium esculentum', 'Cichorium intybus endivia', 'Cichorium pumilum rhizocephalum', 'Cichorium sativum', 'Tanacetum vulgare crispum']","['ncbi:114280', 'gbif:5392243', 'irmng:11359076']",Cichorium endivia,both,485946,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,,Cichorium endivia,5268475,916750,99252,1042120,46248,849194,,[],species
cichorium intybus,False,False,Cichorium intybus,ICN,1.0,cichorium intybus,[],False,False,Cichorium intybus,692350.0,species,ott3.3draft1,"['Cichorium balearicum', 'Cichorium illyricum', 'Cichorium intubus', 'Cichorium intybus alba', 'Cichorium intybus balearicum', 'Cichorium intybus crispum', 'Cichorium intybus eglandulosum', 'Cichorium intybus genuina', 'Cichorium intybus glabrum', 'Cichorium intybus illyricum', 'Cichorium intybus indivisum', 'Cichorium intybus intybus', 'Cichorium intybus longipes', 'Cichorium intybus radicosum', 'Cichorium intybus rubicunda', 'Cichorium intybus sativum', 'Cichorium intybus silvestre', 'Cichorium intybus sylvestre', 'Cichorium intybus var. foliosum', 'Cichorium intybus var. sativum', 'Puna chicory']","['ncbi:13427', 'gbif:5392252', 'irmng:10997654']",Cichorium intybus,both,692350,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,,Cichorium intybus,5268475,916750,99252,1042120,46248,849194,,[],species
cicuta virosa,False,False,Cicuta virosa,ICN,1.0,cicuta virosa,[],False,False,Cicuta virosa,49609.0,species,ott3.3draft1,"['Cicuta angustifolia', 'Cicuta baldacciana', 'Cicuta cellulosa', 'Cicuta mackenzieana', 'Cicuta nipponica', 'Cicuta orientalis', 'Cicuta pumila', 'Cicuta sachalinensis', 'Cicuta tenuifolia', 'Cicuta virosa angustifolia', 'Cicuta virosa angustisecta', 'Cicuta virosa latisecta', 'Cicuta virosa longiinvolucellata', 'Cicuta virosa orientalis', 'Cicuta virosa stricta', 'Cicuta virosa tenuifolia', 'Cicutaria aquatica', 'Cicutaria virosa', 'Coriandrum cicuta', 'Selinum virosum', 'Sium cicuta']","['ncbi:48109', 'gbif:5371864', 'irmng:11074598']",Cicuta virosa,both,49609,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Cicuta,,Cicuta virosa,5268475,916750,99252,372834,372831,498471,,[],species
cimicifuga foetida,False,True,Cimicifuga foetida,ICN,1.0,cimicifuga foetida,[],False,False,Actaea cimicifuga,988720.0,species,ott3.3draft1,"['Actaea dahurica', 'Actaea frigida', 'Actaea macropoda', 'Actaea mairei', 'Actaea podocarpa', 'Actaea racemosa', 'Actaea simplex Prantl', 'Actinospora frigida', 'Actinospora wallichii', 'Cimicifuga foetida', 'Cimicifuga foetida bifida', 'Cimicifuga foetida longibracteata', 'Cimicifuga foetida mairei', 'Cimicifuga foetida velutina', 'Cimicifuga frigida', 'Cimicifuga mairei', 'Thalictrodes cimicifuga']","['ncbi:64032', 'gbif:7703757']",Actaea cimicifuga,both,988720,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,,Actaea cimicifuga,5268475,916750,99252,872975,387826,693562,,[],species
cimicifuga racemosa,False,True,Cimicifuga racemosa,ICN,1.0,cimicifuga racemosa,[],False,False,Actaea racemosa,512702.0,species,ott3.3draft1,"['Actaea gyrostachya', 'Actaea monogyna', 'Actaea orthostachya', 'Actaea racemosa racemosa', 'Actaea ramosa', 'Botrophis actaeoides', 'Botrophis pumila', 'Botrophis serpentaria', 'Cimicifuga americana', 'Cimicifuga racemosa', 'Cimicifuga serpentaria', 'Macrotrys actaeoides', 'Macrotrys racemosa', 'Megotrys serpentaria', 'Thalictrodes racemosum']","['ncbi:64040', 'gbif:6376106']",Actaea racemosa,both,512702,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,,Actaea racemosa,5268475,916750,99252,872975,387826,693562,,[],species
cinnamomum zeylanicum,False,True,Cinnamomum zeylanicum,ICN,1.0,cinnamomum zeylanicum,[],False,False,Cinnamomum verum,481247.0,species,ott3.3draft1,"['Cinnamomum antillarum', 'Cinnamomum aromaticum', 'Cinnamomum barthii', 'Cinnamomum bengalense', 'Cinnamomum biafranum', 'Cinnamomum bonplandii', 'Cinnamomum boutonii', 'Cinnamomum capense', 'Cinnamomum cayennense', 'Cinnamomum cinnamomum', 'Cinnamomum commersonii', 'Cinnamomum cordifolium', 'Cinnamomum decandollei', 'Cinnamomum delessertii', 'Cinnamomum ellipticum', 'Cinnamomum erectum', 'Cinnamomum humboldtii', 'Cinnamomum iners', 'Cinnamomum leschenaultii', 'Cinnamomum longifolium', 'Cinnamomum madrassicum', 'Cinnamomum mauritianum', 'Cinnamomum meissneri', 'Cinnamomum ovatum', 'Cinnamomum pallasii', 'Cinnamomum pleei', 'Cinnamomum pourretii', 'Cinnamomum regelii', 'Cinnamomum roxburghii', 'Cinnamomum sieberii', 'Cinnamomum sonneratii', 'Cinnamomum vaillantii', 'Cinnamomum variabile', 'Cinnamomum verum asperifolium', 'Cinnamomum verum chartaceum', 'Cinnamomum verum commune', 'Cinnamomum wolkensteinii', 'Cinnamomum zeylanicum', 'Cinnamomum zollingerii', 'Laurus cassia', 'Laurus cinnamifera', 'Laurus cinnamomea', 'Laurus cinnamomum', 'Laurus culitlaban', 'Laurus montana', 'Laurus rigida', 'Persea cinnamomum']","['ncbi:128608', 'gbif:3033987', 'irmng:10597110']",Cinnamomum verum,both,481247,Archaeplastida,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,,Cinnamomum verum,5268475,916750,99252,913244,913246,849191,,[],species
cirrhopetalum longissimum,False,True,Cirrhopetalum longissimum,ICN,1.0,cirrhopetalum longissimum,[],False,False,Bulbophyllum longissimum,3991489.0,species,ott3.3draft1,['Cirrhopetalum longissimum'],"['ncbi:2137387', 'gbif:2844068']",Bulbophyllum longissimum,both,3991489,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Bulbophyllum,,Bulbophyllum longissimum,5268475,916750,99252,557124,568878,193301,,[],species
cirrhopetalum rothschildianum,False,True,Cirrhopetalum rothschildianum,ICN,1.0,cirrhopetalum rothschildianum,[],False,False,Bulbophyllum rothschildianum,3990931.0,species,ott3.3draft1,"['Cirrhopetalum rothschildianum', 'Mastigion rothschildianum']","['ncbi:2021143', 'gbif:2844513']",Bulbophyllum rothschildianum,both,3990931,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Bulbophyllum,,Bulbophyllum rothschildianum,5268475,916750,99252,557124,568878,193301,,[],species
cirrhopetalum sikkimense,False,True,Cirrhopetalum sikkimense,ICN,1.0,cirrhopetalum sikkimense,[],False,False,Bulbophyllum roxburghii,3991287.0,species,ott3.3draft1,"['Aerides radiata', 'Bulbophyllum sikkimense', 'Cirrhopetalum roxburghii', 'Cirrhopetalum sikkimense', 'Phyllorkis roxburghii']","['ncbi:2487480', 'gbif:2844227']",Bulbophyllum roxburghii,both,3991287,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Bulbophyllum,,Bulbophyllum roxburghii,5268475,916750,99252,557124,568878,193301,,[],species
cirsium tuberosum,False,False,Cirsium tuberosum,ICN,1.0,cirsium tuberosum,[],False,False,Cirsium tuberosum,22642.0,species,ott3.3draft1,"['Carduus bulbosus', 'Carduus gouani', 'Carduus pedemontanus', 'Carduus tuberosus', 'Carduus woodwardii', 'Cirsium anglicum', 'Cirsium brunneri', 'Cirsium bulbosum', 'Cirsium inerme', 'Cirsium tuberosum bulbosum', 'Cirsium tuberosum tuberosum', 'Cirsium tuberosum yvesii', 'Cirsium woodwardii', 'Cirsium zizianum', 'Cnicus pedemontanus', 'Cnicus tuberosus', 'Cnicus woodwardii', 'Cynara tuberosa', 'Ixine tuberosa', 'Serratula tuberosa']","['ncbi:1155261', 'gbif:3112651']",Cirsium tuberosum,both,22642,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,Cirsium tuberosum,5268475,916750,99252,1042120,46248,70338,,[],species
cissus quadrangularis,False,False,Cissus quadrangularis,ICN,1.0,cissus quadrangularis,[],False,False,Cissus quadrangularis,901767.0,species,ott3.3draft1,"['Cissus bifida', 'Cissus edulis', 'Cissus quadrangula', 'Cissus quadrangulus', 'Cissus tetraptera', 'Cissus triandra', 'Saelanthus quadragonus', 'Vitis quadrangularis']","['ncbi:165298', 'gbif:7130673']",Cissus quadrangularis,both,901767,Archaeplastida,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,,Cissus quadrangularis,5268475,916750,99252,1069308,329895,438628,,[],species
cistanthe grandiflora,False,False,Cistanthe grandiflora,ICN,1.0,cistanthe grandiflora,[],False,False,Cistanthe grandiflora,1065645.0,species,ott3.3draft1,"['Calandrinia discolor', 'Calandrinia elegans', 'Calandrinia glauca', 'Calandrinia grandiflora', 'Calandrinia lindleyana', 'Calandrinia speciosa', 'Cistanthe anceps', 'Cistanthe discolor', 'Cistanthe glauca', 'Cistanthe speciosa', 'Claytonia discolor', 'Claytonia grandiflora', 'Claytonia speciosa', 'Rhodopsis discolor', 'Tegneria discolor']","['ncbi:107587', 'gbif:8132162']",Cistanthe grandiflora,both,1065645,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Montiaceae,Cistanthe,,Cistanthe grandiflora,5268475,916750,99252,216628,1061273,115806,,[],species
cistus albidus,False,False,Cistus albidus,ICN,1.0,cistus albidus,[],False,False,Cistus albidus,228845.0,species,ott3.3draft1,['Cistus albidoides'],"['ncbi:335163', 'gbif:7331435']",Cistus albidus,both,228845,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus albidus,5268475,916750,99252,229284,343135,343133,,[],species
cistus creticus,False,False,Cistus creticus,ICN,1.0,cistus creticus,[],False,False,Cistus creticus,595858.0,species,ott3.3draft1,"['Cistus incanus subsp. creticus', 'Cistus undulatus']","['ncbi:191224', 'gbif:6438085']",Cistus creticus,both,595858,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus creticus,5268475,916750,99252,229284,343135,343133,,[],species
cistus crispus,False,False,Cistus crispus,ICN,1.0,cistus crispus,[],False,False,Cistus crispus,177677.0,species,ott3.3draft1,[],"['ncbi:335185', 'gbif:3595767']",Cistus crispus,both,177677,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus crispus,5268475,916750,99252,229284,343135,343133,,[],species
cistus laurifolius,False,False,Cistus laurifolius,ICN,1.0,cistus laurifolius,[],False,False,Cistus laurifolius,752036.0,species,ott3.3draft1,"['Cistus laurifolius atlanticus', 'Ladanium laurifolium']","['ncbi:335179', 'gbif:3596501']",Cistus laurifolius,both,752036,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus laurifolius,5268475,916750,99252,229284,343135,343133,,[],species
cistus salviifolius,False,False,Cistus salviifolius,ICN,1.0,cistus salviifolius,[],False,False,Cistus salviifolius,752027.0,species,ott3.3draft1,"['Cistus apricus', 'Cistus arrigens', 'Cistus cupanianus', 'Cistus elegans', 'Cistus fruticans', 'Cistus humilis', 'Cistus microphyllus', 'Cistus platyphyllus', 'Cistus rhodanensis', 'Cistus salvifolius', 'Cistus salviifolius biflorus', 'Cistus salviifolius corbariensis', 'Cistus salviifolius elegans', 'Cistus salviifolius flavescens', 'Cistus salviifolius grandifolius', 'Cistus salviifolius macrocalyx', 'Cistus salviifolius microphyllus', 'Cistus salviifolius occidentalis', 'Cistus salviifolius pandoanus', 'Cistus velutinus', 'Ledonia aprica', 'Ledonia arrigens', 'Ledonia elegans', 'Ledonia fruticans', 'Ledonia humilis', 'Ledonia microphylla', 'Ledonia peduncularis', 'Ledonia platyphylla', 'Ledonia rhodanensis', 'Ledonia salviifolia', 'Ledonia velutina']","['ncbi:335170', 'gbif:2874027', 'irmng:10453785']",Cistus salviifolius,both,752027,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus salviifolius,5268475,916750,99252,229284,343135,343133,,[],species
citrullus colocynthis,False,False,Citrullus colocynthis,ICN,1.0,citrullus colocynthis,[],False,False,Citrullus colocynthis,677069.0,species,ott3.3draft1,"['Citrullus colocynthis insipidus', 'Citrullus colocynthis stenotomus', 'Citrullus dimidiens', 'Citrullus nubica', 'Citrullus pseudocolocynthis', 'Colocynthis officinalis', 'Colocynthis officinarum', 'Colocynthis vulgaris', 'Cucumis bipinnatifidus', 'Cucumis colocynthis', 'Cucumis pseudocolocynthis', 'Cucurbita colocyntha']","['ncbi:252529', 'gbif:2874622', 'irmng:10206160']",Citrullus colocynthis,both,677069,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,,Citrullus colocynthis,5268475,916750,99252,11011,1006267,1006276,,[],species
