Inventaire FRIBG,is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge,ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
arabis hirsuta,False,False,Arabis hirsuta,ICN,1.0,arabis hirsuta,[],False,False,Arabis hirsuta,550043.0,species,ott3.3draft1,"['Arabidopsis yadungensis', 'Arabis cenisia', 'Arabis conferta', 'Arabis contracta hirsuta', 'Arabis corymbiflora cenisia', 'Arabis hibernica', 'Arabis hirsuta accedens', 'Arabis hirsuta collisparsa', 'Arabis hirsuta gracilescens', 'Arabis hirsuta hirtella', 'Arabis hirsuta idanensis', 'Arabis hirsuta petricola', 'Arabis hirsuta propera', 'Arabis hirsuta propinqua', 'Arabis hirsuta sessilifolia', 'Arabis hispida', 'Arabis incana', 'Arabis nipponica', 'Arabis retziana', 'Arabis wahlenbergii', 'Turritis curtisiliqua', 'Turritis gerardiana', 'Turritis hirsuta']","['ncbi:78191', 'worms:425999', 'gbif:9202524', 'irmng:10204479']",Arabis hirsuta,both,550043,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,,Arabis hirsuta,5268475,916750,99252,8844,309271,35937,,[],species
arenaria blepharophylla,False,True,Arenaria blepharophylla,ICN,1.0,arenaria blepharophylla,[],False,False,Eremogone blepharophylla,5728423.0,species,ott3.3draft1,"['Arenaria blepharophylla', 'Arenaria blepharophylla parviflora', 'Arenaria blepharophylla steveniana', 'Arenaria steveniana', 'Eremogone steveniana']",['gbif:3814997'],Eremogone blepharophylla,both,5728423,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Eremogone,,Eremogone blepharophylla,5268475,916750,99252,216628,317818,291840,,[],species
armeria trojana,False,False,Armeria trojana,ICN,1.0,armeria trojana,[],False,False,Armeria trojana,6038803.0,species,ott3.3draft1,[],['gbif:5668069'],Armeria trojana,both,6038803,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,,Armeria trojana,5268475,916750,99252,216628,532273,941995,,[],species
aubrieta deltoidea,False,False,Aubrieta deltoidea,ICN,1.0,aubrieta deltoidea,[],False,False,Aubrieta deltoidea,19803.0,species,ott3.3draft1,"['Alyssum deltoideum', 'Aubrieta affinis', 'Aubrieta canescens', 'Aubrieta canescens canescens', 'Aubrieta canescens cilicica', 'Aubrieta canescens macrostyla', 'Aubrieta deltoidea canescens', 'Aubrieta deltoidea cithaeronea', 'Aubrieta deltoidea deltoidea', 'Aubrieta deltoidea graeca', 'Aubrieta deltoidea intermedia', 'Aubrieta deltoidea sporadum', 'Aubrieta graeca', 'Aubrieta hesperidiflora', 'Aubrieta integrifolia', 'Aubrieta intermedia', 'Draba hesperidifolia']","['ncbi:81984', 'gbif:3054117', 'irmng:11021949']",Aubrieta deltoidea,both,19803,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Aubrieta,,Aubrieta deltoidea,5268475,916750,99252,8844,309271,19813,,[],species
betula humilis,False,False,Betula humilis,ICN,1.0,betula humilis,[],False,False,Betula humilis,567478.0,species,ott3.3draft1,"['Betula extremiorientalis', 'Betula fruticans', 'Betula fruticosa extremiorientalis', 'Betula humilis calcarata', 'Betula humilis camtschatica', 'Betula humilis commutata', 'Betula humilis crispa', 'Betula humilis cuneata', 'Betula humilis elliptica', 'Betula humilis genuina', 'Betula humilis obovata', 'Betula humilis oycowiensis', 'Betula humilis socolowii', 'Betula humilis subcordata', 'Betula humilis vulgaris', 'Betula kamtschatica', 'Betula myrsinoides', 'Betula oycowiensis', 'Betula oycowiensis Rchb., 1850, non Besser, 1809', 'Betula palustris', 'Betula sibirica', 'Betula socolowii', 'Chamaebetula humilis']","['ncbi:216991', 'gbif:5331629', 'irmng:10690318']",Betula humilis,both,567478,Archaeplastida,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Betula,,Betula humilis,5268475,916750,99252,267709,791138,267715,,[],species
brimeura fastigiata,False,False,Brimeura fastigiata,ICN,1.0,brimeura fastigiata,[],False,False,Brimeura fastigiata,3969648.0,species,ott3.3draft1,"['Brimeura pouzolzii', 'Charistemma fastigiata', 'Hyacinthus fastigiatus', 'Hyacinthus pouzolzii', 'Hyacinthus pouzolzii albiflorus', 'Hyacinthus pouzolzii bulbilifer', 'Scilla fastigiata']",['gbif:2767934'],Brimeura fastigiata,both,3969648,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Brimeura,,Brimeura fastigiata,5268475,916750,99252,557124,47206,807080,,[],species
brocchinia reducta,False,False,Brocchinia reducta,ICN,1.0,brocchinia reducta,[],False,False,Brocchinia reducta,573272.0,species,ott3.3draft1,[],"['ncbi:230702', 'gbif:5287602']",Brocchinia reducta,both,573272,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Brocchinia,,Brocchinia reducta,5268475,916750,99252,921871,627035,831586,,[],species
campanula troegerae,False,False,Campanula troegerae,ICN,1.0,campanula troegerae,['sibling_higher'],False,False,Campanula troegerae,1062695.0,species,ott3.3draft1,[],"['ncbi:1241207', 'gbif:5411062']",Campanula troegerae,both,1062695,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,Campanula troegerae,5268475,916750,99252,1042120,1086303,590452,,['sibling_higher'],species
carex tomentosa,False,False,Carex tomentosa,ICN,1.0,carex tomentosa,['sibling_higher'],False,False,Carex tomentosa,1030622.0,species,ott3.3draft1,"['Carex bruckneri', 'Carex brueckneri', 'Carex caesia', 'Carex grasmanniana', 'Carex nordmannii', 'Carex sphaerocarpa', 'Carex subvillosa', 'Carex tomentosa caesia', 'Carex tomentosa decalvescens', 'Carex tomentosa globifera', 'Carex tomentosa gracilis', 'Carex tomentosa gracillima', 'Carex tomentosa grasmanniana', 'Carex tomentosa grossmanniana', 'Carex tomentosa gynandra', 'Carex tomentosa lucana', 'Carex tomentosa luxuriosa', 'Carex tomentosa nigrescens', 'Carex tomentosa nordmannii', 'Carex tomentosa pallida', 'Carex tomentosa subvillosa', 'Trasus tomentosus']","['ncbi:140859', 'gbif:8346717']",Carex tomentosa,both,1030622,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex tomentosa,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
cephalanthus occidentalis,False,False,Cephalanthus occidentalis,ICN,1.0,cephalanthus occidentalis,[],False,False,Cephalanthus occidentalis,581830.0,species,ott3.3draft1,"['Cephalanthus acuminatus', 'Cephalanthus angustifolius', 'Cephalanthus berlandieri', 'Cephalanthus hansenii', 'Cephalanthus obtusifolius', 'Cephalanthus occidentalis brachypodus', 'Cephalanthus occidentalis californicus', 'Cephalanthus occidentalis lanceolatus', 'Cephalanthus occidentalis macrophyllus', 'Cephalanthus occidentalis obtusifolius', 'Cephalanthus occidentalis pubescens', 'Cephalanthus oppositifolius', 'Cephalanthus pubescens', 'buttonbush']","['ncbi:43461', 'gbif:2923947', 'irmng:10856143']",Cephalanthus occidentalis,both,581830,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus,,Cephalanthus occidentalis,5268475,916750,99252,524062,1014022,581828,,[],species
cephalaria gigantea,False,False,Cephalaria gigantea,ICN,1.0,cephalaria gigantea,[],False,False,Cephalaria gigantea,3892199.0,species,ott3.3draft1,"['Cephalaria caucasica', 'Cephalaria sosnowskyi', 'Cephalaria tatarica', 'Cerionanthus tataricus', 'Lepicephalus caucasicus', 'Lepicephalus giganteus', 'Scabiosa gigantea']","['ncbi:1640870', 'gbif:2888797', 'irmng:10683276']",Cephalaria gigantea,both,3892199,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Cephalaria,,Cephalaria gigantea,5268475,916750,99252,659705,69534,518014,,[],species
chiastophyllum oppositifolium,False,True,Chiastophyllum oppositifolium,ICN,1.0,chiastophyllum oppositifolium,[],False,False,Umbilicus oppositifolius,5729807.0,species,ott3.3draft1,"['Chiastophyllum oppositifolium', 'Cotyledon oppositifolia', 'Sedum oppositifolium']","['ncbi:1538677', 'gbif:5689325']",Umbilicus oppositifolius,both,5729807,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,,Umbilicus oppositifolius,5268475,916750,99252,648890,509332,759431,,[],species
chrysopogon gryllus,False,False,Chrysopogon gryllus,ICN,1.0,chrysopogon gryllus,['incertae_sedis_inherited'],False,False,Chrysopogon gryllus,186959.0,species,ott3.3draft1,"['Andropogon echinulatus', 'Andropogon glabratus', 'Andropogon gryllus', 'Andropogon gryllus aureus', 'Andropogon gryllus echinulatus', 'Andropogon paniculatus', 'Andropogon royleanus', 'Apluda gryllus', 'Chloris gryllus', 'Chrysopogon aciculatus echinulatus', 'Chrysopogon echinulatus', 'Chrysopogon glabratus', 'Chrysopogon gryllus aureus', 'Chrysopogon gryllus echinulatus', 'Chrysopogon gryllus flavescens', 'Chrysopogon gryllus glabratus', 'Chrysopogon royleanus', 'Chrysopogon verticillatus', 'Diectomis gryllus', 'Eulalia glabrata', 'Eulalia gracillima', 'Holcus gryllus', 'Microstegium glabratum', 'Microstegium gracillimum', 'Nemastachys tahitensis', 'Nemastachys taitensis', 'Pogonatherum glabratum', 'Pollinia glabrata', 'Pollinia glabrata luzonensis', 'Pollinia gracillima', 'Pollinia gryllus', 'Pollinia gryllus flavescens', 'Pollinia monantha leptathera', 'Rhaphis echinulata', 'Rhaphis gryllus', 'Rhaphis royleana', 'Sorghum gryllus']","['ncbi:79832', 'gbif:5674318']",Chrysopogon gryllus,both,186959,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Chrysopogon,,Chrysopogon gryllus,5268475,916750,99252,921871,508090,186955,,['incertae_sedis_inherited'],species
cicerbita alpina,False,False,Cicerbita alpina,ICN,1.0,cicerbita alpina,[],False,False,Cicerbita alpina,155229.0,species,ott3.3draft1,"['Agathyrsus alpinus', 'Agathyrsus caeruleus', 'Agathyrsus leucophaeus', 'Aracium alpinum', 'Cicerbita borealis', 'Cicerbita leucophaea', 'Galathenium multiflorum', 'Garacium alpinum', 'Geracium alpinum', 'Hieracium coeruleum', 'Hieracium mulgedium', 'Lactuca alpina', 'Lactuca leucophaea', 'Mulgedium alpinum', 'Mulgedium leucophaeum', 'Mulgedium multiflorum', 'Picridium alpinum', 'Sonchus alpinus', 'Sonchus caeruleus', 'Sonchus canadensis', 'Sonchus coeruleus', 'Sonchus leucophaeus', 'Sonchus montanus', 'Sonchus multiflorus', 'Sonchus pallidus', 'Sonchus racemosus', 'Soyeria alpina']","['ncbi:75961', 'gbif:3087634']",Cicerbita alpina,both,155229,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cicerbita,,Cicerbita alpina,5268475,916750,99252,1042120,46248,678385,,[],species
cistus monspeliensis,False,False,Cistus monspeliensis,ICN,1.0,cistus monspeliensis,[],False,False,Cistus monspeliensis,177675.0,species,ott3.3draft1,"['Cistus affinis', 'Cistus collinus', 'Cistus feredjensis', 'Cistus florentinus olbiensis', 'Cistus monspeliensis affinis', 'Cistus monspeliensis feredjensis', 'Cistus olbiensis', 'Cistus oleifolius', 'Cistus porquerollensis', 'Cistus valentinus', 'Stephanocarpus monspeliensis']","['ncbi:335184', 'gbif:2874030', 'irmng:11114152']",Cistus monspeliensis,both,177675,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus monspeliensis,5268475,916750,99252,229284,343135,343133,,[],species
clinopodium thymifolium,False,False,Clinopodium thymifolium,ICN,1.0,clinopodium thymifolium,['sibling_higher'],False,False,Clinopodium thymifolium,949182.0,species,ott3.3draft1,"['Calamintha alba', 'Calamintha officinalis alba', 'Calamintha rupestris', 'Calamintha thymifolia', 'Clinopodium album', 'Cuspidocarpus thymifolius', 'Melissa alba', 'Melissa thymifolia', 'Mentha croatica', 'Micromeria rupestris', 'Micromeria thymifolia', 'Nepeta croatica', 'Nepeta pumila', 'Satureja thymifolia', 'Thymus albus', 'Thymus duinensis']","['ncbi:306400', 'gbif:9392339']",Clinopodium thymifolium,both,949182,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,,Clinopodium thymifolium,5268475,916750,99252,23736,544714,248845,,['sibling_higher'],species
colchicum cilicicum,False,False,Colchicum cilicicum,ICN,1.0,colchicum cilicicum,[],False,False,Colchicum cilicicum,664099.0,species,ott3.3draft1,"['Colchicum autumnale tenorei', 'Colchicum autumnale todaroi', 'Colchicum bisignanii', 'Colchicum bivonae', 'Colchicum byzanthinum cilicicum', 'Colchicum byzantinum cilicicum', 'Colchicum tenorei', 'Colchicum todaroi']","['ncbi:1094060', 'gbif:2739843']",Colchicum cilicicum,both,664099,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Colchicum,,Colchicum cilicicum,5268475,916750,99252,258488,604247,1001037,,[],species
coriaria myrtifolia,False,False,Coriaria myrtifolia,ICN,1.0,coriaria myrtifolia,[],False,False,Coriaria myrtifolia,439725.0,species,ott3.3draft1,"['Coriaria hermaphrodita', 'Coriaria tinctoria', 'Coriaria vulgaris']","['ncbi:3460', 'gbif:3701787']",Coriaria myrtifolia,both,439725,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Coriariaceae,Coriaria,,Coriaria myrtifolia,5268475,916750,99252,11011,964067,964068,,[],species
crocus biflorus,False,False,Crocus biflorus,ICN,1.0,crocus biflorus,[],False,False,Crocus biflorus,482912.0,species,ott3.3draft1,"['? estriatus', 'Crocus annulatus biflorus', 'Crocus annulatus caerulescens', 'Crocus annulatus estriatus', 'Crocus annulatus pusillus', 'Crocus argenteus', 'Crocus argenteus batavicus', 'Crocus argenteus praecox', 'Crocus biflorus argenteus', 'Crocus biflorus communis', 'Crocus biflorus estriatus', 'Crocus biflorus janii', 'Crocus biflorus lineatus', 'Crocus biflorus milleri', 'Crocus biflorus parkinsonii', 'Crocus biflorus pusillus', 'Crocus biflorus stigmatosus', 'Crocus biflorus subsp. biflorus', 'Crocus biflorus tenorei', 'Crocus cinericius', 'Crocus circumscissus', 'Crocus fussianus', 'Crocus italicus', 'Crocus lineatus', 'Crocus minimus', 'Crocus nanus', 'Crocus nanus publ', 'Crocus parkinsonii', 'Crocus praecox', 'Crocus pusillus', 'Crocus striatus', 'Crocus vernus pusillus']","['ncbi:323699', 'gbif:2747340']",Crocus biflorus,both,482912,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus biflorus,5268475,916750,99252,557124,1087540,740507,,[],species
cyclamen cilicium,False,False,Cyclamen cilicium,ICN,1.0,cyclamen cilicium,[],False,False,Cyclamen cilicium,528177.0,species,ott3.3draft1,"['Cyclamen cilicicum', 'Cyclamen cilicium cilicium']","['ncbi:87517', 'gbif:4939758', 'gbif:7127370']",Cyclamen cilicium,both,528177,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Cyclamen,,Cyclamen cilicium,5268475,916750,99252,648892,47346,635482,,[],species
cyclamen coum,False,False,Cyclamen coum,ICN,1.0,cyclamen coum,[],False,False,Cyclamen coum,528173.0,species,ott3.3draft1,[],"['ncbi:87519', 'gbif:7127354']",Cyclamen coum,both,528173,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Cyclamen,,Cyclamen coum,5268475,916750,99252,648892,47346,635482,,[],species
cyclamen creticum,False,False,Cyclamen creticum,ICN,1.0,cyclamen creticum,[],False,False,Cyclamen creticum,1054238.0,species,ott3.3draft1,"['Cyclamen balearicum creticum', 'Cyclamen creticum creticum', 'Cyclamen creticum erubescens', 'Cyclamen creticum pallide-roseum', 'Cyclamen hederifolium creticum', 'Cyclamen repandum creticum']","['ncbi:87523', 'gbif:7127347']",Cyclamen creticum,both,1054238,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Cyclamen,,Cyclamen creticum,5268475,916750,99252,648892,47346,635482,,[],species
daphne kosaninii,False,False,Daphne kosaninii,ICN,1.0,daphne kosaninii,[],False,False,Daphne kosaninii,6119245.0,species,ott3.3draft1,['Daphne oleoides kosaninii'],['gbif:5523178'],Daphne kosaninii,both,6119245,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,,Daphne kosaninii,5268475,916750,99252,229284,1015625,549854,,[],species
delphinium grandiflorum,False,False,Delphinium grandiflorum,ICN,1.0,delphinium grandiflorum,[],False,False,Delphinium grandiflorum,1004833.0,species,ott3.3draft1,"['Chienia honanensis', 'Delphinastrum grandiflorum', 'Delphinium bonatii', 'Delphinium chinense', 'Delphinium grandiflorum chinense', 'Delphinium grandiflorum tigridium', 'Delphinium sinense', 'Delphinium virgatum']","['ncbi:85439', 'gbif:3033699', 'irmng:10595735']",Delphinium grandiflorum,both,1004833,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,,Delphinium grandiflorum,5268475,916750,99252,872975,387826,518366,,[],species
dianthus arpadianus,False,False,Dianthus arpadianus,ICN,1.0,dianthus arpadianus,[],False,False,Dianthus arpadianus,6036094.0,species,ott3.3draft1,['Dianthus trojanus'],['gbif:3814908'],Dianthus arpadianus,both,6036094,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,Dianthus arpadianus,5268475,916750,99252,216628,317818,317820,,[],species
dianthus subacaulis,False,False,Dianthus subacaulis,ICN,1.0,dianthus subacaulis,[],False,False,Dianthus subacaulis,362788.0,species,ott3.3draft1,"['Dianthus attenuatus', 'Dianthus brachyanthus', 'Dianthus brachyanthus cantabricus', 'Dianthus brachyanthus maroccanus', 'Dianthus brachyanthus nivalis', 'Dianthus caryophyllus collivagus', 'Dianthus caryophyllus godronianus', 'Dianthus caryophyllus longicaulis', 'Dianthus caryophyllus virgineus', 'Dianthus collivagus', 'Dianthus contractus', 'Dianthus furcatus subacaulis', 'Dianthus garganicus', 'Dianthus godronianus', 'Dianthus longicaulis', 'Dianthus narbonnensis', 'Dianthus pungens', 'Dianthus pungens brachyanthus', 'Dianthus pungens subacaulis', 'Dianthus rupestris', 'Dianthus scheuchzeri', 'Dianthus subacaulis brachyanthus', 'Dianthus subacaulis cantabricus', 'Dianthus subacaulis maroccanus', 'Dianthus subacaulis nivalis', 'Dianthus sylvestris', 'Dianthus sylvestris frioulensis', 'Dianthus sylvestris garganicus', 'Dianthus sylvestris godronianus', 'Dianthus sylvestris longicaulis', 'Dianthus tarentinus', 'Dianthus virgineus subacaulis']","['ncbi:746808', 'gbif:8012084']",Dianthus subacaulis,both,362788,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,Dianthus subacaulis,5268475,916750,99252,216628,317818,317820,,[],species
dianthus viscidus,False,False,Dianthus viscidus,ICN,1.0,dianthus viscidus,[],False,False,Dianthus viscidus,938215.0,species,ott3.3draft1,"['Dianthus grisebachii', 'Dianthus olympicus', 'Dianthus parnassicus', 'Dianthus viscidus elatior', 'Dianthus viscidus glandulosus', 'Dianthus viscidus grisebachii']","['ncbi:746818', 'gbif:7266884']",Dianthus viscidus,both,938215,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,Dianthus viscidus,5268475,916750,99252,216628,317818,317820,,[],species
dianthus webianus,True,False,Dianthus webbianus,ICN,0.9444444179534912,dianthus webianus,[],False,False,Dianthus webbianus,7049408.0,species,ott3.3draft1,['Dianthus erinaceus'],"['ncbi:1929403', 'gbif:7759686']",Dianthus webbianus,both,7049408,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,Dianthus webbianus,5268475,916750,99252,216628,317818,317820,,[],species
dictyolimon macrorrhabdos,False,False,Dictyolimon macrorrhabdos,ICN,1.0,dictyolimon macrorrhabdos,[],False,False,Dictyolimon macrorrhabdos,714069.0,species,ott3.3draft1,"['Limonium macrorhabdon', 'Statice macrorrhabdos']","['ncbi:76153', 'gbif:4089680']",Dictyolimon macrorrhabdos,both,714069,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Dictyolimon,,Dictyolimon macrorrhabdos,5268475,916750,99252,216628,532273,714068,,[],species
digitalis obscura,False,False,Digitalis obscura,ICN,1.0,digitalis obscura,[],False,False,Digitalis obscura,1027883.0,species,ott3.3draft1,[],"['ncbi:202408', 'gbif:5559052']",Digitalis obscura,both,1027883,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,,Digitalis obscura,5268475,916750,99252,23736,1041309,75208,,[],species
disocactus eichlamii,False,False,Disocactus eichlamii,ICN,1.0,disocactus eichlamii,[],False,False,Disocactus eichlamii,6034795.0,species,ott3.3draft1,"['Epiphyllum eichlamii', 'Phyllocactus eichlamii']","['ncbi:1789621', 'gbif:3949749']",Disocactus eichlamii,both,6034795,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Disocactus,,Disocactus eichlamii,5268475,916750,99252,216628,584111,920678,,[],species
draba rigida,False,False,Draba rigida,ICN,1.0,draba rigida,[],False,False,Draba rigida,7829.0,species,ott3.3draft1,"['Draba bryoides', 'Draba dicranoides', 'Draba imbricata', 'Draba rigida bryoides', 'Draba rigida rigida']","['ncbi:169070', 'gbif:3049617']",Draba rigida,both,7829,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,,Draba rigida,5268475,916750,99252,8844,309271,745922,,[],species
drimia undata,False,False,Drimia undata,ICN,1.0,drimia undata,[],False,False,Drimia undata,592363.0,species,ott3.3draft1,"['Charybdis undulata', 'Drimia undata caeculi', 'Prospero undulatum publ', 'Scilla undulata', 'Strepsiphyla undulata', 'Urginea undulata', 'Urginea undulata caeculi']","['ncbi:81802', 'gbif:2776737']",Drimia undata,both,592363,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Drimia,,Drimia undata,5268475,916750,99252,557124,47206,85754,,[],species
drosera intermedia,False,False,Drosera intermedia,ICN,1.0,drosera intermedia,[],False,False,Drosera intermedia,720644.0,species,ott3.3draft1,"['Drosera americana', 'Drosera capillaris brasiliensis', 'Drosera foliosa', 'Drosera intermedia americana', 'Drosera intermedia caulescens', 'Drosera intermedia chloroglandulosa', 'Drosera intermedia coruscans', 'Drosera intermedia corymbosa', 'Drosera intermedia elatior', 'Drosera intermedia erecta', 'Drosera intermedia gracilis', 'Drosera intermedia leucoglandulosa', 'Drosera intermedia natans', 'Drosera intermedia ramosa', 'Drosera intermedia roraimae', 'Drosera intermedia subcaulescens', 'Drosera intermedia tenuis', 'Drosera intermedia vulgaris', 'Drosera longifolia caulescens', 'Drosera longifolia foliosa', 'Drosera media', 'Rorella intermedia']","['ncbi:463625', 'gbif:3191157', 'irmng:10588417']",Drosera intermedia,both,720644,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,,Drosera intermedia,5268475,916750,99252,216628,14966,14968,,[],species
drosera rotundifolia,False,False,Drosera rotundifolia,ICN,1.0,drosera rotundifolia,[],False,False,Drosera rotundifolia,845045.0,species,ott3.3draft1,"['Drosera corsica', 'Drosera rotundifolia bracteata', 'Drosera rotundifolia breviscapa', 'Drosera rotundifolia comosa', 'Drosera rotundifolia corsica', 'Drosera rotundifolia cristata', 'Drosera rotundifolia distachya', 'Drosera rotundifolia furcata', 'Drosera rotundifolia genuina', 'Drosera rotundifolia gracilis', 'Drosera rotundifolia longipetiolata', 'Drosera rotundifolia maritima', 'Drosera rotundifolia pygmaea', 'Drosera rotundifolia rotundifolia', 'Drosera septentrionalis', 'Drosera septentrionalis rotundifolia', 'Rorella rotundifolia', 'Rossolis rotundifolia', 'Rossolis septentrionalis']","['ncbi:173423', 'gbif:3191030', 'irmng:11157533']",Drosera rotundifolia,both,845045,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,,Drosera rotundifolia,5268475,916750,99252,216628,14966,14968,,[],species
echium candicans,False,False,Echium candicans,ICN,1.0,echium candicans,[],False,False,Echium candicans,492065.0,species,ott3.3draft1,"['Argyrexias candicans', 'Echium fastuosum', 'Echium maderense', 'Echium marianum', 'Echium pallidum', 'Echium pavonianum', 'Echium sp. KFM-2002', 'Echium truncatum']","['ncbi:113430', 'gbif:7551118', 'irmng:11416483']",Echium candicans,both,492065,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,Echium candicans,5268475,916750,99252,5261925,147029,411085,,[],species
echium russicum,False,False,Echium russicum,ICN,1.0,echium russicum,[],False,False,Echium russicum,681836.0,species,ott3.3draft1,[],['ncbi:34251'],Echium russicum,both,681836,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,Echium russicum,5268475,916750,99252,5261925,147029,411085,,[],species
echium wildpretii,False,False,Echium wildpretii,ICN,1.0,echium wildpretii,[],False,False,Echium wildpretii,441794.0,species,ott3.3draft1,[],"['ncbi:113456', 'gbif:7295503']",Echium wildpretii,both,441794,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,Echium wildpretii,5268475,916750,99252,5261925,147029,411085,,[],species
eremogone hookeri,False,False,Eremogone hookeri,ICN,1.0,eremogone hookeri,[],False,False,Eremogone hookeri,5143911.0,species,ott3.3draft1,"['Arenaria hookeri', 'Arenaria hookeri desertorum', 'Eremogone hookeri desertorum']","['ncbi:2029526', 'gbif:8606410', 'irmng:10193812']",Eremogone hookeri,both,5143911,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Eremogone,,Eremogone hookeri,5268475,916750,99252,216628,317818,291840,,[],species
erica scoparia,True,False,Aricia scoparia,ICZN,0.8666666746139526,erica scoparia,[],False,False,Myopina scoparia,4361604.0,species,ott3.3draft1,['Aricia scoparia'],"['gbif:1575346', 'irmng:11091801']",Myopina scoparia,both,4361604,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Myopina,,Myopina scoparia,691846,632179,1062253,661378,113807,4361601,,[],species
erysimum cheiranthoides,False,False,Erysimum cheiranthoides,ICN,1.0,erysimum cheiranthoides,[],False,False,Erysimum cheiranthoides,36287.0,species,ott3.3draft1,"['Cheiranthus cheiranthoides', 'Cheirinia cheiranthoides', 'Conringia turritoides', 'Erysimum brevifolium', 'Erysimum cheiranthoides cheiranthoides', 'Erysimum cheiranthoides pygmaea', 'Erysimum cheiranthoides umbrosa', 'Erysimum japonicum', 'Erysimum parviflorum']","['ncbi:330168', 'gbif:3048266', 'irmng:10459992']",Erysimum cheiranthoides,both,36287,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,,Erysimum cheiranthoides,5268475,916750,99252,8844,309271,1037337,,[],species
