idTaxon,matched_name,fuzzy_match_score
Ficus benjamina L.,Ficus benjamina,95
Ficus aspera G. Forst.,Ficus aspera,90
Festuca valesiaca aggr.,Festuca valesiaca,95
Festuca valesiaca Gaudin,Festuca valesiaca,95
Festuca rubra L. s.l.,Festuca rubra,90
Festuca paniculata (L.) Schinz et Thell.,Festuca paniculata,90
Festuca ovina L.,Festuca ovina,95
Festuca arundinacea Schrb. s.l.,Festuca arundinacea,90
Ferula gummosa Boiss.,Ferula gummosa,95
Ferula communis L.,Ferula communis,95
Ferraria crispa Burm. subsp. crispa,Ferraria crispa,90
Ferocactus wislizenii,Ferocactus wislizenii,100
Ferocactus robustus (Pfeiff.) Britton & Rose,Ferocactus robustus,90
Ferocactus recurvus (Mill.) Borg,Ferocactus herrerae,86
Ferocactus pilosus (Salm-Dyck) Werderm.,Ferocactus pilosus,90
Ferocactus histrix (DC.) G.E. Linds,Ferocactus histrix,90
Ferocactus herrerae var. brevispinus,Ferocactus herrerae,90
Ferocactus herrerae,Ferocactus herrerae,100
Ferocactus glaucescens (DC.) Britton et Rose,Ferocactus glaucescens,90
Fenestraria rhopalophylla subsp. aurantiaca (N.E. Br.) H.E.K. Hartmann,Fenestraria rhopalophylla,90
Fedia cornucopiae (L.) Gaertn.,Fedia cornucopiae,90
Faucaria tuberculosa (Rolfe) Schwantes,Faucaria tuberculosa,90
Faucaria tigrina (Haw.) Schwantes,Faucaria tigrina,90
Faucaria britteniae L. Bolus,Faucaria britteniae,95
Fargesia robusta T.P. Yi 'Campbell',Fargesia robusta,90
Fallopia convolvulus (L.) A. LÃ¶ve,Fallopia convolvulus,90
Fallopia baldschuanica (Regel) Holub,Fallopia baldschuanica,90
Falcaria vulgaris Bernh.,Falcaria vulgaris,95
Fagus sylvatica L. var. purpurea,Fagus sylvatica,90
Fagus sylvatica L. var. pendula,Fagus sylvatica,90
Fagus sylvatica L. 'Purpurea Tricolor',Fagus sylvatica,90
Fagus sylvatica L.,Fagus sylvatica,95
Fagopyrum esculentum Moench,Fagopyrum esculentum,95
Exochorda racemosa (Lindl.) Rehder,Exochorda racemosa,90
Eurybia schreberi (Nees) Nees,Eurybia schreberi,90
Euphorbia triangularis Desf.,Euphorbia triangularis,95
Euphorbia stricta L.,Euphorbia stricta,95
Euphorbia stenoclada Baill.,Euphorbia stenoclada,95
Euphorbia stellata Willd.,Euphorbia stellata,95
Euphorbia semiperfoliata Viv.,Euphorbia semiperfoliata,95
Euphorbia resinifera O. Berg,Euphorbia resinifera,95
Euphorbia platyphyllos L.,Euphorbia platyphyllos,96
Euphorbia peplus L.,Euphorbia peplus,95
Euphorbia palustris L.,Euphorbia palustris,95
Euphorbia obesa Hook. f. MÃ¢le,Euphorbia obesa,90
Euphorbia nicaeensis All. s.l.,Euphorbia nicaeensis,95
Euphorbia myrsinites L.,Euphorbia myrsinites,95
Euphorbia milii Des Moul. var. milii,Euphorbia milii,90
Euphorbia meloformis subsp. valida (N.E. Br.) G.D. Rowley,Euphorbia meloformis,90
Euphorbia marginata Pursh,Euphorbia marginata,95
Euphorbia leuconeura Boiss.,Euphorbia leuconeura,95
Euphorbia lathyris L.,Euphorbia lathyris,95
Euphorbia illirica Lam.,Euphorbia illirica,95
Euphorbia griffithii Hook. f.,Euphorbia griffithii,95
Euphorbia grandidens Haw.,Euphorbia grandidens,95
Euphorbia flavicoma DC.,Euphorbia flavicoma,95
Euphorbia exigua L.,Euphorbia exigua,95
Euphorbia epithymoides L.,Euphorbia epithymoides,96
Euphorbia dulcis L.,Euphorbia dulcis,95
Euphorbia cyparissias L.,Euphorbia cyparissias,95
Euphorbia characias L.,Euphorbia characias,95
Euphorbia canariensis L.,Euphorbia canariensis,95
Euphorbia caerulescens Haw.,Euphorbia caerulescens,95
Euphorbia bubalina Boiss.,Euphorbia bubalina,95
Euphorbia avasmontana Dinter,Euphorbia avasmontana,95
Euphorbia amygdaloides L.,Euphorbia amygdaloides,96
Eupatorium cannabinum L.,Eupatorium cannabinum,95
Euonymus fortunei Hand.- Mazz. 'Coloratus',Euonymus fortunei,90
Euonymus europaeus L.,Euonymus europaeus,95
Euonymus alatus Sieb.,Euonymus alatus,95
Eulophia aculeata (L.f.) Spreng.,Eulophia aculeata,90
Eugenia uniflora L.,Eugenia uniflora,95
Eucommia ulmoides Oliv.,Eucommia ulmoides,95
Eucomis comosa (Houtt.) H.R. Wehrh.,Eucomis comosa,90
Eucomis bicolor Baker,Eucomis bicolor,95
Eucharis grandiflora Planch. et Linden,Eucharis grandiflora,90
Espostoa lanata (Kunth) Britton et Rose,Espostoa lanata,90
Eschscholzia californica Cham.,Eschscholzia californica,95
Escallonia virgata Pers. 'Donard Seedling',Escallonia virgata,90
Escallonia virgata (Ruiz & Pav.) Pers.,Escallonia virgata,90
Erythroxylum coca Lam var. coca,Erythroxylum coca,90
Erythronium dens-canis L.,Erythronium dens-canis,96
Erythrina crista-galli L.,Erythrina crista-galli,96
Erysimum virgatum Roth,Erysimum virgatum,95
Erysimum rupestre DC.,Erysimum rupestre,95
Erysimum rhaeticum (Hornem.) DC.,Erysimum rhaeticum,90
Erysimum repandum L.,Erysimum repandum,95
Erysimum perofskianum Fisch. et C.A. Mey.,Erysimum perofskianum,90
Erysimum kotschyanum J.Gay,Erysimum kotschyanum,95
Erysimum cheiri (L.) Crantz,Erysimum cheiri,90
Erysimum cheiranthoides L.,Erysimum cheiranthoides,96
Eryngium yuccifolium Michx.,Eryngium yuccifolium,95
Eryngium planum L.,Eryngium planum,95
Eryngium glaciale Boiss.,Eryngium glaciale,95
Eryngium giganteum M. Bieb.,Eryngium giganteum,95
Eryngium creticum Lam.,Eryngium creticum,95
Eryngium campestre L.,Eryngium campestre,95
Eryngium bromeliifolium F. Delaroche,Eryngium alpinum,86
Eryngium bourgatii Gouan,Eryngium bourgatii,95
Eryngium amethystinum L.,Eryngium amethystinum,95
Eryngium alpinum L.,Eryngium alpinum,95
Eruca sativa Mill.,Eruca sativa,95
Erophila verna (L.) DC.,Erophila verna,90
Erodium pelargoniflorum Boiss. & Heldr.,Erodium pelargoniflorum,90
Erodium manescavii Coss.,Erodium manescavii,95
Erodium gruinum L'HÃ©r.,Erodium gruinum,95
Erodium cicutarium (L.) L'HÃ©r.,Erodium cicutarium,90
Eritrichium canum (Benth.) Kitam.,Eritrichium canum,90
Eriophorum vaginatum L.,Eriophorum vaginatum,95
Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri,95
Eriophorum latifolium Hoppe,Eriophorum latifolium,95
Eriophorum angustifolium Honck.,Eriophorum angustifolium,95
Eriocephalus africanus L.,Eriocephalus africanus,96
Eriocactus sp.,Eriocactus,95
Erinus alpinus L.,Erinus alpinus,95
Erinacea anthyllis Link,Erinacea anthyllis,95
Erigeron uniflorus L.,Erigeron uniflorus,95
Erigeron scopulinus G.L. Nesom et V.D. Roth,Erigeron scopulinus,90
Erigeron karvinskianus DC.,Erigeron karvinskianus,95
Erigeron glaucus Ker - Gawl.,Erigeron glaucus,90
Erigeron glabratus Bluff et Fingerh.,Erigeron acer,86
Erigeron gaudinii BrÃ¼gger,Erigeron gaudinii,95
Erigeron acer L. s.l.,Erigeron acer,90
Erica vagans L.,Eria vagans,88
Erica terminalis Salisb.,Helicia terminalis,73
Erica scoparia L.,Aricia scoparia,84
Eria velutina Lodd.,Eria velutina,95
Eria hyazinthoides Lindl.,Eria ambrosia,86
Eria ambrosia Schltr.,Eria ambrosia,90
Eremurus stenophyllus (Boiss. et Buhse) Baker subsp. stenophyllus,Eremurus stenophyllus,90
Eremurus robustus (Regel) Regel,Eremurus robustus,90
Eremurus himalaicus Baker,Eremurus himalaicus,95
Eremurus fuscus (O.Fedtsch.) Vved.,Eremurus fuscus,90
Eremogone hookeri (Torr. & A.Gray) W.A. Weber,Eremogone hookeri,90
Eranthis hyemalis (L.) Salisb.,Eranthis hyemalis,90
Eranthis cilicica Schott et Kotschy,Eranthis cilicica,90
Eragrostis tef (Zuccagni) Trotter,Eragrostis tef,90
Equisetum ramosissimum Desf.,Equisetum ramosissimum,95
Equisetum hyemale L.,Equisetum hyemale,95
Equisetum arvense L.,Equisetum arvense,95
Episcia punctata (Lindl.) Hanst.,Episcia punctata,90
Episcia dianthiflora H.E. Moore et R. G. Wilson,Episcia dianthiflora,90
Episcia cupreata Hanst.,Episcia cupreata,95
Epipremnum pinnatum (L.) Engl.,Epipremnum pinnatum,90
Epiphyllum sp.,Epiphyllum,95
Epiphyllum rubrocoronatum (Kimn.) Dodson et Gentry,Epiphyllum,90
Epipactis palustris (L.) Crantz,Epipactis palustris,90
Epipactis helleborine (L.) Crantz,Epipactis helleborine,90
Epipactis gigantea Douglas,Epipactis gigantea,95
Epipactis atrorubens (Hoffm.) Besser,Epipactis atrorubens,90
Epimedium rubrum E. Morren,Epimedium rubrum,90
Epimedium pubigerum (DC.) C.Morren & Decne.,Epimedium pubigerum,90
Epimedium pinnatum subsp. colchicum (Boiss.) N. Busch,Epimedium pinnatum,90
Epimedium alpinum L.,Epimedium alpinum,95
Epilobium parviflorum Schreb.,Epilobium parviflorum,95
Epilobium montanum L.,Epilobium montanum,95
Epilobium komarovianum H. LÃ©v.,Epilobium komarovianum,95
Epilobium hirsutum L.,Epilobium hirsutum,95
Epilobium fleischeri Hochst.,Epilobium fleischeri,95
Epilobium dodonaei Vill.,Epilobium dodonaei,95
Epilobium angustifolium L.,Epilobium angustifolium,96
Epidendrum schlechterianum Ames,Epidendrum schlechterianum,95
Ephedra helvetica C.A. Mey.,Ephedra helvetica,90
Ephedra fragilis Desf. s.l. Femelle,Ephedra fragilis,90
Ensete lasiocarpum (Franch.) Cheesman,Stylophorum lasiocarpum,86
Encyclia cochleata LemÃ©e,Encyclia cochleata,95
Encyclia baculus Dres. et Poll.,Encyclia baculus,90
Encyclia Hybr. 'Cordoba',Encyclia baculus,64
Encephalartos ferox G. Bertol.,Encephalartos ferox,90
Empetrum nigrum subsp. hermaphroditum (Hagerup) BÃ¶cher,Empetrum nigrum,90
Emilia coccinea (Sims) G. Don,Emilia coccinea,90
Elyna myosuroides (Vill.) Fritsch,Elyna myosuroides,90
Elymus caninus (L.) L.,Elymus caninus,90
Elsholtzia stauntoni Benth.,Elsholtzia stauntoni,95
Elodea canadensis Michx.,Elodea canadensis,95
Eleutherococcus setchuenensis (Harms) Sakai s.l.,Eleutherococcus setchuenensis,90
Eleutherococcus senticosus (Rupr. et Maxim.) Maxim.,Eleutherococcus senticosus,90
Eleusine coracana (L.) Gaertn.,Eleusine coracana,90
Elettaria major Sm.,Elettaria major,95
Elettaria cardamomum (L.) Maton,Elettaria cardamomum,90
Eleocharis vivipara Link,Eleocharis vivipara,95
Eleocharis quinqueflora (Hartmann) O. Schwarz,Eleocharis quinqueflora,90
Eleocharis palustris (L.) Roem. et Schult.,Eleocharis palustris,90
Elaeagnus umbellata Thunb.,Elaeagnus umbellata,95
Elaeagnus pungens Thunb. 'Maculata',Elaeagnus pungens,90
Elaeagnus angustifolia L.,Elaeagnus angustifolia,96
Eichhornia crassipes (Mart.) Solms,Pontederia crassipes,86
Edraianthus dalmaticus (A. DC.) A. DC.,Edraianthus dalmaticus,90
Edgeworthia papyrifera Siebold et Zucc.,Edgeworthia papyrifera,90
Echium wildpretii Hook. f.,Echium wildpretii,95
Echium vulgare L.,Echium vulgare,95
Echium russicum J.F. Gmel.,Echium russicum,90
Echium lusitanicum L. subsp. lusitanicum,Echium lusitanicum,90
Echium candicans L. f.,Echium candicans,95
Echinospartum horridum (Vahl) Rothm.,Echinospartum horridum,90
Echinopsis strigosa (Salm-Dyck) Friedrich et G.D. Rowely,Echinopsis,90
Echinopsis spachina,Echinopsis,90
Echinopsis sp.,Echinopsis,95
Echinopsis mamillosa GÃ¼rke,Echinopsis mamillosa,95
Echinopsis chiloensis (Colla) Friedrich et G.D. Rowley,Echinopsis chiloensis,90
Echinopsis candicans (Salm-Dyck) D.R. Hunt,Echinopsis candicans,90
Echinopsis aurea Britton et Rose,Echinopsis aurea,90
Echinopsis atacamensis subsp. pasacana (F.A.C. Weber) G. Navarro,Echinopsis atacamensis,90
Echinops sphaerocephalus L.,Echinops sphaerocephalus,96
Echinodorus grandiflorus Micheli fo. floribundus,Echinodorus grandiflorus,90
Echinochloa crus-galli (L.) P. Beauv.,Echinochloa crus-galli,90
Echinocereus viereckii var. morricalii (Riha) N.P. Taylor,Echinocereus viereckii,90
Echinocereus viereckii Werderm.,Echinocereus viereckii,95
Echinocereus triglochidiatus Engelm.,Echinocereus triglochidiatus,95
Echinocereus salm-dyckianus Scheer,Echinocereus salm-dyckianus,95
Echinocereus knippelianus var. kruegeri (Glass et R.A. Foster) Glass.,Echinocereus knippelianus,90
Echinocereus engelmanni (Parry) Lem.,Echinocereus blankii,86
Echinocereus blanckii (Poselg.) Palme19r,Echinocereus engelmannii,86
Echinocactus platyacanthus Link et Otto var. platyacanthus,Echinocactus platyacanthus,90
Echinocactus grusonii Hildmann,Echinocactus grusonii,95
Echinocactus grusonii Hildm. var. brevispinus,Echinocactus grusonii,90
Echinacea purpurea (L.) Moench,Echinacea purpurea,90
Echinacea pallida (Nutt.) Nutt.,Echinacea pallida,90
Echidnopsis cereiformis Hook f.,Echidnopsis cereiformis,95
Echeveria x titubanus,x Astroworthia,86
Echeveria x pulchella A. Berger,Echeveria bicolor,86
Echeveria setosa Moran var. minor,Echeveria setosa,90
Echeveria leucotricha J.A. Purpus,Echeveria leucotricha,90
Echeveria laui Moran & J.MeyrÃ¡n,Echeveria bicolor,86
Echeveria elegans Rose,Echeveria elegans,95
"Echeveria cuicatecana J.Reyes, Joel PÃ©rez & Brachet",Echeveria cuicatecana,90
Echeveria coccinea (Cav.) DC.,Echeveria coccinea,90
Echeveria bicolor (Kunth) E. Walther,Echeveria bicolor,90
Eccremocarpus scaber Ruiz et Pav.,Eccremocarpus scaber,90
Ecballium elaterium (L.) A. Rich.,Ecballium elaterium,90
Dysphania ambrosioides (L.) Mosyakin & Clemants,Chenopodium ambrosioides,86
Dyckia sulphurea C. Koch,Dyckia sulphurea,90
Dyckia rariflora Schult. et Schult. f.,Dyckia rariflora,90
Duvalia modesta N.E. Br.,Duvalia modesta,90
Duchesnea indica (Jacks.) Focke,Duchesnea indica,90
Dryopteris remota (DÃ¶ll) Druce,Dryopteris remota,90
Dryopteris filix-mas (L.) Schott,Dryopteris filix-mas,90
Dryopteris dilatata (Hoffm.) A. Gray,Dryopteris dilatata,90
Dryopteris cristata (L.) A. Gray,Dryopteris cristata,90
Dryopteris clintoniana (D.C. Eat.) Dowell,Dryopteris clintoniana,90
Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana,90
Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteris affinis,90
Dryas octopetala L.,Dryas octopetala,95
Dryas drummondii Hook.,Dryas drummondii,95
Drosophyllum lusitanicum (L.) Link,Drosophyllum lusitanicum,95
Drosera Ã badgerupii Cheek,Drosera,90
Drosera spathulata Labill.,Drosera spathulata,95
Drosera rotundifolia L.,Drosera rotundifolia,95
Drosera pulchella x ericksoniae,Drosera pulchella,90
Drosera intermedia Hayne,Drosera intermedia,95
Drosera capensis L.,Drosera capensis,95
Drosera binata Labill.,Drosera binata,90
Drimia undata Stearn,Drimia undata,90
Drimia maritima (L.) Stearn,Drimia maritima,90
Dracula chestertonii (Rchb. f.) Luer,Dracula chestertonii,90
Dracocephalum ruyschiana L.,Dracocephalum ruyschiana,96
Dracocephalum moldavicum L.,Dracocephalum moldavica,90
Dracocephalum austriacum L.,Dracocephalum austriacum,96
Dracaena draco (L.) L.,Dracaena draco,90
Draba tomentosa Clairv.,Draba tomentosa,95
Draba sakuraii Makino,Draba sakuraii,90
Draba rigida var. bryoides (DC.) Boiss.,Draba rigida,90
Draba olympica Sibth.,Draba olympica,95
Draba muralis L.,Draba muralis,95
Draba magellanica Lam.,Draba magellanica,95
Draba kitadakensis Koidz,Draba kitadakensis,95
Draba incana L.,Draba incana,95
Draba hoppeana Rchb.,Draba hoppeana,95
Draba hispanica Boiss.,Draba hispanica,95
Draba fladnizensis Wulfen,Draba fladnizensis,95
Draba dubia Suter,Draba dubia,90
Draba aizoides L.,Draba aizoides,95
Dovyalis caffra Hook. f.,Dovyalis caffra,90
Dorycnium germanicum Rikli.,Dorycnium germanicum,95
Dorstenia urceolata Schott 'Variegata',Dorstenia urceolata,90
Dorstenia turneraefolia Fisch et May,Dorstenia turneraefolia,90
Dorstenia massoni Bur.,Dorstenia massonii,87
Dorstenia contrajerva L.,Dorstenia contrajerva,95
Dorotheanthus bellidiformis (Burm. ) N.E. Br.,Dorotheanthus bellidiformis,90
Doronicum pardalianches L.,Doronicum pardalianches,96
Doronicum grandiflorum Lam.,Doronicum grandiflorum,95
Doronicum columnae Ten.,Doronicum columnae,95
Doronicum clusii (All.) Tausch,Doronicum clusii,90
Doronicum austriacum Jacq.,Doronicum austriacum,95
Dodecatheon pulchellum subsp. cusickii (Greene) Calder,Dodecatheon pulchellum,90
Dodecatheon meadia L.,Dodecatheon meadia,95
Diuris sulphurea R.Br.,Diuris sulphurea,95
Diuris recurva D.L.Jones,Diuris recurva,90
Diuris orientis D.L.Jones,Diuris orientis,90
Diuris drummondii Lindl.,Diuris drummondii,95
Diuris brevifolia x aurea,Diuris brevifolia,95
Diuris behrii Schltdl.,Diuris behrii,90
Diuris amplissima D.L.Jones,Diuris amplissima,90
Disocactus eichlamii (Weing.) Britton & Rose,Disocactus eichlamii,90
Dischidia bengalensis Colebr.,Dischidia bengalensis,95
Disa graminifolia Ker Gawl.,Disa graminifolia,90
Dipteronia sinensis Oliv.,Dipteronia sinensis,95
Dipsacus sativus (L.) Honck.,Dipsacus sativus,90
Dipsacus fullonum L.,Dipsacus sativus,64
Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,95
Diospyros lotus L. Femelle,Diospyros lotus,90
Diospyros kaki L. f.,Diospyros kaki,95
Dioscorea sylvatica (Kunth) Eckl.,Dioscorea sylvatica,90
Dioscorea bulbifera L.,Dioscorea bulbifera,95
Dionaea muscipula J. Ellis,Dionaea muscipula,90
Dimorphotheca ecklonis DC.,Dimorphotheca ecklonis,95
Digitaria sanguinalis (L.) Scop.,Digitaria sanguinalis,95
Digitalis purpurea L.,Digitalis purpurea,95
Digitalis obscura L.,Digitalis obscura,95
Digitalis lutea L.,Digitalis lutea,95
Digitalis lanata Ehrh.,Digitalis lanata,95
Digitalis grandiflora Mill.,Digitalis grandiflora,95
Digitalis ferruginea L.,Digitalis ferruginea,95
Diervilla sessilifolia Buckley 'Cool Splash',Diervilla sessilifolia,90
Dierama pendulum (L. f.) Baker,Dierama pendulum,90
Dierama igneum Klatt,Dierama igneum,95
Dieffenbachia seguine (Jacq.) Schott 'Picturata',Dieffenbachia seguine,90
Dieffenbachia seguine (Jacq.) Schott 'Jenmannii',Dieffenbachia seguine,90
Dieffenbachia amoena Gentil,Dieffenbachia amoena,95
Dicyrta warscewicziana Regel,Dicyrta warzcewicziana,84
Dictyolimon macrorrhabdos (Boiss.) Rech. f.,Dictyolimon macrorrhabdos,90
Dictamnus albus L.,Dictamnus albus,95
Dicranostigma leptopodum (Maxim.) Fedde,Dicranostigma leptopodum,90
Dicentra formosa (Andrews) Walp.,Dicentra formosa,90
Dianthus webianus Vis.,Dianthus webbianus,87
Dianthus viscidus Bory et Chaub.,Dianthus viscidus,90
Dianthus sylvestris subsp. longicaulis (Ten.) Greuter et Burdet,Dianthus sylvestris,90
Dianthus sylvestris Wulfen subsp. sylvestris,Dianthus sylvestris,90
Dianthus superbus L. s.l.,Dianthus superbus,95
Dianthus sternbergii Sieber subsp. sternbergii,Dianthus sternbergii,90
Dianthus seguieri Vill.,Dianthus seguieri,95
"Dianthus pungens subsp. brachyanthus (Boiss.) B.Fern.Casas, G.Lopez et M.Lainz",Dianthus pungens,90
Dianthus pontederae A. Kern,Dianthus pontederae,95
Dianthus petraeus Waldst. et Kit.,Dianthus petraeus,90
Dianthus pavonius Tausch,Dianthus pavonius,95
Dianthus knappii (Pant.) BorbÃ¡s,Dianthus knappii,90
Dianthus hyssopifolius L.,Dianthus hyssopifolius,96
Dianthus haematocalix subsp. pindicola (Vierh.) Hayek,Dianthus arpadianus,86
Dianthus glacialis Haenke,Dianthus glacialis,95
Dianthus giganteus d'Urv.,Dianthus giganteus,95
Dianthus furcatus Balb.,Dianthus furcatus,95
Dianthus deltoides L.,Dianthus deltoides,95
Dianthus collinus Waldst. et Kit.,Dianthus collinus,90
Dianthus cintranus Boiss. et Reuter,Dianthus cintranus,90
Dianthus chinensis L.,Dianthus chinensis,95
Dianthus caryophyllus L.,Dianthus caryophyllus,95
Dianthus carthusianorum L. subsp. carthusianorum,Dianthus carthusianorum,90
Dianthus barbatus L.,Dianthus barbatus,95
Dianthus arpadianus Ade et Bornm.,Dianthus arpadianus,90
Dianthus armeria L.,Dianthus armeria,95
Dianthus arenarius L.,Dianthus arenarius,95
Dianthus alpinus L.,Dianthus alpinus,95
Deutzia scabra Thunb. 'Pride of Rochester',Deutzia scabra,90
Desmodium canadense DC.,Desmodium canadense,95
Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa,90
Derris elliptica Benth.,Derris elliptica,95
Dendrochilum filiforme Lindl.,Dendrochilum filiforme,95
Dendrochilum cobbianum Rchb. f.,Dendrochilum cobbianum,95
Dendrobium thyrsiflorum B.S. Williams,Dendrobium,90
Dendrobium tetragonum Lindl.,Dendrobium tetragonum,95
Dendrobium speciosum Sm.,Dendrobium speciosum,95
Dendrobium sp.,Dendrobium,95
Dendrobium senile Parish et Rchb. f.,Dendrobium senile,90
Dendrobium parishii Rchb. f.,Dendrobium parishii,95
Dendrobium nobile Lindl.,Dendrobium nobile,95
Dendrobium moschatum Sw.,Dendrobium moschatum,95
Dendrobium kingianum Bidwill,Dendrobium kingianum,95
Dendrobium fimbriatum Hook,Dendrobium fimbriatum,95
Dendrobium densiflorum Wall.,Dendrobium densiflorum,95
Dendrobium aphyllum (Roxb.) C.E.C. Fisch.,Dendrobium aphyllum,90
Delphinium vestitum Royle,Delphinium vestitum,95
Delphinium staphisagria L.,Delphinium staphisagria,96
Delphinium semibarbatum Boiss. cv 'Sulphur Spike',Delphinium semibarbatum,90
Delphinium grandiflorum L.,Delphinium grandiflorum,96
Delphinium elatum L.,Delphinium elatum,95
Delphinium caucasicum C.A.Mey,Delphinium caucasicum,95
Delphinium brunonianum Royle,Delphinium brunonianum,95
Decaisnea insignis (Griff.) Hook.f. & Thomson,Decaisnea insignis,90
Davidia involucrata Baill. s.l.,Davidia involucrata,90
Davallia canariensis (L.) Sm.,Davallia canariensis,95
Davallia bullata Wall.,Davallia bullata,95
