idTaxon,matched_name,fuzzy_match_score
Jasminum parkeri Dunn,Jasminum parkeri,95
Jasminum nudiflorum Lindl.,Jasminum nudiflorum,95
Jasminum fruticans L.,Jasminum fruticans,95
Jasminum beesianum Forrest et Diels,Jasminum beesianum,90
Jasione montana L.,Jasione montana,95
Jasione laevis Lam.,Jasione laevis,95
Ixiolirion tataricum (Pall.) Schult. et Schult. f.,Ixiolirion tataricum,90
Isopyrum thalictroides L.,Isopyrum thalictroides,96
Isolatocereus dumortieri (Scheidw.) Backeb.,Isolatocereus dumortieri,90
Isodon japonicus var. glaucocalyx (Maxim.) H.W. Li,Isodon japonicus,90
Ismelia carinata (Schousb.) Sch. Bip.,Ismelia carinata,90
Isatis tinctoria L.,Isatis tinctoria,95
Iris x germanica L.,Iris haynei,86
Iris winogradowii Fomin,Iris winogradowii,95
Iris wattii Baker,Iris wattii,90
Iris unguicularis subsp. cretensis (Janka) A.P. Davis et S.L. Jury,Iris unguicularis,90
Iris tuberosa L.,Iris tuberosa,95
Iris tectorum Maxim.,Iris tectorum,95
Iris taochia Grossheim,Iris taochia,90
Iris spuria L. subsp. spuria,Iris sintenisii,86
Iris spuria L.,Iris pumila,75
Iris sintenisii Janka,Iris sintenisii,95
Iris sibirica L.,Iris sibirica,95
Iris sanguinea Donn.,Iris sanguinea,95
Iris sanguinea Donn var. sanguinea,Iris sanguinea,90
Iris ruthenica Ker-Gawl.,Iris ruthenica,90
Iris reticulata M. Bieb.,Iris reticulata,90
Iris pumila subsp. attica (Boiss. et Heldr.) Hayek,Iris pumila,90
Iris pumila L.,Iris pumila,95
Iris pseudacorus L.,Iris pseudacorus,95
Iris prismatica Pursh,Iris prismatica,95
Iris persica L.,Iris persica,95
Iris pallida subsp. cengiali (Ambrosi) Foster,Iris pallida,90
Iris pallida Lam.,Iris pallida,95
Iris orientalis Mill.,Iris orientalis,95
Iris magnifica Vved.,Iris magnifica,95
Iris lutescens Lam.,Iris lutescens,95
Iris lusitanica Ker-Gawl.,Iris lusitanica,90
Iris lacustris Nutt.,Iris lacustris,95
Iris lactea Pall. fo. lactea,Androsace lactea,86
Iris kochii Stapf,Iris kochii,90
Iris humilis Georgi,Iris humilis,90
Iris hexagona Walter,Iris hexagona,90
Iris haynei Baker,Iris haynei,90
Iris graminea L.,Iris graminea,95
Iris forrestii Dykes,Iris forrestii,95
Iris foetidissima L.,Iris foetidissima,95
Iris ensata Thunb.,Iris ensata,90
Iris crocea R.C. Foster,Iris crocea,90
Iris chrysographes Dykes,Iris chrysographes,95
Iris bucharica Forster,Iris bucharica,90
Iris bloudowii Ledeb.,Iris bloudowii,95
Iris biglumis Vahl.,Iris biglumis,95
Iresine lindenii Van Houtte,Iresine lindenii,90
Ipomoea tricolor Cav. 'Praecox',Ipomoea tricolor,90
Ipomoea quamoclit L.,Ipomoea quamoclit,95
Ipomoea purpurea (L.) Roth,Ipomoea purpurea,90
Ipomoea muricata (L.) Jacq.,Ipomoea muricata,90
Ipomoea lobata (Cerv.) Thell.,Ipomoea lobata,90
Ipomoea hederacea Jacq.,Ipomoea hederacea,95
Ipomoea desmophylla Choisy,Ipomoea desmophylla,95
Ipomoea batatas (L.) Lam.,Ipomoea batatas,90
Ipheion uniflorum Raf.,Ipheion uniflorum,95
Inula salicina L.,Inula salicina,95
Inula hirta L.,Inula hirta,95
Inula helvetica Weber,Inula helvetica,95
Inula helenium L.,Inula helenium,95
Inula ensifolia L.,Inula ensifolia,95
Inga edulis Mart.,Inga edulis,95
Indigofera tinctoria L.,Indigofera tinctoria,95
Indigofera potaninii Craib.,Indigofera potaninii,95
Indigofera gerardiana Graham,Indigofera gerardiana,95
Incarvillea zhongdianensis Grey-Wilson,Incarvillea zhongdianensis,95
Incarvillea sinensis Lam.,Incarvillea sinensis,95
Impatiens x new guinea,x Astroworthia,86
Impatiens walleriana Hook. f.,Impatiens walleriana,95
Impatiens scabrida DC.,Impatiens scabrida,95
Impatiens platypetala Lindl.,Impatiens platypetala,95
Impatiens congolensis G.M. Schulze et R. Wilezek,Impatiens congolensis,90
Impatiens balsamina L.,Impatiens balsamina,95
Ilex verticillata (L.) A. Gray,Ilex verticillata,90
Ilex paraguariensis St. Hil.,Quercus ilex,86
Ilex crenata Thunb.,Ilex crenata,90
Ilex aquifolium L. mÃ¢le,Ilex aquifolium,90
Ilex aquifolium L. femelle,Ilex aquifolium,90
Ilex aquifolium L. 'Aureomarginata',Ilex aquifolium,90
Iberis sempervirens L.,Iberis sempervirens,95
Iberis saxatilis L.,Iberis saxatilis,95
Iberis pruitii Tineo,Iberis pruitii,95
Iberis corifolia Sweet.,Iberis corifolia,95
Iberis amara L.,Iberis amara,95
Hystrix patula Moench,Hystrix patula,90
Hyssopus officinalis L.,Hyssopus officinalis,95
Hypoestes phyllostachya Baker,Hypoestes phyllostachya,95
Hypochaeris uniflora Vill.,Hypochaeris uniflora,95
Hypochaeris robertia Fiori,Hypochaeris robertia,95
Hypochaeris radicata L.,Hypochaeris radicata,95
Hypochaeris maculata L.,Hypochaeris maculata,95
Hypericum virginicum L.,Hypericum virginicum,95
Hypericum tomentosum L.,Hypericum tomentosum,95
Hypericum richeri Vill.,Hypericum richeri,95
Hypericum prolificum L.,Hypericum prolificum,95
Hypericum perforatum L. subsp. perforatum,Hypericum perforatum,90
Hypericum orientale L.,Hypericum orientale,95
Hypericum maculatum Crantz subsp. maculatum,Hypericum maculatum,90
Hypericum coris L.,Hypericum coris,95
Hypericum calycinum L.,Hypericum calycinum,95
Hypericum barbatum Jacq.,Hypericum barbatum,95
Hypericum ascyron L.,Hypericum ascyron,95
Hypericum annulatum Moris,Hypericum annulatum,95
Hypericum androsaemum L.,Hypericum androsaemum,95
Hyoseris radiata L. subsp. radiata,Hyoseris radiata,90
Hyoscyamus niger L.,Hyoscyamus niger,95
Hymenocallis speciosa Salisb.,Hymenocallis speciosa,95
Hylocereus undatus (Haw.) Britton et Rose,Hylocereus undatus,90
Hygroryza aristata (Retz.) Nees ex Wight & Arn.,Asperula aristata,86
Hydrocotyle vulgaris L.,Hydrocotyle vulgaris,95
Hydrocotyle verticillata Thunb.,Hydrocotyle verticillata,95
Hydrastis canadensis L.,Hydrastis canadensis,95
Hydrangea quercifolia W. Bartram,Hydrangea quercifolia,90
Hydrangea paniculata Siebold 'Grandiflora',Hydrangea paniculata,90
Hydrangea macrophylla (Murray) Ser.,Hydrangea macrophylla,90
Hydrangea aspera D. Don,Hydrangea aspera,95
Hydrangea arborescens subsp. discolor (Ser.) E.M. McClint.,Hydrangea arborescens,90
Hydrangea anomala subsp. petiolaris McClintock,Hydrangea anomala,90
Hydnophytum formicarum Jack,Hydnophytum formicarum,95
Hyacinthoides non-scripta (L.) Rothm.,Hyacinthoides non-scripta,95
Hyacinthoides hispanica (Mill.) Rothm.,Hyacinthoides hispanica,90
Hunnemannia fumariifolia Sweet,Begonia ulmifolia,64
Humulus lupulus L.,Humulus lupulus,95
Huernia sp.,Huernia,95
Huernia schneideriana A. Berger,Huernia,90
Hoya sp.,Hoya,90
Hoya linearis,Hoya linearis,100
Hoya carnosa (L. f.) R. Br. 'Tricolor',Hoya carnosa,90
Hoya carnosa (L. f.) R. Br. 'Krinkle 8',Hoya carnosa,90
Hoya carnosa (L. f.) R. Br.,Hoya carnosa,90
Hoya brevialata D. Kleijn et R. van Donkelaar,Hoya brevialata,90
Hoya australis Traill,Hoya australis,90
Howea forsteriana Becc.,Howea forsteriana,95
Hovenia dulcis Thunb.,Hovenia dulcis,95
Hottonia palustris L.,Hottonia palustris,95
Hosta sieboldiana (Hook.) Engl. var. sieboldiana,Hosta sieboldiana,90
Hosta montana Maekawa,Carex montana,86
Hosta minor (Baker) Nakai,Hosta minor,90
Horminum pyrenaicum L.,Horminum pyrenaicum,95
Hordeum vulgare subsp. vulgare convar. distichon (L.) Alef. 'Orge noire',Hordeum vulgare,90
Hordeum vulgare subsp. vulgare convar. distichon (L.) Alef. ' Orge paon',Hordeum vulgare,90
Hordeum vulgare subsp. spontaneum (K. Koch) Thell.,Hordeum vulgare,90
Hordeum vulgare L. subsp. vulgare convar. vulgare (orge Ã  six rangs),Hordeum vulgare,90
Hordeum vulgare L. subsp. vulgare convar. vulgare (orge Ã  quatre rangs),Hordeum vulgare,90
Hordeum vulgare L. subsp. vulgare convar. vulgare (orge nue) 'Oberwald',Hordeum vulgare,90
Hordeum vulgare L. subsp. vulgare convar. vulgare 'Cervoise',Hordeum vulgare,90
Hordeum murinum subsp. leporinum (Link) Arcang.,Hordeum murinum,90
Hordeum jubatum L.,Hordeum jubatum,95
Hordeum bulbosum L.,Hordeum bulbosum,95
Homogyne alpina (L.) Cass.,Homogyne alpina,90
Holothrix burchellii (Lindl.) Rchb.f.,Holothrix burchellii,90
Holodiscus dumosus (Hook.) A. Heller,Holodiscus dumosus,90
Holcus lanatus L.,Holcus lanatus,95
Hoffmannia discolor (Lem.) Hermsl.,Hoffmannia discolor,90
Hirschfeldia incana (L.) Lagr.-Foss.,Hirschfeldia incana,90
Hippuris vulgaris L.,Hippuris vulgaris,95
Hippophae rhamnoides L.,Hippophae rhamnoides,95
Hippocrepis unisiliquosa L.,Hippocrepis unisiliquosa,96
Hippocrepis emerus (L.) Lassen,Hippocrepis emerus,90
Hieracium villosum Jacq.,Hieracium valdepilosum,76
Hieracium valdepilosum Vill.,Hieracium valdepilosum,95
Hieracium umbellatum L.,Hieracium umbellatum,95
Hieracium tomentosum L.,Hieracium tomentosum,95
Hieracium schmidtii aggr.,Hieracium schmidtii,95
Hieracium sabaudum aggr.,Hieracium sabaudum,95
Hieracium piloselloides Vill.,Hieracium piloselloides,95
Hieracium pilosella L.,Hieracium pilosella,95
Hieracium peletierianum MÃ©rat,Hieracium cymosum,86
Hieracium murorum aggr.,Hieracium murorum,95
Hieracium laevigatum aggr.,Hieracium laevigatum,95
Hieracium glaucum All.,Hieracium glaucum,95
Hieracium eriophorum St.-Amans,Hieracium eriophorum,90
Hieracium cymosum L.,Hieracium cymosum,95
Hieracium bornmuelleri Freyn,Hieracium cymosum,86
Hieracium bombycinum Boiss. et Reut.,Hieracium bombycinum,90
Hieracium aurantiacum L.,Hieracium aurantiacum,95
Hieracium amplexicaule L.,Hieracium amplexicaule,96
Hibiscus trionum L.,Hibiscus trionum,95
Hibiscus tiliaceus L.,Hibiscus tiliaceus,95
Hibiscus syriacus L.,Hibiscus syriacus,95
Hibiscus sabdariffa L. s.l.,Hibiscus sabdariffa,95
Hibiscus moscheutos L.,Hibiscus moscheutos,95
Hibiscus cannabinus L.,Hibiscus cannabinus,95
Heuchera americana L. s.l.,Heuchera americana,95
Heteranthera zosterifolia Mart.,Heteranthera zosterifolia,95
Hessea breviflora Herb.,Viola biflora,62
Hesperis matronalis L.,Hesperis matronalis,95
Herniaria glabra L.,Herniaria glabra,95
Herniaria alpina Chaix,Herniaria alpina,95
Heptacodium miconioides Rehder,Heptacodium miconioides,95
Hepatica nobilis Schreb.,Hepatica nobilis,95
Hemerocallis multiflora Stout,Hemerocallis multiflora,95
Hemerocallis minor Mill.,Hemerocallis minor,95
Hemerocallis lilioasphodelus L.,Hemerocallis lilioasphodelus,97
Hemerocallis fulva (L.) L.,Hemerocallis fulva,95
Hemerocallis dumortieri C. Morren,Hemerocallis dumortieri,95
Helwingia japonica (Thunb.) F. Dietr.,Helwingia japonica,90
Helleborus viridis L.,Helleborus viridis,95
Helleborus purpurascens Waldst. et Kit.,Helleborus purpurascens,90
Helleborus odorus Waldst. et Kit.,Helleborus odorus,90
Helleborus niger L. s.l.,Helleborus niger,95
Helleborus niger L.,Helleborus niger,95
Helleborus foetidus L.,Helleborus foetidus,95
Helleborus bocconei Ten. subsp. bocconei,Helleborus bocconei,90
Helleborus atrorubens Waldst. et Kit.,Helleborus atrorubens,90
Heliotropium europaeum L.,Heliotropium europaeum,96
Heliotropium arborescens L.,Heliotropium arborescens,96
Heliopsis helianthoides var. scabra (Dunal) Fernald,Heliopsis helianthoides,90
Helictotrichon pubescens Pilg.,Helictotrichon pubescens,95
Heliconia pseudoaemygdiana Emygdio et E. Santos,Heliconia pseudoaemygdiana,90
Heliconia aurantiaca Ghiesbr.,Heliconia aurantiaca,95
Helichrysum stoechas (L.) Moench,Helichrysum stoechas,90
Helichrysum petiolare Hilliard et B.L. Burtt,Helichrysum petiolare,90
Helichrysum italicum (Roth) G. Don s.l,Helichrysum italicum,90
Helichrysum depressum (Hook.f.) Benth. et Hook.f.,Helichrysum depressum,90
Helichrysum compactum Boiss.,Helichrysum compactum,95
Helichrysum bracteatum Andrews,Helichrysum bracteatum,95
Helichrysum basalticum Hilliard,Helichrysum basalticum,95
Helichrysum arenarium (L.) Moench,Helichrysum arenarium,90
Helianthus tuberosus L.,Helianthus tuberosus,95
Helianthus salicifolius A. Dietr.,Helianthus salicifolius,95
Helianthus pauciflorus Nutt.,Helianthus pauciflorus,95
Helianthus annuus L.,Helianthus annuus,95
Helianthemum variabile Spach,Helianthemum variabile,95
Helianthemum nummularium subsp. obscurum (Celak.) Holub,Helianthemum nummularium,90
Helianthemum nummularium subsp. grandiflorum (Scop.) Schinz et Thell.,Helianthemum nummularium,90
Helianthemum nummularium Mill. subsp. nummularium,Helianthemum nummularium,90
Helianthemum lavandulifolium Mill.,Helianthemum lavandulifolium,95
Helianthemum hirtum Mill.,Helianthemum hirtum,95
Helianthemum croceum Pers.,Papaver croceum,86
Helianthemum canum (L.) Hornem,Helianthemum canum,90
Helianthemum apenninum (L.) Mill,Helianthemum apenninum,95
Helianthemum alpestre (Jacq.) DC.,Helianthemum alpestre,90
Heliamphora elongata Nerz,Heliamphora elongata,95
Helenium autumnale L.,Helenium autumnale,95
Hedysarum hedysaroides (L.) Schinz et Thell.,Hedysarum hedysaroides,90
Hedysarum coronarium L.,Hedychium coronarium,81
Hedychium coronarium J. Koenig,Hedychium coronarium,90
Hedera helix L. var. hibernica 'Marginata Aurea',Hedera helix,90
Hedera helix L. 'Digitata',Hedera helix,90
Hedera helix L. 'Arborescens',Hedera helix,90
Hedera helix L.,Hedera helix,95
Hedera helix L (divers),Hedera helix,90
Hedera colchica (K.Koch) K.Koch,Hedera colchica,90
Hedera canariensis Willd.,Hedera canariensis,95
Hebenstretia dentata L.,Hebenstretia dentata,95
Hebe pinguifolia (Hook. f.) Ckn et Allan,Rhamnus prinifolia,55
Haworthia viscosa (L.) Haw.,Haworthia viscosa,90
Haworthia venosa subsp. tessellata (Haw.) M.B. Bayer,Haworthia venosa,90
Haworthia truncata SchÃ¶nland,Haworthia truncata,90
Haworthia tortuosa Haw. var. tortuosa,Haworthia tortuosa,90
Haworthia rigida (Lam.) Haw.,Haworthia rigida,90
Haworthia reinwardtii (Salm-Dyck) Haw. var. reinwardtii,Haworthia reinwardtii,90
Haworthia mirabilis (Haw.) Haw.,Haworthia mirabilis,90
Haworthia maxima (Haw.) Duval,Haworthia maxima,90
Haworthia longiana Poelln.,Haworthia longiana,95
Haworthia limifolia Marloth,Haworthia limifolia,95
Haworthia fasciata (Willd.) Haw.,Haworthia fasciata,90
Haworthia cymbiformis (Haw.) Duval 'Variegata',Haworthia cymbiformis,90
Haworthia cymbiformis (Haw.) Duval,Haworthia cymbiformis,90
Hatiora salicornioides (Haw.) Britton & Rose,Hatiora salicornioides,90
Hamamelis mollis F.B. Forbes et Hemsl.,Hamamelis mollis,90
Halesia carolina L.,Halesia carolina,95
Haemanthus pubescens L. f.,Haemanthus pubescens,95
Haemanthus katharinae Baker 'KÃ¶nig Albert',Haemanthus katharinae,90
Haemanthus albiflos Jacq.,Haemanthus albiflos,95
Hacquetia epipactis (Scop.) DC.,Hacquetia epipactis,90
Haberlea rhodopensis Friv.,Haberlea rhodopensis,95
Gypsophila repens L.,Gypsophila repens,95
Gypsophila paniculata L.,Gypsophila paniculata,95
Gypsophila imbricata Rupr.,Gypsophila imbricata,95
Gypsophila fastigiata L.,Gypsophila fastigiata,95
Gypsophila cerastioides D. Don,Gypsophila cerastioides,95
Gypsophila aretioides Boiss.,Gypsophila aretioides,95
Gynura procumbens (Lour.) Merr.,Gynura procumbens,90
Gynostemma pentaphyllum (Thunb.) Makino s.l.,Gynostemma pentaphyllum,90
Gymnocarpium robertianum (Hoffm.) Newman,Gymnocarpium robertianum,90
Gymnocalycium spegazzinii Britton et Rose,Gymnocalycium spegazzinii,90
Gymnocalycium saglionis (Cels) Britton et Rose,Gymnocalycium saglionis,90
Gymnocalycium horstii Buining,Gymnocalycium horstii,95
Gymnocalycium denudatum (Link et Otto) Mittler,Gymnocalycium denudatum,90
Gymnocalycium capillense (Schick) Hosseus,Gymnocalycium monvillei,86
Gymnocalycium andreae (Boed.) Backeb. & F.M.Knuth,Gymnocalycium monvillei,86
Gymnocactus quetilianum,Gymnocarpium robertianum,68
Gymnocactus monvillei,Gymnocalycium monvillei,86
Gymnadenia conopsea (L.) R. Br.,Gymnadenia conopsea,90
Gunnera manicata Delchev.,Gunnera manicata,90
Guaiacum officinale L.,Guaiacum officinale,95
Gravesia guttata (Hook.) Triana,Gravesia guttata,90
Gratiola officinalis L.,Gratiola officinalis,95
Graptopetalum paraguayense (N.E. Br.) E. Walther,Graptopetalum paraguayense,90
Gossypium hirsutum L. var. hirsutum 'Stoneville',Gossypium hirsutum,90
Gossypium arboreum L.,Gossypium arboreum,95
Goodyera schlechtendaliana Rchb.f.,Goodyera schlechtendaliana,95
"Goniolimon italicum Tamm., Fr., et Pignatti",Goniolimon italicum,90
Goniolimon collinum (Griseb.) Boiss.,Goniolimon italicum,86
Gongora sp.,Gongora,95
Gongora pleiochroma Reichb.f.,Gongora pleiochroma,95
Gongora horichiana Fowlie,Gongora horichiana,95
Gongora fulva Lindl.,Gongora fulva,95
Gomphrena globosa L.,Gomphrena globosa,95
Gnaphalium luteo-album L.,Gnaphalium luteo-album,96
Glycyrrhiza glabra L.,Glycyrrhiza glabra,95
Glycyrrhiza echinata L.,Glycyrrhiza echinata,95
Glycine max (L.) Merr. (graines noires),Glycine max,90
Glycine max (L.) Merr. (graines jaunes),Glycine max,90
Glottiphyllum cruciatum (Haw.) N.E. Br.,Glottiphyllum cruciatum,90
Gloriosa superba L.,Gloriosa superba,95
Globularia trichosantha Fisch. et Mey.,Globularia trichosantha,90
Globularia nudicaulis L.,Globularia nudicaulis,95
Globularia incanescens Viv.,Globularia incanescens,95
Globularia gracilis Rouy et J. Richter,Globularia gracilis,90
Globularia cordifolia L.,Globularia cordifolia,95
Globularia bisnagarica L.,Globularia bisnagarica,96
Gleditschia triacanthos L.,Gleditsia triacanthos,91
Glechoma hederacea L. subsp. hederacea,Glechoma hederacea,90
Glebionis segetum (L.) Fourr.,Glebionis segetum,90
Glaucium flavum Crantz,Glaucium flavum,95
Gladiolus palustris Gaudin,Gladiolus palustris,95
Gladiolus murielae Kelway,Gladiolus murielae,95
Gladiolus italicus Mill.,Gladiolus italicus,95
Gladiolus imbricatus L.,Gladiolus imbricatus,95
Gladiolus illyricus W.D.J. Koch,Gladiolus illyricus,90
Gladiolus communis L.,Gladiolus communis,95
Ginkgo biloba L. mÃ¢le,Ginkgo biloba,90
Ginkgo biloba L. femelle,Ginkgo biloba,90
Gilia tricolor Benth.,Gilia tricolor,95
Gibbaeum haagei,Gibbaeum haagei,100
Gibasis geniculata (Jacq.) Rohweder,Gibasis geniculata,90
Geum urbanum L.,Geum urbanum,95
Geum triflorum Pursh.,Geum triflorum,95
Geum rivale L.,Geum rivale,95
Geum reptans L.,Geum reptans,95
Geum pyrenaicum Mill.,Geum pyrenaicum,95
Geum montanum L.,Geum montanum,95
Geum coccineum Sibth. et Sm.,Geum coccineum,90
Geum bulgaricum Pancic,Geum bulgaricum,95
Gerbera nivea (DC) Sch.Bip.,Gerbera nivea,90
Geranium wlassovianum Link,Geranium wlassovianum,95
Geranium versicolor L.,Geranium versicolor,95
Geranium thunbergii Lindl. & Paxton,Geranium thunbergii,90
Geranium sylvaticum L. 'Amy Doncaster',Geranium sylvaticum,90
Geranium sylvaticum L.,Geranium sylvaticum,95
Geranium sibiricum L.,Geranium sibiricum,95
Geranium sanguineum var. striatum Weston,Geranium sanguineum,90
Geranium sanguineum L. 'Elsbeth',Geranium sanguineum,90
Geranium sanguineum L.,Geranium sanguineum,95
Geranium robertianum L. subsp. robertianum,Geranium robertianum,90
Geranium renardii Trautv.,Geranium renardii,95
Geranium renardi Trautv. 'Tcschelda',Geranium aristatum,86
Geranium pyrenaicum Burm. f.,Geranium pyrenaicum,95
Geranium pusillum L.,Geranium pusillum,95
Geranium pratense L.,Geranium pratense,95
Geranium palustre L.,Geranium palustre,95
Geranium malviflorum Boiss. et Reut.,Geranium malviflorum,90
Geranium macrorrhizum L.,Geranium macrorrhizum,95
Geranium lucidum L.,Geranium lucidum,95
Geranium ibericum Cav.,Geranium ibericum,95
Geranium endressii J. Gay,Geranium endressii,95
Geranium divaricatum Ehrh.,Geranium lucidum,86
Geranium aristatum Freyn et Sint.,Geranium aristatum,90
Geranium argenteum L.,Geranium argenteum,95
Geogenanthus poeppigii Faden,Geogenanthus poeppigii,95
Gentiana walujewii Regel et Schmalh.,Gentiana walujewii,90
Gentiana verna L.,Gentiana verna,95
Gentiana tibetica King,Gentiana tibetica,95
Gentiana straminea Maxim.,Gentiana straminea,95
Gentiana septemfida Pall.,Gentiana septemfida,95
Gentiana pneumonanthe L.,Gentiana pneumonanthe,95
Gentiana occidentalis Jakowats,Gentiana occidentalis,95
Gentiana lutea L. subsp. lutea,Gentiana lutea,90
Gentiana ligustica R. Vilm. et Chop.,Gentiana ligustica,90
Gentiana kauffmanniana Regel et Schmalh.,Gentiana clusii,86
Gentiana gelida M. Bieb.,Gentiana gelida,90
Gentiana dinarica Beck,Gentiana dinarica,95
Gentiana cruciata L.,Gentiana cruciata,95
Gentiana clusii E.P. Perrier et Songeon,Gentiana clusii,90
Gentiana burseri Lapeyr.,Gentiana burseri,95
Gentiana asclepiadea L.,Gentiana asclepiadea,95
Gentiana angustifolia Vill.,Gentiana angustifolia,95
Gentiana acaulis L.,Gentiana acaulis,95
Genista tinctoria L.,Genista tinctoria,95
Genista sagittalis L.,Genista sagittalis,95
Genista radiata (L.) Scop.,Genista radiata,90
Genista pilosa L.,Genista pilosa,95
Gazania rigens Hort.,Gazania rigens,95
Gavilea odoratissima Poepp.,Gavilea odoratissima,95
Gavilea chica (Speg. & Kraenzl.) Chemisquy,Gavilea chica,90
Gaura lindheimeri Engelm. & A. Gray,Gaura lindheimeri,90
Gaura biennis L.,Gaura biennis,95
Gaultheria procumbens L.,Gaultheria procumbens,95
Gastrolobium laytonii Jean White,Gastrolobium laytonii,90
Gastrolobium bilobum R.Br.,Gastrolobium bilobum,95
Gasteria sp.,Gasteria,95
Gasteria rawlinsonii Oberm.,Gasteria rawlinsonii,95
Gasteria pillansii Kensit,Gasteria pillansii,95
Gasteria nitida (Salm-Dyck) Haw. var. nitida,Gasteria nitida,90
Gasteria glomerata van Jaarsv.,Gasteria glomerata,90
Gasteria excelsa Baker,Gasteria excelsa,95
Gasteria disticha (L.) Haw.,Gasteria disticha,90
Gasteria carinata var. verrucosa (Mill.) Van Jaarsv.,Gasteria carinata,90
Gasteria bicolor var. liliputana (Poelln.) van Jaarsv.,Gasteria bicolor,90
Galium verum L. subsp. verum,Galium verum,90
Galium verrucosum Huds.,Galium verrucosum,95
Galium sylvaticum L.,Galium sylvaticum,95
Galium odoratum (L.) Scop.,Galium odoratum,90
Galium lucidum All.,Galium lucidum,95
Galium boreale L.,Lilium regale,69
Galium aparine L.,Galium aparine,95
Galinsoga ciliata (Raf.) S.F. Blake,Galinsoga ciliata,90
Galeopsis tetrahit L.,Galeopsis tetrahit,95
Galeopsis segetum Neck.,Galeopsis segetum,95
Galega officinalis L.,Galega officinalis,95
Galanthus nivalis L.,Galanthus nivalis,95
Galanthus elwesii Hook. f.,Galanthus elwesii,95
Gaillardia aristata Pursh,Gaillardia aristata,95
Gagea pratensis (Pers.) Dumort.,Gagea pratensis,90
Gagea minima (L.) Ker Gawl.,Gagea minima,90
Gagea lutea (L.) Ker Gawl. s.l.,Gagea lutea,90
Gagea fragifera (Vill.) Ehr. Bayer et G. Lopez,Gagea fragifera,90
Furcraea foetida (L.) Haw.,Furcraea foetida,90
Fumaria officinalis subsp. wirtgenii (W.D.J. Koch) Arcang.,Fumaria officinalis,90
Fumana procumbens (Dunal) Gren. et Godr.,Fumana procumbens,90
Fumana ericoides ( Cav. ) Gand.,Fumana procumbens,86
Fuchsia microphylla Kunth,Fuchsia microphylla,95
Fuchsia magellanica Lam.,Fuchsia magellanica,95
Fuchsia fulgens MoÃ§. et SessÃ©,Fuchsia fulgens,90
Fuchsia corymbiflora Ruiz et Pav.,Fuchsia corymbiflora,90
Froelichia gracilis (Hook.) Moq.,Froelichia gracilis,90
Fritillaria uva-vulpis Rix,Fritillaria uva-vulpis,95
Fritillaria raddeana Regel,Fritillaria raddeana,95
Fritillaria pyrenaica L.,Fritillaria pyrenaica,95
Fritillaria pontica Wahlenb.,Fritillaria pontica,95
Fritillaria persica L.,Fritillaria persica,95
Fritillaria pallidiflora Schrenk,Fritillaria pallidiflora,95
Fritillaria orientalis Adams,Fritillaria orientalis,95
Fritillaria michailovskyi Fomin,Fritillaria michailovskyi,95
Fritillaria meleagris L.,Fritillaria meleagris,95
Fritillaria kotschyana Herb.,Fritillaria kotschyana,95
Fritillaria imperialis L. s.l. 'William Rex',Fritillaria imperialis,90
Fritillaria imperialis L.,Fritillaria imperialis,96
Fritillaria graeca subsp. thessala (Boiss.) Rix,Fritillaria graeca,90
Fritillaria graeca Boiss. et Spruner,Fritillaria graeca,90
Fritillaria camschatcensis (L.) Ker Gawl.,Fritillaria camschatcensis,90
Fritillaria alfredae subsp. glaucoviridis E.M.Rix,Fritillaria acmopetala,86
Fritillaria acmopetala Boiss.,Fritillaria acmopetala,95
Freesia laxa (Thunb.) Goldbatt et J.C. Manning,Freesia laxa,90
Fraxinus ornus L.,Fraxinus ornus,95
Fraxinus excelsior L. 'Pendula',Fraxinus excelsior,90
Fraxinus excelsior L.,Fraxinus excelsior,95
Franklinia alatamaha Marshall,Franklinia alatamaha,95
Frangula purshiana (DC.) J. G. Cooper,Frangula purshiana,90
Frangula alnus Mill.,Frangula alnus,95
Frailea perumbilicata Ritter,Aloea,72
Fragaria x ananassa Duschene,x Astroworthia,86
Fothergilla gardenii L.,Fothergilla gardenii,95
Fosterella penduliflora L.B. Sm.,Fosterella penduliflora,95
Forsythia suspensa (Thunb.) Vahl,Forsythia suspensa,90
Fontanesia phillyreoides Labill.,Fontanesia phillyreoides,95
Foeniculum vulgare subsp. vulgare var. dulce (DC.) Batt.,Foeniculum vulgare,90
Foeniculum vulgare Mill. s.l.,Foeniculum vulgare,90
Fockea edulis (Thunb.) K.Schum.,Fockea edulis,90
Fittonia verschaffeltii E. Coem.,Fittonia verschaffeltii,95
Fittonia gigantea AndrÃ©,Fittonia gigantea,95
Fittonia albivenis (Veitch) Brummitt,Fittonia albivenis,90
Filipendula vulgaris Moench,Filipendula vulgaris,95
Filipendula ulmaria (L.) Maxim.,Filipendula ulmaria,90
Filipendula rubra (Hill) B.L.Rob.,Filipendula rubra,90
Filago vulgaris Lam.,Filago vulgaris,95
Filago pygmaea L.,Filago pygmaea,95
Ficus vogelii Miq.,Ficus vogelii,95
Ficus sp.,Ficus exasperata,86
Ficus religiosa L.,Ficus vogelii,67
Ficus pumila L.,Ficus pumila,95
Ficus lyrata Warb.,Ficus lyrata,95
Ficus elastica Roxb.,Ficus elastica,95
Ficus deltoidea var. diversifolia (Blume) Corner,Ficus deltoidea,90
Ficus carica L. 'Nordland',Ficus carica,90
Ficus carica L.,Ficus carica,95
