ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur,matched_name,fuzzy_match_score,Inventaire FRIBG,is_approximate_match,is_synonym,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge
XX 0 FRIBG 20050546,,,,,,Sapindaceae,,,,Acer cappadocicum Gled.,Foug̬res,Acer cappadocicum,95.0,acer cappadocicum,False,False,ICN,1.0,acer cappadocicum,[],False,False,Acer cappadocicum,1055367.0,species,ott3.3draft1,['Acer cappadocicum rubrum'],"['ncbi:169053', 'gbif:7262908']",Acer cappadocicum,both
XX 0 FRIBG 19990270,,,,,,Sapindaceae,,,,Acer carpinifolium Siebold et Zucc.,Foug̬res,Acer carpinifolium,90.0,acer carpinifolium,False,False,ICN,1.0,acer carpinifolium,[],False,False,Acer carpinifolium,774549.0,species,ott3.3draft1,"['Acer binatum', 'Acer japonicum carpinifolium']","['ncbi:66206', 'gbif:3768602']",Acer carpinifolium,both
XX 0 FRIBG 20140299,,,,,,Sapindaceae,,,,Acer cissifolium (Siebold et Zucc.) K. Koch,Syst̬me 3,Acer cissifolium,90.0,acer cissifolium,False,False,ICN,1.0,acer cissifolium,[],False,False,Acer cissifolium,441203.0,species,ott3.3draft1,"['Crula cissifolia', 'Negundo cissifolium']","['ncbi:134796', 'gbif:7877018']",Acer cissifolium,both
XX 0 FRIBG 20090322,Sciboz J.,,,,,Sapindaceae,,,,Acer davidii Franch. subsp. davidii,Foug̬res,Acer davidii,90.0,acer davidii,False,False,ICN,1.0,acer davidii,[],False,False,Acer davidii,114485.0,species,ott3.3draft1,[],"['ncbi:168559', 'gbif:7262943']",Acer davidii,both
XX 0 FRIBG 19990358,,,,,,Sapindaceae,,,,Acer griseum (Franch.) Pax,Foug̬res,Acer griseum,90.0,acer griseum,False,False,ICN,1.0,acer griseum,[],False,False,Acer griseum,523216.0,species,ott3.3draft1,"['Acer nikoense griseum', 'Acer pedunculatum', 'Crula grisea']","['ncbi:168561', 'gbif:3768452']",Acer griseum,both
XX 0 FRIBG 19960518,,,,,,Sapindaceae,,,,Acer hyrcanum Fisch. et C.A. Mey.,Foug̬res,Acer hyrcanum,90.0,acer hyrcanum,False,False,ICN,1.0,acer hyrcanum,[],False,False,Acer hyrcanum,830656.0,species,ott3.3draft1,[],"['ncbi:290838', 'gbif:7262979']",Acer hyrcanum,both
XX 0 FRIBG 20070294,,,,,,Sapindaceae,,,,Acer japonicum Thunb.,Foug̬res,Acer japonicum,95.0,acer japonicum,False,False,ICN,1.0,acer japonicum,[],False,False,Acer japonicum,814702.0,species,ott3.3draft1,"['Acer circumlobatum', 'Acer circumlobatum insulare', 'Acer heyhachii', 'Acer insulare', 'Acer japonicum insulare', 'Acer japonicum kobakoense', 'Acer kobakoense', 'Acer monocarpon']","['ncbi:47966', 'gbif:8010851']",Acer japonicum,both
XX 0 FRIBG 19960517,,,,,,Sapindaceae,,,,Acer mono Maxim.,Foug̬res,Acer mono,90.0,acer mono,False,True,ICN,1.0,acer mono,['infraspecific'],False,False,Acer pictum subsp. mono,1050917.0,subspecies,ott3.3draft1,"['Acer mono', 'Acer mono subsp. mono']",['ncbi:47963'],Acer pictum subsp. mono,both
FR 0 FRIBG 19990367,,,,,,Sapindaceae,,,,Acer monspessulanum L.,Foug̬res,Acer monspessulanum,95.0,acer monspessulanum,False,False,ICN,1.0,acer monspessulanum,[],False,False,Acer monspessulanum,636269.0,species,ott3.3draft1,['Acer monspessulanum cassinense'],"['ncbi:168566', 'gbif:7262958']",Acer monspessulanum,both
XX 0 FRIBG 20200093,Sciboz J.,,,,,Sapindaceae,,,,Acer negundo L. subsp. negundo,Foug̬res,Acer negundo,90.0,acer negundo,False,False,ICN,1.0,acer negundo,[],False,False,Acer negundo,948925.0,species,ott3.3draft1,"['Acer californica', 'Acer interius', 'Acer negundo auratum', 'Acer negundo aureovariegatum', 'Acer negundo negundo', 'Negundo aceroides', 'Negundo californica', 'Negundo californicum', 'Negundo fraxinifolium violaceum', 'Negundo interius', 'Negundo mexicanum', 'Negundo negundo', 'Negundo trifoliatum', 'Rulac negundo', 'Rulac texana']","['ncbi:4023', 'gbif:3189866', 'irmng:11362328']",Acer negundo,both
CH 0 FRIBG 19770003,,,,,,Sapindaceae,,,,Acer opalus Mill.,Foug̬res,Acer opalus,95.0,acer opalus,False,False,ICN,1.0,acer opalus,[],False,False,Acer opalus,636271.0,species,ott3.3draft1,"['Acer hispanicum', 'Acer hispanicum montsiccianum', 'Acer italum', 'Acer leptopterum', 'Acer microphyllum', 'Acer montanum', 'Acer opalus glabrescens', 'Acer opalus glaucum', 'Acer opalus hispanicum', 'Acer opalus italum', 'Acer opalus montsiccianum', 'Acer opalus pubescens', 'Acer opalus variabile', 'Acer opulifolium', 'Acer rotundifolium', 'Acer tomentosum']","['ncbi:168567', 'gbif:7100278']",Acer opalus,both
XX 0 FRIBG 19960516,,,,,,Sapindaceae,,,,Acer palmatum Murray,Foug̬res,Acer palmatum,90.0,acer palmatum,False,False,ICN,1.0,acer palmatum,[],False,False,Acer palmatum,506130.0,species,ott3.3draft1,"['? eupalmatum', 'Acer dissectum', 'Acer eupalmatum', 'Acer formosum', 'Acer japonicum polymorphum', 'Acer jucundum', 'Acer palmatum amabile', 'Acer palmatum atropurpureum', 'Acer palmatum dissectum', 'Acer palmatum hakonense', 'Acer palmatum pilosum', 'Acer palmatum plicatum', 'Acer palmatum pubescens', 'Acer palmatum quinquelobum', 'Acer palmatum sanguineum', 'Acer palmatum spectabile', 'Acer palmatum thunbergii', 'Acer polymorphum', 'Acer polymorphum palmatum', 'Acer polymorphum thunbergii', 'Acer roseomarginatum eupalmatum', 'Acer sanguineum', 'Acer sessilifolium', 'Negundo sessilifolium']","['ncbi:66201', 'gbif:7912328', 'irmng:11004165']",Acer palmatum,both
XX 0 FRIBG 10000484,,,,,,Sapindaceae,,,,Acer palmatum Murray 'Atropurpureum',Foug̬res,Acer palmatum,90.0,acer palmatum,False,False,ICN,1.0,acer palmatum,[],False,False,Acer palmatum,506130.0,species,ott3.3draft1,"['? eupalmatum', 'Acer dissectum', 'Acer eupalmatum', 'Acer formosum', 'Acer japonicum polymorphum', 'Acer jucundum', 'Acer palmatum amabile', 'Acer palmatum atropurpureum', 'Acer palmatum dissectum', 'Acer palmatum hakonense', 'Acer palmatum pilosum', 'Acer palmatum plicatum', 'Acer palmatum pubescens', 'Acer palmatum quinquelobum', 'Acer palmatum sanguineum', 'Acer palmatum spectabile', 'Acer palmatum thunbergii', 'Acer polymorphum', 'Acer polymorphum palmatum', 'Acer polymorphum thunbergii', 'Acer roseomarginatum eupalmatum', 'Acer sanguineum', 'Acer sessilifolium', 'Negundo sessilifolium']","['ncbi:66201', 'gbif:7912328', 'irmng:11004165']",Acer palmatum,both
XX 0 FRIBG 10000485,,,,,,Sapindaceae,,,,Acer palmatum Thunb. 'Dissectum',Foug̬res,Acer palmatum,90.0,acer palmatum,False,False,ICN,1.0,acer palmatum,[],False,False,Acer palmatum,506130.0,species,ott3.3draft1,"['? eupalmatum', 'Acer dissectum', 'Acer eupalmatum', 'Acer formosum', 'Acer japonicum polymorphum', 'Acer jucundum', 'Acer palmatum amabile', 'Acer palmatum atropurpureum', 'Acer palmatum dissectum', 'Acer palmatum hakonense', 'Acer palmatum pilosum', 'Acer palmatum plicatum', 'Acer palmatum pubescens', 'Acer palmatum quinquelobum', 'Acer palmatum sanguineum', 'Acer palmatum spectabile', 'Acer palmatum thunbergii', 'Acer polymorphum', 'Acer polymorphum palmatum', 'Acer polymorphum thunbergii', 'Acer roseomarginatum eupalmatum', 'Acer sanguineum', 'Acer sessilifolium', 'Negundo sessilifolium']","['ncbi:66201', 'gbif:7912328', 'irmng:11004165']",Acer palmatum,both
CH 0 FRIBG 20010151,,,,,,Sapindaceae,,,,Acer platanoides L.,Foug̬res,Acer platanoides,95.0,acer platanoides,False,False,ICN,1.0,acer platanoides,[],False,False,Acer platanoides,948919.0,species,ott3.3draft1,"['Acer acutifolium', 'Acer platanoides albescens', 'Acer platanoides dissectum', 'Acer platanoides drummondii', 'Acer platanoides pubescens', 'Acer platanoides schwedleri', 'Acer platanoides stollii']","['ncbi:4025', 'gbif:3189846', 'irmng:11259571']",Acer platanoides,both
XX 0 FRIBG 10003229,,,,,,Sapindaceae,,,,Acer pseudoplatanus L.,Foug̬res,Acer pseudoplatanus,95.0,acer pseudoplatanus,False,False,ICN,1.0,acer pseudoplatanus,[],False,False,Acer pseudoplatanus,948911.0,species,ott3.3draft1,"['Acer atropurpureum', 'Acer dittrichii', 'Acer erythrocarpum', 'Acer euchlorum', 'Acer latifolium', 'Acer leopoldii', 'Acer majus', 'Acer melliodorum', 'Acer montanum', 'Acer nebrodense', 'Acer opizii', 'Acer opulifolium', 'Acer procerum', 'Acer pseudoplatanus albovariegatum', 'Acer pseudoplatanus corstorphinense', 'Acer pseudoplatanus euchlorum', 'Acer pseudoplatanus handjeryi', 'Acer pseudoplatanus nebrodense', 'Acer pseudoplatanus purpurascens', 'Acer pseudoplatanus tomentosum', 'Acer pseudoplatanus villosum', 'Acer pseudoplatanus worleei', 'Acer purpureum', 'Acer quinquelobum', 'Acer rafinesquianum', 'Acer ramosum', 'Acer rubrum tomentosum', 'Acer sericeum', 'Acer villosum', 'Acer worleei']","['ncbi:4026', 'gbif:3189870', 'irmng:10455450']",Acer pseudoplatanus,both
XX 0 FRIBG 20020001,,,,,,Sapindaceae,,,,Acer rufinerve Siebold et Zucc.,Foug̬res,Acer rufinerve,90.0,acer rufinerve,False,False,ICN,1.0,acer rufinerve,[],False,False,Acer rufinerve,700437.0,species,ott3.3draft1,"['Acer cucullobracteatum', 'Acer rufinerve albolimbatum', 'Acer rufinerve angustifolium', 'Acer rufinerve marmoratum']","['ncbi:66215', 'gbif:7263145']",Acer rufinerve,both
,,,,,,Sapindaceae,,,,Acer saccharinum L.,Foug̬res,Acer saccharinum,95.0,acer saccharinum,False,False,ICN,1.0,acer saccharinum,[],False,False,Acer saccharinum,266103.0,species,ott3.3draft1,"['Acer album', 'Acer collinsonia', 'Acer dasycarpum', 'Acer eriocarpum', 'Acer palliderubrum', 'Acer pallidum', 'Acer palmifolium', 'Acer pavia', 'Acer pulchrum', 'Acer rubrum', 'Acer saccharinum ahlesii', 'Acer saccharinum laciniatum', 'Acer saccharinum purpureocarpum', 'Acer saccharinum variifolium', 'Acer saccharinum wieri', 'Acer saira', 'Acer tomentosum', 'Acer virginianum', 'Acer wieri', 'Argentacer saccharinum', 'Saccharodendron saccharinum', 'Saccharosphendamnus saccharinus']","['ncbi:75745', 'gbif:3189837', 'irmng:10854932']",Acer saccharinum,both
XX 0 FRIBG 20000468,,,,,,Sapindaceae,,,,Acer saccharum Marshall,Foug̬res,Acer saccharum,90.0,acer saccharum,False,False,ICN,1.0,acer saccharum,[],False,False,Acer saccharum,948916.0,species,ott3.3draft1,"['Acer rugelii', 'Acer saccharinum', 'Acer saccharophorum', 'Acer saccharophorum subvestitum', 'Acer saccharum saccharum', 'Saccharodendron saccharum']","['ncbi:4024', 'gbif:3189859', 'irmng:10662376']",Acer saccharum,both
XX 0 FRIBG 10000492,,,,,,Sapindaceae,,,,Acer saccharum Marshall,Pourtour engazonn̩ du syst̬me,Acer saccharum,90.0,acer saccharum,False,False,ICN,1.0,acer saccharum,[],False,False,Acer saccharum,948916.0,species,ott3.3draft1,"['Acer rugelii', 'Acer saccharinum', 'Acer saccharophorum', 'Acer saccharophorum subvestitum', 'Acer saccharum saccharum', 'Saccharodendron saccharum']","['ncbi:4024', 'gbif:3189859', 'irmng:10662376']",Acer saccharum,both
XX 0 FRIBG 20020522,,,,,,Sapindaceae,,,,Acer sempervirens L.,Foug̬res,Acer sempervirens,95.0,acer sempervirens,False,False,ICN,1.0,acer sempervirens,[],False,False,Acer sempervirens,830658.0,species,ott3.3draft1,"['Acer heterophyllum', 'Acer humile', 'Acer willkommii']","['ncbi:290839', 'gbif:3768609']",Acer sempervirens,both
XX 0 FRIBG 19990212,,,,,,Sapindaceae,,,,Acer tataricum L. subsp. tataricum,Foug̬res,Acer tataricum,90.0,acer tataricum,False,False,ICN,1.0,acer tataricum,[],False,False,Acer tataricum,403777.0,species,ott3.3draft1,['Acer tataricum crispatum'],"['ncbi:57650', 'gbif:3189843', 'irmng:10195274']",Acer tataricum,both
XX 0 FRIBG 19900988,,,,,,Sapindaceae,,,,Acer tataricum subsp. ginnala (Maxim.) Wesm.,Foug̬res,Acer tataricum,90.0,acer tataricum,False,False,ICN,1.0,acer tataricum,[],False,False,Acer tataricum,403777.0,species,ott3.3draft1,['Acer tataricum crispatum'],"['ncbi:57650', 'gbif:3189843', 'irmng:10195274']",Acer tataricum,both
XX 0 FRIBG 20030757,,,,,,Asteraceae,,,,Achillea clypeolata Sibth. et Sm.,Syst̬me 1,Achillea clypeolata,90.0,achillea clypeolata,False,False,ICN,1.0,achillea clypeolata,[],False,False,Achillea clypeolata,768350.0,species,ott3.3draft1,[],"['ncbi:282728', 'gbif:8360031']",Achillea clypeolata,both
FR 0 FRIBG 20170353,,,,,,Asteraceae,,,,Achillea collina Rchb.,Alp. calcaire 1,Achillea collina,95.0,achillea collina,False,False,ICN,1.0,achillea collina,[],False,False,Achillea collina,245242.0,species,ott3.3draft1,"['Achillea collina arenaria', 'Achillea collina collina', 'Achillea collina eucollina', 'Achillea collina tubuliflora', 'Achillea collina typica', 'Achillea millefolium collina']","['ncbi:282730', 'gbif:7925124']",Achillea collina,both
FR 0 FRIBG 20170353,,,,,,Asteraceae,,,,Achillea collina Rchb.,Steppe val.,Achillea collina,95.0,achillea collina,False,False,ICN,1.0,achillea collina,[],False,False,Achillea collina,245242.0,species,ott3.3draft1,"['Achillea collina arenaria', 'Achillea collina collina', 'Achillea collina eucollina', 'Achillea collina tubuliflora', 'Achillea collina typica', 'Achillea millefolium collina']","['ncbi:282730', 'gbif:7925124']",Achillea collina,both
XX 0 FRIBG 10000496,,,,,,Asteraceae,,,,Achillea filipendulina Lam.,Syst̬me 1,Achillea filipendulina,95.0,achillea filipendulina,False,False,ICN,1.0,achillea filipendulina,[],False,False,Achillea filipendulina,245238.0,species,ott3.3draft1,"['Achillea eupatorium', 'Achillea filicifolia', 'Tanacetum angulatum']","['ncbi:282736', 'gbif:3120284', 'irmng:10455374']",Achillea filipendulina,both
CH 0 FRIBG 20120231,,,,,,Asteraceae,,,,Achillea macrophylla L.,Alp. calcaire 2,Achillea macrophylla,95.0,achillea macrophylla,False,False,ICN,1.0,achillea macrophylla,[],False,False,Achillea macrophylla,921030.0,species,ott3.3draft1,"['Achillea latifolia', 'Chamaemelum macrophyllum', 'Ptarmica macrophylla', 'Santolina macrophylla']","['ncbi:282746', 'gbif:3118536']",Achillea macrophylla,both
CH 0 FRIBG 20140451,,,,,,Asteraceae,,,,Achillea macrophylla L.,Alp. calcaire 1,Achillea macrophylla,95.0,achillea macrophylla,False,False,ICN,1.0,achillea macrophylla,[],False,False,Achillea macrophylla,921030.0,species,ott3.3draft1,"['Achillea latifolia', 'Chamaemelum macrophyllum', 'Ptarmica macrophylla', 'Santolina macrophylla']","['ncbi:282746', 'gbif:3118536']",Achillea macrophylla,both
XX 0 FRIBG 10000499,Sciboz J.,,,,,Asteraceae,,,,Achillea millefolium aggr.,Syst̬me 1,Achillea millefolium,95.0,achillea millefolium,False,False,ICN,1.0,achillea millefolium,[],False,False,Achillea millefolium,828103.0,species,ott3.3draft1,"['Achillea alpicola', 'Achillea angustissima', 'Achillea arenicola', 'Achillea aspleniifolia', 'Achillea bicolor', 'Achillea borealis', 'Achillea californica', 'Achillea ceretanica', 'Achillea crassifolia', 'Achillea dentifera', 'Achillea eradiata', 'Achillea fusca', 'Achillea gigantea', 'Achillea gracilis', 'Achillea lanulosa', 'Achillea lanulosa peroutkyi', 'Achillea lanulosa rubicunda', 'Achillea lanulosa typica', 'Achillea lanululosa rubicunda', 'Achillea laxiflora', 'Achillea millefolium caroli', 'Achillea millefolium foliosa', 'Achillea millefolium iserana', 'Achillea millefolium lamotteanum', 'Achillea millefolium lanata', 'Achillea millefolium lanuginosa', 'Achillea millefolium macrocephala', 'Achillea millefolium millefolium', 'Achillea millefolium occidentale', 'Achillea millefolium pedemontana', 'Achillea millefolium puberula', 'Achillea millefolium rosea', 'Achillea millefolium roseoides', 'Achillea millefolium rubicunda', 'Achillea millefolium sordida', 'Achillea millefolium strictifolia', 'Achillea nabalekii', 'Achillea nigrescens', 'Achillea occidentalis', 'Achillea ochroleuca ochroleuca', 'Achillea ossica', 'Achillea pacifica', 'Achillea palmeri', 'Achillea pecten-veneris', 'Achillea puberula', 'Achillea rosea', 'Achillea serpentini', 'Achillea setacea setacea', 'Achillea sordida', 'Achillea subalpina', 'Achillea tomentosa', 'Anthemis millefolium']","['ncbi:13329', 'gbif:3120060', 'irmng:10587559']",Achillea millefolium,both
XX 0 FRIBG 10000499,Sciboz J.,,,,,Asteraceae,,,,Achillea millefolium aggr.,M̩dicinal,Achillea millefolium,95.0,achillea millefolium,False,False,ICN,1.0,achillea millefolium,[],False,False,Achillea millefolium,828103.0,species,ott3.3draft1,"['Achillea alpicola', 'Achillea angustissima', 'Achillea arenicola', 'Achillea aspleniifolia', 'Achillea bicolor', 'Achillea borealis', 'Achillea californica', 'Achillea ceretanica', 'Achillea crassifolia', 'Achillea dentifera', 'Achillea eradiata', 'Achillea fusca', 'Achillea gigantea', 'Achillea gracilis', 'Achillea lanulosa', 'Achillea lanulosa peroutkyi', 'Achillea lanulosa rubicunda', 'Achillea lanulosa typica', 'Achillea lanululosa rubicunda', 'Achillea laxiflora', 'Achillea millefolium caroli', 'Achillea millefolium foliosa', 'Achillea millefolium iserana', 'Achillea millefolium lamotteanum', 'Achillea millefolium lanata', 'Achillea millefolium lanuginosa', 'Achillea millefolium macrocephala', 'Achillea millefolium millefolium', 'Achillea millefolium occidentale', 'Achillea millefolium pedemontana', 'Achillea millefolium puberula', 'Achillea millefolium rosea', 'Achillea millefolium roseoides', 'Achillea millefolium rubicunda', 'Achillea millefolium sordida', 'Achillea millefolium strictifolia', 'Achillea nabalekii', 'Achillea nigrescens', 'Achillea occidentalis', 'Achillea ochroleuca ochroleuca', 'Achillea ossica', 'Achillea pacifica', 'Achillea palmeri', 'Achillea pecten-veneris', 'Achillea puberula', 'Achillea rosea', 'Achillea serpentini', 'Achillea setacea setacea', 'Achillea sordida', 'Achillea subalpina', 'Achillea tomentosa', 'Anthemis millefolium']","['ncbi:13329', 'gbif:3120060', 'irmng:10587559']",Achillea millefolium,both
FR 0 FRIBG 20040133,,,,,,Asteraceae,,,,Achillea nobilis L.,Steppe val.,Achillea nobilis,95.0,achillea nobilis,False,False,ICN,1.0,achillea nobilis,[],False,False,Achillea nobilis,395150.0,species,ott3.3draft1,"['Achillea debreceniensis', 'Achillea nobilis delphinensis', 'Achillea nobilis nobilis', 'Achillea punctata', 'Achillea subnobilis']","['ncbi:282753', 'gbif:3120024', 'irmng:10587560']",Achillea nobilis,both
XX 0 FRIBG 10000501,,,,,,Asteraceae,,,,Achillea ptarmica L.,Syst̬me 1,Achillea ptarmica,95.0,achillea ptarmica,False,False,ICN,1.0,achillea ptarmica,[],False,False,Achillea ptarmica,195131.0,species,ott3.3draft1,"['Achillea acuminata', 'Achillea ptarmica euptarmica', 'Achillea ptarmica ptarmica', 'Achillea ptarmica vulgaris']","['ncbi:133233', 'gbif:3120333', 'irmng:10197775']",Achillea ptarmica,both
XX 0 FRIBG 20060554,JB Gen̬ve,,,,,Asteraceae,,,,Achillea serbica Nyman,Rocaille 3,Achillea sericea,79.0,achillea serbica,True,False,ICN,0.875,achillea serbica,[],False,False,Achillea clavennae,768363.0,species,ott3.3draft1,"['Achillea argentea', 'Achillea capitata', 'Achillea clavennae capitata', 'Achillea clavennae clavennae', 'Achillea clavennae intercedens', 'Achillea clavennae velebitica', 'Achillea clavennae visianii', 'Achillea clavennae volujakensis', 'Achillea glavennae', 'Achillea intercedens', 'Achillea millii', 'Achillea sericea', 'Achillea tyrolensis', 'Achillea visianii', 'Chamaemelum clavennae', 'Ptarmica clavennae']","['ncbi:282726', 'gbif:3120117']",Achillea clavennae,both
HU 0 FRIBG 20050239,,,,,,Asteraceae,,,,Achillea setacea Waldst. et Kit.,Steppe val.,Achillea setacea,90.0,achillea setacea,False,False,ICN,1.0,achillea setacea,[],False,False,Achillea setacea,870478.0,species,ott3.3draft1,"['Achillea capillaris', 'Achillea collina', 'Achillea fililoba', 'Achillea millefolium setacea', 'Achillea multifida', 'Achillea polyphylla', 'Achillea salina', 'Achillea setacea ramosa', 'Millefolium setaceum']","['ncbi:282767', 'gbif:3120066']",Achillea setacea,both
IT 0 FRIBG 20010512,"Cl̩ment Benoit, 2002",,,,,Asteraceae,,,,Achillea tomentosa L.,Steppe val.,Achillea tomentosa,95.0,achillea tomentosa,False,False,ICN,1.0,achillea tomentosa,[],False,False,Achillea tomentosa,7597060.0,species,ott3.3draft1,"['Alitubus tomentosus', 'Chamaemelum tomentosum', 'Millefolium tomentosum']",['gbif:7787053'],Achillea tomentosa,both
XX 0 RAMB 208001,,,,,,Asteraceae,,,,Achillea umbellata Sibth. et Sm.,Rocaille 1,Achillea umbellata,90.0,achillea umbellata,False,False,ICN,1.0,achillea umbellata,[],False,False,Achillea umbellata,7597066.0,species,ott3.3draft1,['Achillea umbellata umbellata'],['gbif:7407227'],Achillea umbellata,both
XX 0 FRIBG 20140108,,Semis,,,,Gesneriaceae,,,,Achimenes erecta (Lam.) H.P. Fuchs,Serre 4,Achimenes erecta,90.0,achimenes erecta,False,False,ICN,1.0,achimenes erecta,[],False,False,Achimenes erecta,85957.0,species,ott3.3draft1,"['Achimenes autumnalis', 'Achimenes coccinea', 'Achimenes coccinea intermedia', 'Achimenes coccinea pyropaea', 'Achimenes coccinea rosea', 'Achimenes coccinea superba', 'Achimenes pulchella', 'Achimenes pyropaea', 'Achimenes rosea', 'Achimenes rosea baumannii', 'Achimenes rosea formosa', 'Achimenes rosea pyropaea', 'Achimenes tenella', 'Buchnera coccinea', 'Columnea erecta', 'Columnea humilis', 'Gesneria acaulis', 'Gesneria tenella', 'Striga asiatica coccinea', 'Trevirana coccinea', 'Trevirana pulchella', 'Trevirana rosea', 'Trevirana tenella']","['ncbi:223878', 'gbif:5589891']",Achimenes erecta,both
