ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
106394,Archaeplastida,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Phoenix,,Phoenix theophrasti,5268475,916750,99252,17706,526437,452638,,[],species
106611,Archaeplastida,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,,Peperomia clusiifolia,5268475,916750,99252,1022514,1022519,108956,,[],species
106689,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,Geranium endressii,5268475,916750,99252,648900,948914,948948,,[],species
106691,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,Geranium lucidum,5268475,916750,99252,648900,948914,948948,,[],species
106921,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Phacelia,,Phacelia tanacetifolia,5268475,916750,99252,5261925,147029,476098,,[],species
107686,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Dracaena,,Dracaena draco,5268475,916750,99252,557124,17704,452420,,[],species
107990,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Kniphofia,,Kniphofia pumila,5268475,916750,99252,557124,461417,576201,,[],species
108613,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Malope,,Malope trifida,5268475,916750,99252,229284,279960,108618,,[],species
108908,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Cypripedium,,Cypripedium calceolus,5268475,916750,99252,557124,568878,530301,,[],species
109730,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,Campanula bononiensis,5268475,916750,99252,1042120,1086303,590452,,['sibling_higher'],species
109934,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Anticlea,,Anticlea elegans,5268475,916750,99252,258488,430236,432483,,[],species
110111,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Hottonia,,Hottonia palustris,5268475,916750,99252,648892,47346,966211,,[],species
110178,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Galatella,,Galatella linosyris,5268475,916750,99252,1042120,46248,751841,,[],species
110854,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Caragana,,Caragana arborescens,5268475,916750,99252,956360,560323,110847,,[],species
111352,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Colchicum,,Colchicum soboliferum,5268475,916750,99252,258488,604247,1001037,,[],species
111434,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,,Oenothera lindheimeri,5268475,916750,99252,648898,1015483,277109,,[],species
111716,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,Cirsium helenioides,5268475,916750,99252,1042120,46248,70338,,[],species
111722,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Blitum,,Blitum capitatum,5268475,916750,99252,216628,5920024,621958,,[],species
112434,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Theaceae,Stewartia,,Stewartia pseudocamellia,5268475,916750,99252,648892,55448,112432,,[],species
112632,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,Campanula medium,5268475,916750,99252,1042120,1086303,590452,,['sibling_higher'],species
113663,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Ptelea,,Ptelea trifoliata,5268475,916750,99252,229288,43847,113665,,[],species
113667,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Simaroubaceae,Picrasma,,Picrasma quassioides,5268475,916750,99252,229288,552019,113658,,[],species
114101,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium scordium,5268475,916750,99252,23736,544714,950290,,[],species
114485,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,,Acer davidii,5268475,916750,99252,229288,22442,948922,,[],species
114805,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,,Arenaria grandiflora,5268475,916750,99252,216628,317818,842196,,[],species
115059,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus chrysanthus,5268475,916750,99252,557124,1087540,740507,,[],species
115067,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus fleischeri,5268475,916750,99252,557124,1087540,740507,,[],species
115695,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,Silene chalcedonica,5268475,916750,99252,216628,317818,154053,,[],species
115702,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,Silene flos-jovis,5268475,916750,99252,216628,317818,154053,,[],species
116203,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium davidii,5268475,916750,99252,258488,781605,748393,,[],species
116218,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium repens,5268475,916750,99252,956360,560323,935477,,[],species
116263,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,Linaria genistifolia,5268475,916750,99252,23736,1041309,989666,,[],species
116667,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,,Gentiana gelida,5268475,916750,99252,524062,816899,168233,,[],species
117018,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Curio,,Curio articulatus,5268475,916750,99252,1042120,46248,60747,,[],species
117046,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,,Jacobaea erucifolia,5268475,916750,99252,1042120,46248,480260,,[],species
117198,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,,Chenopodium quinoa,5268475,916750,99252,216628,5920024,892400,,[],species
117276,Archaeplastida,Streptophyta,,Pinales,Pinaceae,Tsuga,,Tsuga canadensis,5268475,916750,,4736806,994067,1095220,,[],species
117453,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,,Viburnum opulus,5268475,916750,99252,659705,757494,757503,,[],species
117605,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Epidendrum,,Epidendrum schlechterianum,5268475,916750,99252,557124,568878,743245,,[],species
117707,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Jasione,,Jasione montana,5268475,916750,99252,1042120,1086303,691973,,[],species
117711,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Jasione,,Jasione laevis,5268475,916750,99252,1042120,1086303,691973,,[],species
117714,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Legousia,,Legousia speculum-veneris,5268475,916750,99252,1042120,1086303,117718,,[],species
117895,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,,Celtis australis,5268475,916750,99252,208031,83996,997898,,[],species
118753,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,Ranunculus carinthiacus,5268475,916750,99252,872975,387826,387812,,['sibling_higher'],species
120720,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,,Crassula muscosa,5268475,916750,99252,648890,509332,509328,,[],species
120844,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,,Xanthium spinosum,5268475,916750,99252,1042120,46248,217669,,[],species
120915,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,,Hibiscus trionum,5268475,916750,99252,229284,279960,83402,,[],species
120930,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,,Hibiscus sabdariffa,5268475,916750,99252,229284,279960,83402,,[],species
120948,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Talipariti,,Talipariti tiliaceum,5268475,916750,99252,229284,279960,189775,,[],species
121226,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,,Solanum dulcamara,5268475,916750,99252,1050255,473827,1020645,,['sibling_higher'],species
121711,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,,Asparagus asparagoides,5268475,916750,99252,557124,17704,748368,,[],species
121721,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Aphyllanthes,,Aphyllanthes monspeliensis,5268475,916750,99252,557124,17704,121720,,[],species
121950,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,,Erigeron karvinskianus,5268475,916750,99252,1042120,46248,643717,,['sibling_higher'],species
121956,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,,Erigeron glaucus,5268475,916750,99252,1042120,46248,643717,,['sibling_higher'],species
121966,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Malva,,Malva sylvestris,5268475,916750,99252,229284,279960,930069,,[],species
122251,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Dahlia,,Dahlia coccinea,5268475,916750,99252,1042120,46248,122253,,[],species
122253,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,,,Dahlia (genus in kingdom Archaeplastida),5268475,916750,99252,1042120,46248,,,[],genus
122445,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,,Begonia ulmifolia,5268475,916750,99252,11011,530192,530190,,[],species
122770,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,,Digitalis lutea,5268475,916750,99252,23736,1041309,75208,,[],species
122965,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,,Plantago major,5268475,916750,99252,23736,1041309,609811,,[],species
123038,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton,,Potamogeton alpinus,5268475,916750,99252,399481,399477,1048840,,[],species
123235,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,,,Streptocarpus,5268475,916750,99252,23736,913162,,,[],genus
123714,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Androsace,,Androsace vitaliana,5268475,916750,99252,648892,47346,210342,,[],species
124787,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,Ranunculus thora,5268475,916750,99252,872975,387826,387812,,['sibling_higher'],species
124864,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Gongora,,Gongora horichiana,5268475,916750,99252,557124,568878,934123,,[],species
124935,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,,Gentiana pneumonanthe,5268475,916750,99252,524062,816899,168233,,[],species
127005,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Littorella,,Littorella uniflora,5268475,916750,99252,23736,1041309,127002,,[],species
127353,Metazoa,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,,Suberites domuncula,691846,67819,67816,5653624,792630,127352,,[],species
127653,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Aerangis,,Aerangis citrata,5268475,916750,99252,557124,568878,819069,,[],species
128320,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,,Nymphoides peltata,5268475,916750,99252,1042120,694622,128308,,[],species
130120,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,,Fritillaria persica,5268475,916750,99252,258488,781605,172933,,[],species
130944,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Levisticum,,Levisticum officinale,5268475,916750,99252,372834,372831,130939,,[],species
131109,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica fruticulosa,5268475,916750,99252,23736,1041309,507032,,[],species
131111,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica chamaedrys,5268475,916750,99252,23736,1041309,507032,,[],species
131120,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica gentianoides,5268475,916750,99252,23736,1041309,507032,,[],species
131464,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,,Lathyrus nissolia,5268475,916750,99252,956360,560323,1036594,,[],species
131466,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,Vicia pannonica,5268475,916750,99252,956360,560323,539539,,[],species
131969,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,,Cardamine kitaibelii,5268475,916750,99252,8844,309271,609002,,[],species
131973,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,,Cardamine heptaphylla,5268475,916750,99252,8844,309271,609002,,[],species
132112,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,,Stachys alpina,5268475,916750,99252,23736,544714,868253,,[],species
132632,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia tenuifolia,5268475,916750,99252,921871,627035,707132,,[],species
132635,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia stricta,5268475,916750,99252,921871,627035,707132,,[],species
132784,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,,Dracocephalum moldavica,5268475,916750,99252,23736,544714,839072,,[],species
132786,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,,Dracocephalum ruyschiana,5268475,916750,99252,23736,544714,839072,,[],species
132875,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Stanhopea,,Stanhopea oculata,5268475,916750,99252,557124,568878,767484,,[],species
133504,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Agapanthus,,Agapanthus campanulatus,5268475,916750,99252,557124,17701,133506,,[],species
133506,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,,,Agapanthus,5268475,916750,99252,557124,17701,,,[],genus
134757,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,,Rumex acetosa,5268475,916750,99252,216628,904376,904386,,['sibling_higher'],species
135243,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,,Utricularia sandersonii,5268475,916750,99252,23736,659713,512422,,[],species
135774,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,,Lolium perenne,5268475,916750,99252,921871,508090,135782,,[],species
135777,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,,Lolium multiflorum,5268475,916750,99252,921871,508090,135782,,[],species
135816,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,,,Brassia,5268475,916750,99252,557124,568878,,,[],genus
135898,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Hirschfeldia,,Hirschfeldia incana,5268475,916750,99252,8844,309271,135912,,[],species
136207,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,Euphorbia avasmontana,5268475,916750,99252,429482,914245,109494,,[],species
136212,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,Euphorbia caerulescens,5268475,916750,99252,429482,914245,109494,,[],species
136995,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,,Lathyrus latifolius,5268475,916750,99252,956360,560323,1036594,,[],species
137007,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,Vicia tetrasperma,5268475,916750,99252,956360,560323,539539,,[],species
137009,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,Vicia ervilia,5268475,916750,99252,956360,560323,539539,,[],species
137161,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia tricholepis,5268475,916750,99252,921871,627035,707132,,[],species
137319,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,Helianthemum nummularium,5268475,916750,99252,229284,343135,343132,,[],species
137462,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Epimedium,,Epimedium alpinum,5268475,916750,99252,872975,297866,1096858,,[],species
137603,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,,Sarracenia purpurea,5268475,916750,99252,648892,639961,639943,,[],species
137620,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,,Paeonia suffruticosa,5268475,916750,99252,648890,432991,747767,,[],species
138134,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Nardus,,Nardus stricta,5268475,916750,99252,921871,508090,4970,,[],species
138136,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Melica,,Melica altissima,5268475,916750,99252,921871,508090,629679,,[],species
138215,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis,,Corydalis nobilis,5268475,916750,99252,872975,438092,438103,,[],species
138717,Archaeplastida,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,,Juglans regia,5268475,916750,99252,267709,438186,1072884,,[],species
139318,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,,Valeriana saliunca,5268475,916750,99252,659705,69534,393345,,[],species
139406,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Dryadella,,Dryadella edwallii,5268475,916750,99252,557124,568878,139404,,[],species
139466,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,,Chamaenerion angustifolium,5268475,916750,99252,648898,1015483,215746,,[],species
139602,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum,,Cardiospermum halicacabum,5268475,916750,99252,229288,22442,139604,,[],species
140066,Archaeplastida,Streptophyta,,Pinales,Pinaceae,Abies,,Abies numidica,5268475,916750,,4736806,994067,994065,,[],species
140396,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Ophrys,,Ophrys scolopax,5268475,916750,99252,557124,568878,621576,,[],species
141037,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lophocereus,,Lophocereus marginatus,5268475,916750,99252,216628,584111,7049244,,[],species
141088,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Platycodon,,Platycodon grandiflorus,5268475,916750,99252,1042120,1086303,141099,,[],species
142063,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,,Rhipsalis baccifera,5268475,916750,99252,216628,584111,964565,,[],species
142101,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,,Vinca minor,5268475,916750,99252,524062,524059,142099,,[],species
142338,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium cucullatum,5268475,916750,99252,648900,948914,372825,,[],species
142339,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium crithmifolium,5268475,916750,99252,648900,948914,372825,,[],species
142342,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium fulgidum,5268475,916750,99252,648900,948914,372825,,[],species
142360,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Nigella,,Nigella sativa,5268475,916750,99252,872975,387826,387828,,[],species
143091,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Azorella,,Azorella acaulis,5268475,916750,99252,372834,372831,1064003,,[],species
143403,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,,Tragopogon porrifolius,5268475,916750,99252,1042120,46248,143408,,[],species
143668,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tithonia,,Tithonia rotundifolia,5268475,916750,99252,1042120,46248,143665,,[],species
144403,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Photinia,,Photinia villosa,5268475,916750,99252,208031,208036,48007,,[],species
144411,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyracantha,,Pyracantha coccinea,5268475,916750,99252,208031,208036,873508,,[],species
145316,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Brassia,,Brassia verrucosa,5268475,916750,99252,557124,568878,135816,,[],species
145582,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,,Matricaria chamomilla,5268475,916750,99252,1042120,46248,896514,,[],species
146127,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,,Persicaria amphibia,5268475,916750,99252,216628,904376,64965,,[],species
146415,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Zephyranthes,,Zephyranthes candida,5268475,916750,99252,557124,17701,146411,,[],species
147334,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Bletilla,,Bletilla striata,5268475,916750,99252,557124,568878,147335,,[],species
147684,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,,Polystichum setiferum,5268475,916750,166292,93178,340301,293159,,[],species
148264,Archaeplastida,Streptophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,,Cornus florida,5268475,916750,99252,229290,737319,82463,,[],species
148277,Archaeplastida,Streptophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,,Cornus mas,5268475,916750,99252,229290,737319,82463,,[],species
148969,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium carniolicum,5268475,916750,99252,258488,781605,748393,,[],species
149193,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,,Pteris cretica,5268475,916750,166292,93178,164361,5072,,[],species
149707,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,,Rhipsalis mesembryanthemoides,5268475,916750,99252,216628,584111,964565,,[],species
149709,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,,Rhipsalis micrantha,5268475,916750,99252,216628,584111,964565,,[],species
149961,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Tecophilaeaceae,Cyanastrum,,Cyanastrum cordifolium,5268475,916750,99252,557124,620157,149959,,[],species
149965,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Pontederiaceae,Eichhornia,,Eichhornia crassipes,5268475,916750,99252,402582,399488,149963,,[],species
150064,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,,Verbena canadensis,5268475,916750,99252,23736,1081077,1072516,,[],species
150112,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Matthiola,,Matthiola fragrans,5268475,916750,99252,8844,309271,359087,,[],species
150373,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,Campanula garganica,5268475,916750,99252,1042120,1086303,590452,,['sibling_higher'],species
150973,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,,Paronychia argentea,5268475,916750,99252,216628,317818,848752,,[],species
151083,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,,,Opuntia,5268475,916750,99252,216628,584111,,,[],genus
152265,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,Arabis soyeri,Arabis soyeri subsp. subcoriacea,5268475,916750,99252,8844,309271,35937,907169,['infraspecific'],subspecies
153941,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Homogyne,,Homogyne alpina,5268475,916750,99252,1042120,46248,153943,,[],species
154040,Archaeplastida,Streptophyta,,Pinales,Pinaceae,Larix,,Larix kaempferi,5268475,916750,,4736806,994067,994551,,[],species
154080,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Tulipa,,Tulipa biflora,5268475,916750,99252,258488,781605,878709,,[],species
154193,Archaeplastida,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,,Oxalis enneaphylla,5268475,916750,99252,431493,372826,372830,,[],species
154642,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,,Ribes rubrum,5268475,916750,99252,648890,488526,560321,,[],species
154649,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,,Ribes petraeum,5268475,916750,99252,648890,488526,560321,,[],species
154885,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,,Anthemis cotula,5268475,916750,99252,1042120,46248,1049225,,[],species
155225,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cicerbita,,Cicerbita muralis,5268475,916750,99252,1042120,46248,678385,,[],species
155229,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cicerbita,,Cicerbita alpina,5268475,916750,99252,1042120,46248,678385,,[],species
156245,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,,Lens culinaris,5268475,916750,99252,956360,560323,510038,,[],species
156274,Archaeplastida,Streptophyta,Magnoliopsida,Zingiberales,Cannaceae,,,Canna,5268475,916750,99252,627015,156272,,,[],genus
156276,Archaeplastida,Streptophyta,Magnoliopsida,Zingiberales,Cannaceae,Canna,,Canna indica,5268475,916750,99252,627015,156272,156274,,[],species
156576,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,,Umbilicus rupestris,5268475,916750,99252,648890,509332,759431,,[],species
156596,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,,Oenothera odorata,5268475,916750,99252,648898,1015483,277109,,[],species
156889,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,,Berberis wallichiana,5268475,916750,99252,872975,297866,880484,,[],species
156912,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,Prunus laurocerasus,5268475,916750,99252,208031,208036,731578,,['sibling_higher'],species
156929,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,Rubus idaeus,5268475,916750,99252,208031,208036,972648,,['incertae_sedis_inherited'],species
156934,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rhodotypos,,Rhodotypos scandens,5268475,916750,99252,208031,208036,339431,,[],species
156980,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,,Stachys alopecuros,5268475,916750,99252,23736,544714,868253,,[],species
157214,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Dicentra,,Dicentra formosa,5268475,916750,99252,872975,438092,418801,,[],species
157525,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Coryphantha,,Coryphantha cornifera,5268475,916750,99252,216628,584111,1018993,,[],species
